"","0","0 | 1","0 | 2","0 | 3","300","300 | 1","300 | 2","300 | 3","900","900 | 1","900 | 2","900 | 3","1800","1800 | 1","1800 | 2","1800 | 3","3600","3600 | 1","3600 | 2","3600 | 3"
"ompN",646.091,589.682,550.202,557.008,482.239,537.792,568.42,635.901,354.589,439.13,661.95,569.925,330.59,324.058,630.837,636.072,384.679,307.85,456.052,488.837
"micC",440.934,466.985,437.555,375.957,363.092,388.393,384.147,523.82,272.732,328.966,429.566,378.088,250.405,189.885,394.537,451.13,285.991,211.986,252.537,387.381
"ydbK",868.428,721.152,1667.03,2195.95,1087.38,1292.43,2310.91,2178.87,884.626,777.842,2256.4,2620.77,748.532,662.698,2679.81,2379.83,559.297,559.931,2132.1,2115.29
"hslJ",1448.16,1409.69,1546.04,1826.79,1433.44,1267.03,1683.1,1573.48,760.093,827.077,1540.58,1658.72,777.725,715.159,1680.18,1812.95,549.108,525.365,2167.24,2092.73
"ldhA",1228.58,1116.99,1966.93,2493.5,1181.85,1190.06,2850.63,2521.26,852.296,959.353,2464.32,2975.62,970.415,1000.76,2448.61,2725.35,1123.89,1314.09,3502.75,3326.86
"ydbH",54.3367,45.7096,38.7594,55.3171,73.5884,21.7571,47.6425,60.2381,48.6609,44.5499,50.2609,36.3102,79.8159,73.2142,48.8985,24.5924,154.392,82.9244,72.4865,67.9518
"ynbE",4.31227,2.2419,14.1921,2.63769,37.6543,2.74673,3.10373,2.69296,6.67203,1.80196,2.97332,16.8777,2.39021,4.02907,13.8972,12.985,6.03627,1.80364,3.02335,1.5866
"ydbL",2.4141,1.54169,9.89804,3.64512,3.08025,19.7404,1.85486,11.1636,6.80462,10.1018,28.3876,11.5291,10.5151,2.97114,3.63281,6.34379,15.6542,4.70539,18.5676,8.66761
"feaR",27.4284,27.1762,9.26786,14.7954,52.1285,38.6716,3.76411,20.5625,5.94318,39.1744,11.2441,13.2782,5.15452,2.23777,12.9178,25.6452,5.22613,6.72303,30.4569,29.639
"feaB",10.5192,23.1568,1.88207,1.27551,22.9604,22.6354,17.6038,0.901434,3.7056,1.22642,5.27179,1.20087,9.20353,4.2772,11.9477,3.96363,2.07418,10.1524,20.858,1.37196
"tynA",23.2147,14.9196,26.9392,3.17001,4.44507,10.434,31.9442,35.2861,10.6853,16.2389,36.0089,15.1555,27.0342,46.7269,28.174,15.9369,68.803,20.2603,60.5003,48.979
"paaZ",8.05272,27.2528,29.5594,14.2278,36.5695,20.001,24.2692,13.1971,39.25,28.0443,30.4818,7.79797,34.335,27.1208,17.1491,23.5615,26.4678,64.783,39.0521,17.7232
"paaA",15.7071,5.47734,18.1313,2.12498,10.0087,21.3071,1.75935,15.6202,12.2537,11.4643,14.4654,14.8349,3.49573,23.0661,12.0765,15.3069,2.51796,8.78271,15.1693,1.32979
"paaB",3.08458,2.91348,2.69306,19.4644,12.6584,27.3978,21.2706,24.2477,16.3173,15.6639,27.8067,18.0805,19.0494,3.58174,26.3477,12.6075,8.64758,33.2518,20.0147,20.3362
"paaC",19.5062,38.9173,8.3718,2.47952,1.32868,11.3482,4.2292,11.811,15.8405,4.97448,26.799,5.855,18.9938,32.2096,19.9773,23.2863,5.60073,2.51552,7.88321,14.041
"paaD",29.5941,33.5063,28.3152,28.4465,23.992,1.19361,30.2453,30.05,55.9529,40.2026,49.4994,14.7204,42.383,27.7716,56.7461,55.4048,51.936,34.7583,89.8895,23.8243
"paaE",21.3988,14.0118,30.4345,24.3939,2.80583,3.4379,15.3183,4.23442,23.0961,17.0023,9.26195,18.7023,39.834,11.0472,34.7011,29.9985,34.0425,15.0072,41.1864,8.23348
"paaF",43.776,28.8709,10.6262,35.5172,4.87679,29.6684,13.7813,21.5426,15.4963,33.3891,24.1084,26.6094,7.40382,6.94048,21.4839,27.2621,9.83908,11.5677,51.244,13.068
"paaG",15.3773,23.3,34.4953,36.3886,6.73384,6.34144,19.7868,16.9737,16.2299,3.03081,32.5075,24.574,75.886,30.8987,31.8329,18.7076,69.9885,23.7464,39.1053,19.5392
"paaH",22.0412,20.4914,23.6968,5.56892,14.7183,13.8566,15.2073,7.66774,12.8831,18.6574,27.4036,19.4523,27.1952,34.0308,22.9164,30.336,24.065,47.4473,25.1594,28.5664
"paaI",18.2394,32.8664,28.6405,6.832,29.1933,22.6693,25.3163,26.7547,38.2382,35.6423,30.443,16.946,14.6321,23.3352,7.6754,29.5503,46.264,46.9649,40.8518,29.433
"paaJ",20.3137,25.6793,39.8477,21.4205,4.15879,16.9871,33.0825,2.97317,43.4564,21.1681,5.49286,7.61841,38.1781,15.3983,20.8298,7.24355,35.5803,45.2589,39.3896,45.9788
"paaK",3.17791,1.41179,3.70767,7.25408,3.26077,1.86154,10.718,1.76435,2.72731,2.267,7.57197,15.6209,14.6697,18.9216,2.66901,2.22414,40.9786,48.978,3.32256,3.00137
"paaX",12.0459,22.7238,14.15,7.74919,3.16189,1.51786,24.4151,15.1223,30.3446,27.0195,8.74307,3.75728,25.7264,18.4939,6.44493,11.2191,13.7786,18.1096,32.7339,12.9411
"paaY",4.70556,13.0622,14.4152,10.354,32.1153,30.4683,33.0126,14.0158,43.7438,24.8228,23.1402,20.3356,26.2853,6.58342,35.0652,21.636,52.1486,21.3382,45.8037,27.2263
"pdxI",609.676,694.91,820.039,648.126,554.283,465.513,663.656,698.603,1037.12,746.199,665.001,590.596,1707.27,1262.76,735.961,669.874,1602.3,1718.01,737.998,726.496
"ydbD",2.92281,17.0562,2.37834,17.9167,2.98488,12.2661,6.54449,13.1207,4.97832,4.53314,10.7735,8.19834,5.36599,2.14397,4.21134,4.59741,42.525,2.45258,4.16313,4.15185
"ynbA",473.551,447.488,451.955,369.824,373.352,392.836,378.578,402.081,335.669,308.377,336.716,360.471,279.404,373.48,318.112,326.696,272.71,314.251,281.782,356.068
"ynbB",507.111,535.176,519.256,457.861,382.14,357.724,503.304,409.698,328.095,394.555,451.079,414.437,226.781,326.3,362.081,394.268,361.606,311.36,323.682,398.778
"ynbC",669.618,733.287,763.087,694.087,560.453,517.353,693.478,638.554,519.419,530.595,616.351,558.69,389.728,504.087,554.219,615.906,538.038,380.343,578.482,596.937
"ynbD",683.432,638.932,606.277,576.774,524.481,529.659,602.411,580.129,520.204,615.16,508.581,447.781,442.323,486.184,478.994,504.938,487.157,368.128,533.221,545.929
"azoR",359.754,451.504,387.811,337.796,361.863,356.021,426.631,348.716,403.176,390.267,348.149,372.46,337.168,368.942,342.41,342.462,316.913,337.511,323.436,435.058
"hrpA",35.9777,23.9297,0.750396,32.6101,30.2159,29.223,1.03935,6.47484,13.6648,1.90629,2.56734,13.7194,13.282,13.7092,0.978245,1.02478,1.27492,1.62332,16.2111,10.4475
"ydcF",6.79662,14.7463,1.4986,12.4149,1.38697,1.75584,7.77427,0.627796,28.0361,10.4213,7.98894,0.748573,34.5793,3.42041,26.06,1.67718,3.5751,21.2612,24.5352,10.0473
"aldA",627.098,585.592,587.68,563.22,418.281,552.237,438.336,471.877,480.375,450.193,432.759,308.233,585.254,581.285,335.243,333.779,1000.31,1286.94,345.43,362.249
"cybB",965.782,806.087,1229.43,1195.02,716.839,730.335,994.551,961.853,780.305,799.283,955.783,969.153,731.252,752.838,1039.93,946.232,828.132,889.825,895.903,853.943
"ydcA",638.4,640.331,734.316,719.845,471.272,462.182,632.231,652.304,519.605,477.708,688.916,641.696,954.584,744.167,735.759,704.706,1586.88,1442.72,602.092,580.168
"hokB",758.419,770.831,689.486,642.562,756.927,755.46,531.73,616.508,704.94,498.736,618.49,485.324,967.332,768.809,595.063,569.029,1154.11,1231.07,628.446,534.759
"mokB",446.1,390.952,369.803,341.863,504.691,380.323,281.135,368.785,459.511,321.181,343.396,284.45,600.502,367.941,326.233,318.503,700.282,713.029,339.42,336.566
"sokB",1506.09,1365.49,1589.76,1837.82,1395.62,1273.98,1572.11,1474.83,1106.27,997.149,1469.97,1517.49,1190.5,973.656,1349.91,1276.24,1523.89,1303.86,957.106,946.217
"opgD",1179.91,1126.04,601.93,562.618,1280.55,1375.01,614.774,648.902,1162.82,1054.25,596.896,615.578,1093.15,1332.56,651.595,663.461,721.282,888.202,572.193,625.119
"ydcH",2898.92,2640.47,3195.6,3527.35,1128.07,863.965,2374.35,2221.6,2437.95,1545.5,2016.74,2246.89,4844.43,3766.85,1288.6,1345.22,7973,8965.07,1527.58,1118.15
"rimL",362.663,331.595,506.744,463.802,365.852,313.533,399.688,464.974,373.446,406.747,469.778,414.527,466.613,468.203,505.701,405.033,435.145,342.497,518.022,393.475
"ydcK",497.027,435.978,445.222,359.725,396.928,413.64,393.839,413.964,293.466,400.518,337.179,331.021,238.495,306.509,306.999,306.943,334.587,331.812,338.932,382.179
"tehA",405.638,456.078,511.661,410.114,384.522,333.834,460.879,428.684,416.882,462.048,446.086,428.666,372.448,320.916,328.823,383.453,419.319,408.392,387.001,396.947
"tehB",445.203,421.009,453.624,442.55,399.735,431.039,426.387,491.035,355.284,386.005,429.705,386.703,407.49,426.762,381.433,388.085,359.531,402.093,432.654,463.364
"ydcL",609.48,705.745,1263.61,1193.26,637.415,608.211,1134.4,1147.71,738.741,686.643,1347.36,1321.36,810.638,801.174,1600.3,1596.77,682.35,588.6,1866.98,1753.68
"insQ",773.152,693.035,777.745,792.991,694.226,767.54,839.357,853.168,696.172,646.64,890.89,904.944,641.256,732.777,793.389,814.688,672.046,736.566,598.049,678.973
"sutR",503.624,470.267,733.228,629.838,441.51,396.716,632.105,661.259,482.689,496.683,621.792,659.499,391.979,470.07,720.399,696.551,372.451,284.837,673.513,705.343
"rlhA",1110.79,1119.79,587.208,610.931,1278.44,1414.45,627.301,576.283,928.664,1134.06,602.933,699.695,578.318,766.068,691.661,702.492,529.407,443.596,672.754,660.492
"yncJ",800.37,713.576,682.538,601.632,648.113,806.935,631.303,616.215,624.518,637.874,523.394,550.447,475.084,468.371,490.697,526.226,451.051,537.989,501.335,537.437
"hicB",556.311,587.447,827.494,964.878,493.38,333.062,979.288,768.354,463.704,542.126,1055.52,1140.66,451.046,533.94,1299.39,1165.03,373.436,347.463,851.243,843.74
"ydcR",620.485,708.943,896.873,968.526,728.713,761.205,1012.24,1055.4,677.628,593.471,1312.71,1237.92,590.006,491.82,1382.27,1428.1,474.689,517.261,1214.67,1086.31
"ydcS",367.763,391.229,380.668,330.486,323.109,349.012,409.942,364.899,297.317,297.087,392.052,389.407,219.418,246.899,446.139,430.769,264.842,214.11,326.764,367.082
"ydcT",355.344,383.403,359.02,356.554,364.889,307.203,437.573,381.04,307.542,260.588,422.797,370.235,240.469,258.38,385.775,431.73,291.344,230.816,345.04,386.345
"ydcU",509.636,566.382,530.17,341.609,364.775,248.71,461.094,394.65,370.46,374.879,459.723,395.423,231.021,400.717,415.51,471.465,363.049,230.354,410.223,411.25
"patD",569.465,589.97,644.29,586.537,489.717,670.159,587.896,556.775,533.598,556.146,567.769,498.433,452.383,615.165,553.373,540.821,543.775,518.43,547.766,597.03
"ortT",811.252,683.964,611.775,759.661,614.94,549.493,687.123,693.844,327.517,332.955,681.53,564.049,231.525,221.532,595.204,756.246,272.217,168.973,498.836,526.668
"ydcY",837.136,889.831,932.88,854.428,818.895,785.659,1019.12,901.172,866.863,720.381,1010.33,1095.83,1001.63,811.062,982.179,951.862,997.72,1074.62,1160.98,986.793
"ydcZ",457.613,516.882,502.156,366.126,402.097,265.296,394.297,500.103,383.007,382.605,427.416,345.082,387.025,302.783,390.296,384.418,335.727,209.475,374.258,417.205
"mnaT",581.499,582.676,559.809,487.16,592.439,715.777,483.877,469.964,741.267,740.979,443.69,484.587,845.535,811.779,422.902,402.156,534.524,651.995,439.973,493.723
"curA",383.39,406.202,387.139,375.235,294.568,379.489,345.905,329.987,316.766,346.496,307.591,302.404,243.501,260.181,298.89,289.941,274.74,291.714,273.827,364.649
"yncD",17.5526,13.6594,11.492,1.96022,1.53431,5.20195,16.4707,13.0308,4.11827,11.6534,17.1349,11.5109,15.3475,2.10428,31.8346,19.4492,2.30911,1.36688,22.6269,6.69088
"yncE",919.81,732.676,1489.35,1669.35,790.145,718.982,1975.99,1721.29,538.175,578.254,2088.9,2057.36,336.514,465.02,1523.4,1678.51,471.015,442.542,805.172,1074.78
"yncG",524.503,424.716,463.578,371.731,370.414,491.735,377.005,482.955,441.405,354.612,307.81,288.254,253.722,341.313,339.132,340.015,321.768,321.907,360.7,269.287
"yncH",219.235,227.468,239.267,134.9,195.879,197.328,188.646,193.653,114.276,162.654,161.519,128.968,125.031,71.293,136.299,173.742,124.158,106.283,113.156,171.32
"rhsE",562.881,581.898,655.347,629.996,563.68,558.025,729.519,680.642,501.126,477.333,637.624,619.985,285.397,385.011,616.826,645.668,549.379,441.39,481.754,460.151
"yncI",587.597,584.728,613.859,585.398,478.662,337.174,569.502,516.539,407.268,456.786,531.555,448.822,312.384,364.056,484.743,476.651,536.047,384.349,389.601,469.063
"pptA",486.493,527.634,518.863,494.553,385.335,346.57,431.682,408.258,494.007,409.969,420.171,452.556,572.504,562.374,452.892,392.122,686.523,689.603,448.786,536.582
"nhoA",614.751,655.286,610.201,455.786,573.783,388.003,525.612,550.099,511.904,527.432,557.059,482.262,423.305,439.168,460.875,486.717,498.59,411.183,533.11,521.61
"yddE",741.357,728.065,624.497,582.191,706.653,509.399,578.731,624.477,707.036,721.331,568.865,534.466,535.74,554.842,567.631,539.451,498.865,468.622,559.213,571.222
"narV",705.699,668.778,615.09,580.166,632.586,696.397,561.441,670.884,521.34,545.364,549.564,418.538,395.224,447.706,549.842,565.337,459.405,439.901,459.98,536.036
"narW",443.914,433.726,452.631,334.3,403.061,454.596,415.901,386.157,303.63,393.569,341.8,309.411,237.789,262.894,306.284,337.808,300.603,192.42,302.089,377.282
"narY",543.07,547.234,517.335,393.323,410.22,410.918,491.198,385.665,285.415,415.148,437.79,351.714,269.601,300.665,364.64,371.226,335.661,218.603,367.24,379.569
"narZ",24.3348,18.4254,8.83405,3.79508,16.9642,22.0114,8.89256,20.2013,7.0786,20.2054,4.32081,3.36732,37.0262,30.718,13.4418,21.3919,35.5581,28.9435,6.81611,24.6668
"narU",12.1029,18.1814,1.49518,10.6708,6.27682,0.583266,4.32204,2.22084,2.37985,1.73826,0.7593,0.411381,1.86976,1.65854,1.78891,0.610802,2.68433,18.0844,1.55385,1.07771
"yddJ",387.436,357.294,326.395,243.543,308.123,313.974,266.377,268.706,245.514,246.359,261.603,230.932,186.598,204.945,264.281,254.466,258.854,205.781,238.442,280.493
"yddK",24.0889,7.83575,9.49255,2.09295,8.45268,10.4701,8.04751,5.85628,2.72259,24.4449,0.179355,6.94122,7.88115,0.571532,0.251277,1.49771,7.75867,15.2616,0.0684087,12.5384
"yddL",459.8,482.174,408.691,371.121,372.239,401.044,333.991,288.584,288.75,338.954,300.05,271.581,271.551,303.992,229.714,281.779,335.871,249.836,251.101,355.526
"yddG",391.893,470.179,392.41,360.09,348.334,234.529,326.019,289.158,397.589,428.262,394.498,316.971,332.776,418.316,340.585,345.741,327.621,251.445,270.515,360.632
"fdnH",560.144,573.463,524.032,529.309,1490.32,1812.78,515.445,521.919,1612.48,1454.22,543.169,491.616,1866.31,1691.14,476.334,498.631,764.223,828.673,564.044,573.311
"fdnI",440.409,335.615,395.865,320.644,988.576,1356.58,354.298,436.033,1118.58,828.399,340.674,346.747,1257.67,1194.85,331.059,387.015,424.548,492.251,435.468,432.476
"yddM",934.591,962.36,825.123,754.336,775.224,689.721,858.859,759.963,895.831,833.667,826.06,701.98,762.594,644.76,941.723,981.109,666.243,547.04,1093.41,1093
"maeA",720.438,705.506,623.277,578.662,889.455,875.34,587.1,700.79,1272.59,1285.32,547.05,507.058,2027.23,1505.92,583.811,683.718,1178.67,1329.21,764.355,773.264
"sra",1393.64,1039.47,1612.46,2008.97,667.05,528.823,1325.63,1056.08,792.089,777.502,1202.88,1315.19,1219.53,828.361,1058.95,1017.75,2449.54,2430.58,1181.31,994.647
"osmC",707.68,739.618,674.469,516.16,535.174,653.348,596.961,585.581,569.11,581.616,612.716,556.097,548.998,602.963,528.193,570.15,658.265,833.312,544.792,597.25
"ddpF",3.86195,28.7896,3.94292,3.2394,7.18384,22.6782,20.7162,33.8412,35.3988,19.4887,10.4791,3.48042,17.871,33.5672,13.774,34.0571,32.7742,17.9444,26.8523,18.5601
"ddpD",643.138,621.773,622.694,552.382,591.333,537.051,578.261,602.94,546.859,607.852,481.14,448.886,354.649,440.61,447.243,445.286,500.615,441.534,447.243,508.425
"ddpC",730.708,714.745,615.909,652.626,738.611,755.293,542.941,669.36,481.214,624.81,661.903,540.979,448.382,460.402,535.399,545.371,562.475,508.8,580.136,560.728
"ddpA",869.731,769.143,755.969,692.428,675.115,750.757,640.155,662.174,469.79,606.871,543.994,505.165,424.164,533.543,504.383,527.305,495.239,507.614,531.729,600.194
"ddpX",712.612,636.029,639.012,584.108,653.25,722.921,623.632,581.358,588.842,593.305,555.614,495.526,407.935,492.005,533.287,477.96,505.179,525.181,480.771,553.482
"dosC",549.005,484.497,484.961,489.447,604.94,543.497,414.923,428.565,381.998,390.453,338.229,338.097,306.845,328.663,319.442,291.817,336.698,311.904,284.363,325.858
"digH",417.403,337.515,365.324,425.568,358.221,321.972,368.69,402.301,383.991,427.772,340.749,310.885,470.938,444.825,407.51,368.517,395.423,422.366,395.209,400.394
"gadC",549.138,641.889,591.555,540.364,419.531,525.148,586.439,531.87,472.031,426.733,509.685,471.567,319.318,431.841,379.62,432.988,1324.05,1249.39,368.094,454.197
"gadB",547.06,594.299,690.086,579.135,356.505,416.325,743.206,613.743,423.011,463.903,524.648,491.814,430.064,348.434,400.65,402.239,1770.08,1490.88,338.308,428.357
"pqqL",610.155,727.229,685.298,980.209,588.405,632.501,1085.06,806.651,473.321,540.367,747.344,582.654,365.208,446.731,569.73,530.294,384.809,355.685,437.978,530.549
"yddB",636.925,623.099,1020.41,1004.45,622.639,669.828,866.576,583.567,459.968,516.257,518.073,434.796,394.467,387.127,503.867,497.369,486.893,510.133,406.318,494.803
"yddA",591.217,528.002,775.955,690.369,555.513,600.788,617.973,447.307,424.326,460.328,489.847,476.784,319.28,415.351,407.082,402.073,365.798,341.232,330.405,421.343
"ydeM",509.423,543.999,466.543,498.05,475.961,402.642,425.977,372.022,858.822,617.328,453.441,395.376,823.993,729.777,448.082,375.171,604.567,502.882,318.542,387.376
"ydeN",641.106,652.745,528.073,603.316,574.889,501.586,525.203,503.749,1322.46,1028.83,515.927,527.989,1844.2,1842.58,425.944,397.477,2388.9,2508.84,380.903,442.573
"ydeO",489.382,558.884,440.392,405.903,519.548,432.393,406.897,354.839,355.86,414.394,410.493,346.589,282.301,348.893,364.736,327.883,410.159,333.467,341.329,406.014
"safA",614.202,548.462,545.365,521.825,521.943,564.706,463.281,441.338,381.542,439.765,393.466,375.118,283.093,461.635,365.499,366.742,388.503,368.698,343.142,407.176
"ydeP",477.506,514.49,481.266,431.142,458.465,511.48,429.369,450.556,491.83,531.305,428.31,445.045,322.74,363.541,390.265,407.411,335.47,328.655,354.578,415.701
"ydeQ",639.145,640.45,508.606,449.213,568.982,576.994,445.024,493.112,531.705,604.621,495.562,412.304,380.785,482.375,469.964,432.377,394.023,547.246,409.278,452.851
"ydeR",485.861,576.318,420.417,385.472,537.23,652.382,388.434,417.946,591.398,512.695,383.055,332.768,356.653,382.975,358.628,330.751,355.846,361.772,325.065,351.713
"ydeS",443.673,567.376,384.727,393.504,476.999,522.996,346.591,345.415,494.976,539.425,370.809,362.791,354.135,384.665,304.983,351.935,387.33,349.799,322.617,375.665
"ydeT",647.859,629.554,569.643,592.445,701.418,844.655,531.669,487.423,727.255,734.464,511.751,504.734,402.957,469.137,447.3,380.678,439.058,441.192,471.308,383.75
"yneL",553.85,515.38,530.754,487.345,430.377,467.449,442.882,495.29,426.308,401.018,432.433,427.537,312.013,323.998,405.981,391.002,357.132,364.274,335.589,368.472
"hipB",3.94588,1.33429,3.49777,25.399,8.06455,1.35794,1.25547,0.902991,4.28615,1.16276,2.04327,0.674567,2.56826,25.7895,2.01066,0.856364,2.30829,3.10891,3.27548,0.715948
"lsrK",661.598,663.256,692.857,592.199,567.743,705.243,546.875,489.009,611.712,815.52,534.916,471.71,762.01,674.435,448.797,447.252,1413.63,1315.88,487.143,498.318
"lsrR",430.091,438.637,496.8,478.591,405.832,399.871,409.807,427.387,765.081,666.829,350.021,298.703,909.238,839.287,289.205,309.494,1425.69,1819.56,438.763,301.913
"lsrA",445.712,483.417,464.492,369.331,372.329,529.354,429.596,396.13,565.999,551.279,365.63,319.637,569.304,430.458,360.898,381.663,1098.65,957.526,393.72,402.187
"lsrC",458.595,431.16,476.864,357.676,396.7,419.786,468.591,308.872,581.374,460.606,327.07,391.862,369.267,346.584,452.729,328.612,733.288,722.972,278.827,307.861
"lsrD",412.008,399.984,396.287,339.919,375.447,438.192,343.058,324.326,345.19,378.97,303.618,245.803,284.615,400.272,237.742,283.697,588.998,456.119,261.982,309.634
"lsrB",382.318,333.293,364.411,290.09,320.675,389.556,299.032,287.439,340.894,333.82,259.341,231.124,454.655,466.194,212.747,240.242,1354.71,1443.47,222.068,270.649
"lsrF",411.026,327.706,390.143,326.032,300.86,367.296,337.647,293.358,358.132,299.544,279.884,245.05,539.782,615.273,224.993,216.063,2242.09,2390.37,273.401,257.46
"lsrG",561.619,408.626,486.345,433.508,371.119,307.574,441.328,337.651,420.656,476.234,325.144,335.834,599.681,628.336,255.721,296.521,2230.4,1746.88,316.273,345.715
"tam",725.447,663.661,773.915,694.766,649.957,517.363,621.858,664.688,636.753,645.413,541.007,486.221,805.986,783.321,494.487,491.565,1257.51,1341.18,521.638,530.748
"yneE",529.023,454.143,438.501,402.666,441.911,439.711,446.402,438.377,457.831,395.138,456.742,381.996,238.783,380.961,363.535,426.771,333.028,311.366,471.601,373.893
"uxaB",656.001,548.14,630.479,564.841,561.665,614.861,537.664,645.984,510.222,529.464,515.192,467.65,349.685,456.062,504.298,519.391,494.639,479.93,546.455,562.812
"dgcF",500.287,519.743,445.59,423.409,564.829,578.414,551.221,470.744,434.834,501.049,498.32,414.947,299.977,331.13,499.708,532.278,279.986,289.86,470.561,513.751
"glsB",953.57,923.106,841.094,903.147,1122.68,1229.34,922.07,864.85,1071.53,1108.58,1005.98,1017.37,1360.45,1169.1,1018.18,1035.75,620.783,578.388,1103.38,965.127
"sad",544.716,560.23,458.744,451.041,617.355,684.602,451.714,467.449,991.665,636.135,438.699,413.547,2202.43,1817.48,352.287,434.77,1180.02,1393.77,768.182,719.766
"yneJ",421.14,393.147,470.501,354.688,400.585,458.195,411.848,435.056,366.832,356.81,492.493,408.856,349.111,341.673,501.308,509.651,289.957,308.397,483.546,544.431
"ydeA",846.927,802.843,938.222,940.638,758.505,806.215,931.975,972.523,892.897,742.931,1056.59,1103.28,642.706,858.701,1272.33,1228.91,620.414,506.953,1142.79,1046.42
"marR",525.662,516.272,3895.87,5258.17,557.752,642.513,4259.01,3480.54,433.263,302.335,4335.16,5877.18,262.06,301.092,4661.49,4497.87,155.247,157.555,3686.92,3836.8
"marA",1555.37,1572.06,6304.05,8285.03,1392.71,1110.78,6282.85,4998.52,904.159,1019.74,6143.38,8250.53,879.365,954.07,6803.14,6769.32,665.731,410.162,6343.68,5925.89
"marB",91.6763,99.9664,420.857,477.02,25.509,29.9086,679.524,754.865,26.8222,12.5873,899.055,667.041,62.1837,26.2112,737.713,979.755,66.3177,15.7802,1016.88,697.783
"eamA",4.98386,27.2955,35.9916,14.6921,3.46167,2.93399,3.77865,30.3461,33.6754,4.26944,10.4905,10.2853,8.63109,15.8279,6.68002,9.647,27.1778,20.7148,40.0094,9.76386
"ydeE",2.63707,3.11569,1.12398,4.90047,0.853641,17.258,1.05266,1.8398,9.22158,0.750669,0.817905,0.692374,1.7767,1.84938,3.77719,1.06444,1.69773,9.46624,2.91944,0.618276
"dgcZ",1288.29,1288.51,1084.82,1311.95,1532.8,1352.74,1093.94,1175.03,1260.25,1083.6,1263.86,1374.77,1053.82,1046.67,1268.35,1244.46,584.078,560.233,787.919,734.69
"ydeI",504.964,404.359,549.102,540.97,463.96,489.699,485.596,468.408,326.183,383.987,488.209,458.6,288.74,303.083,480.852,479.512,358.719,343.964,440.142,456.226
"ydeJ",539.233,562.808,549.49,434.494,513.008,593.568,541.872,507.235,391.375,519.862,519.048,466.35,282.207,422.589,392.626,477.757,379.903,425.463,390.18,447.953
"dcp",523.095,605.894,488.461,467.826,456.462,497.95,528.493,512.138,483.738,491.487,459.655,492.222,606.239,557.124,423.076,447.029,622.853,594.719,460.779,532.897
"ydfG",577.927,631.7,608.478,619.306,596.325,674.361,504.418,591.265,767.658,706.762,499.81,509.137,1066.33,925.318,486.93,485.875,1013.53,1132.1,574.478,652.072
"rspR",784.791,724.748,672.676,634.357,855.508,913.221,733.287,689.421,751.72,918.447,772.262,820.674,929.541,571.268,751.943,818.405,567.602,494.01,901.152,896.866
"ydfZ",1060.32,1204.29,1225.36,1259.3,1983.81,1825.93,1093,1120.68,1347.34,1624.6,1278.3,1758.37,1453.66,1480.42,2075.01,2059.15,2184.78,3041.06,3346.82,3055.62
"ydfJ",756.552,679.482,787.559,818.865,584.388,648.906,749.727,857.341,581.145,554.923,819.737,771.694,435.289,485.928,809.572,908.634,545.006,538.071,621.379,713.619
