"","0","0 | 1","0 | 2","162000","162000 | 1","162000 | 2","0 | 3","0 | 4","162000 | 3","162000 | 4"
"wcaM",770.1091016,469.3137337,494.501902,1138.413739,448.5576853,360.6308162,779.5651903,632.8476906,614.5367878,576.6692278
"narJ",322.7116239,1033.371572,1097.123302,225.8668008,333.0620339,250.8605189,1235.903825,7497.821572,306.1029567,189.1023575
"nupG",386.6950063,494.7387629,248.3982629,753.8423976,632.8849766,620.0895485,429.4215718,267.3365835,562.3153594,511.4781197
"lplA",1092.921572,1302.321572,900.8264314,840.1344163,1288.614816,1037.174084,1104.849122,797.4212089,1297.480868,992.1922584
"yiaU",538.4031513,672.8679349,710.0787909,1359.564074,915.0982655,958.7092355,740.0180637,665.9400974,1241.036701,1211.760454
"mdtN",144.9103021,153.0271604,80.37118735,51.54520364,76.63147467,480.1578091,79.96909797,210.6557265,83.22652476,279.7873388
"araB",385.6410676,252.308997,232.1745722,174.3837947,179.1413958,609.8876159,222.8841734,324.8584887,181.9769808,358.0351447
"ubiU",139.7231127,149.8385657,213.3753308,62.20569734,118.8642108,313.1121842,389.4703519,260.592519,122.351106,388.1496681
"polA",3339.605301,3333.821572,1845.921572,5758.731696,3233.201175,4009.271572,2897.644536,1773.602092,4775.931526,4954.971572
"aceE",9704.821572,10268.2728,10019.32157,7754.295915,4302.046032,8417.031435,8561.480469,8773.849207,5501.795298,8798.92296
"yfcF",799.6232812,875.8339803,706.1973444,1026.037835,1080.388917,854.8225327,1121.262095,1156.833911,1723.697039,1359.759272
"alaE",815.0225531,962.2419504,802.9112706,526.0118445,738.7275275,539.6428703,709.6786335,671.0071898,280.5215718,239.5208167
"cysE",3007.371572,2890.229898,2190.928737,3419.088029,3395.921572,3293.68111,2467.101318,2940.171572,3790.955714,3309.201692
"recR",5653.765264,4809.019466,4937.156532,4748.901364,5794.632162,5097.685691,5798.130781,5689.757134,4859.270706,4838.951137
"yfeC",1076.874628,1116.838027,1503.690921,2134.017416,1922.907819,1695.074028,995.1808796,986.6434058,1932.540365,1728.269772
"yieK",212.0842772,159.5215718,107.4844312,194.1548433,206.9735339,593.606345,126.2215718,214.5438656,259.0436183,403.6595605
"lpxT",2059.371954,1355.421572,957.3022437,4641.104521,2997.114548,2612.91212,1369.280981,633.2012234,3668.846795,2769.84935
"ariR",4589.804548,5499.968355,4369.833428,2130.861529,1348.384623,1438.940989,4816.936858,3909.526712,2574.20939,2422.543167
"focA",1627.243127,1769.692867,5500.851419,1833.2836,1636.293413,2291.663557,2741.846998,13645.62157,1280.468727,2887.525374
"mnmG",6009.346904,7527.374728,6140.372176,3434.699311,3897.821572,3092.036804,4740.061169,4986.987752,3367.957319,3162.121572
"gmd",2610.045952,1341.098696,1318.64066,1573.513386,1155.760994,767.0501417,3524.463093,1835.443638,1651.521572,918.2324135
"fimZ",152.5140116,136.8285674,78.54940096,91.78188098,114.5831213,205.5920092,86.62646892,131.0847917,109.5088864,169.7215718
"degQ",1610.821411,1419.227247,1194.63066,1251.540847,1096.3454,1000.698852,1617.770342,1468.024779,1249.96539,1171.36765
"gltI",4133.710132,4129.976096,3725.620033,3623.706318,2780.328544,3031.959802,4646.694718,2486.58822,2909.11721,3358.559131
"oppB",4227.335064,6904.774195,5569.939939,4633.557719,5907.755128,6366.676916,5269.038193,7162.590487,4441.484535,6504.731761
"casA",98.15983073,126.7423743,55.82157805,171.2243359,95.11110539,176.8964032,140.132599,127.7943502,263.5897715,310.0367281
"ycfL",3329.603104,2684.74607,1587.42375,1972.308429,2175.686623,1499.398275,2971.480103,2803.521572,1978.606938,1626.984761
"ndk",4173.867412,4689.842863,2397.655517,7186.729875,9702.453148,6024.239499,4420.903029,831.7215718,9034.78217,5349.839237
"srmB",6530.722713,4974.66561,6366.117965,5811.879403,5333.021572,5993.511952,5536.600692,5921.148665,4950.022613,5573.171572
"paoB",229.0636649,187.9682388,122.2284161,98.66060524,142.5695657,180.7751165,170.9152059,150.8328132,133.5610792,147.5721753
"fhuC",3827.830535,3891.303466,2562.460432,1242.713755,1471.230058,1740.775579,3618.062566,1685.818001,2481.365891,2944.958906
"lsrC",177.6612054,129.995271,91.17974976,128.7913251,109.7358363,153.9322022,97.93186113,131.9616488,96.21022459,131.8766552
"yhgE",448.0258721,496.5432846,601.9375954,711.1336064,739.9510649,821.1002739,500.0373665,597.0765592,783.2724777,779.4226688
"pnuC",861.0802927,1194.736267,1001.525225,888.5748772,1050.10289,733.3830496,1095.075913,1049.481146,1073.00367,1175.168484
"srlA",148.1528997,112.5000803,89.07555884,24.7175266,40.9884464,419.0840305,66.31655071,220.4776827,53.74600625,337.1063009
"ileS",6244.248732,7116.121572,5907.886057,5365.648591,7555.762455,5482.166755,7579.421572,6254.647499,7771.320184,5522.021572
"murR",247.9121516,210.5790907,272.7651914,589.7215554,467.5137264,438.5373593,267.1465968,313.3100111,659.008777,1022.966864
"atpI",5152.261976,4096.398595,5363.858868,6838.529653,6180.066519,6679.458327,5500.350359,4515.251546,7129.39161,6841.567769
"nuoB",9044.946798,8085.073837,6403.311367,6415.120619,5484.021572,6391.11495,8158.080838,5357.431898,6430.216732,6826.943562
"recN",4777.482128,7005.073978,6515.319452,3620.487278,4925.829036,4949.781653,6619.74543,6414.102023,4459.06658,4867.686272
"yedE",472.5525483,401.8215718,343.3215718,245.6305123,506.7540913,361.1087242,368.9127195,600.4953567,310.9440586,316.8244724
"ybjN",2596.37169,3251.915217,4652.162505,2779.76951,4927.243369,3480.83843,3660.119561,5436.868076,3290.305262,2518.633969
"rlmI",2871.396356,2893.142175,2277.65029,3248.602345,4274.700245,2861.956978,2695.497394,1734.734321,2863.030234,1903.59899
"ldcA",1241.059886,1563.821572,893.8514451,966.8118758,1470.822222,572.9140179,1318.087983,678.0895493,1258.806454,700.0215718
"dam",2284.24577,3252.942671,3177.509423,2736.674134,3034.902677,3140.690415,2957.710556,3120.118449,2922.573409,3316.266996
"ydcZ",329.1876905,608.880588,428.2428983,354.4540645,743.3616813,279.0215718,467.3079616,267.2876465,628.1236544,320.491211
"pncA",1625.561827,1722.006122,868.7617859,1462.206674,1709.321572,836.7715718,1287.471447,459.4387037,1284.774839,804.3408255
"dcuB",550.4577156,377.0323086,808.2154739,394.9578422,454.2435712,899.8926024,462.001564,848.0921923,439.6190284,813.771063
"minC",2236.807151,3096.739613,948.7112196,4666.736699,3582.69098,2919.715561,2451.271572,756.4104901,4259.221572,3109.445815
"chiP",203.5033633,128.8822251,212.1706174,116.7667323,121.4215718,162.9816304,157.8717574,170.1256863,103.6846656,128.8266662
"dosC",132.2894918,124.1387517,61.67071468,182.4480964,100.1492999,168.7215718,66.71175993,123.6204512,169.1966684,140.1253071
"kbl",2129.955716,1915.117563,1113.879353,2258.25944,1995.971572,1425.331821,2424.921572,1548.900687,1977.219926,1488.810151
"gmhB",6231.647332,6094.021572,7381.979742,7523.356276,7360.821572,7205.264782,6213.191351,7029.101244,7179.588786,7021.271572
"ghrA",2785.66448,3211.082252,1701.209083,1950.321572,1857.60998,1120.23286,2467.028335,1628.788779,1642.706126,1181.282312
"yhaC",107.4215718,132.0774406,64.77694362,299.9215718,138.9028086,182.7178457,105.6209059,118.4139729,167.6169955,241.7692527
"ybeX",4829.721572,6793.301987,6196.221572,3685.092142,4358.664926,5228.137727,5833.487003,4927.521118,3966.225244,4823.318373
"ytfE",784.2251141,428.9215718,208.9112826,437.1061229,428.7780665,479.1932244,418.9715718,331.8215718,357.2243971,364.8488691
"hslO",3002.664536,2446.282814,2648.637285,2370.846283,1852.46952,2322.054761,2478.633487,2169.600587,1840.112268,2039.118532
"appY",913.6166681,339.7421855,339.9575769,1208.069226,947.8215718,445.0190478,1286.781682,3945.982228,667.4769548,378.7147828
"dinB",1802.575655,1731.845824,1308.071572,1019.879761,1028.121572,528.6215718,1633.785432,1625.059193,768.6113667,524.7354912
"htpG",7492.333637,6268.817235,4789.459076,3054.621572,2641.996127,3176.9107,5116.003084,5757.796418,2397.269317,3142.20767
"rclR",118.6497597,123.4201871,110.8993399,73.0409816,82.92157178,126.4672061,91.39670785,111.5149056,82.02417543,110.8993399
"stpA",667.9859244,480.7215718,212.4088591,696.0461459,466.0715718,280.8236316,416.7666344,326.4448437,673.09216,336.3893553
"cbpM",629.83545,564.3267806,361.726812,373.4369328,517.9940774,282.2029863,668.6215718,471.0407048,507.4159121,302.9268177
"abgA",239.943697,198.2226398,125.5098407,151.4179344,164.6017575,211.5141945,166.9046739,169.7701775,165.7256906,146.5215718
"yhjV",806.0159096,1036.545708,612.2405456,1274.070274,1338.057785,1444.78239,859.19024,478.1715718,1143.508592,1080.64208
"ydfC",130.5215718,172.2580319,90.96960916,90.65774559,118.2397286,73.86264896,206.6452272,83.21849869,108.2143488,59.48610093
"dapD",4164.345038,4922.955748,3080.898224,4400.321572,4455.291732,3428.549193,4430.256782,3311.848846,5976.671572,4486.273896
"rbfA",4668.50996,4426.608308,8049.459566,6339.266211,4314.218791,7059.021572,5390.919793,7668.978773,5213.284275,6713.615885
"lysA",673.515327,813.9215718,493.4012831,262.752116,464.4550764,580.9750257,831.2215718,354.0081634,547.4330216,451.5244379
"ytfH",693.8689016,684.2885272,583.7142003,626.2566089,732.5933138,544.6100361,605.7403987,630.3751047,633.8162646,577.4448077
"rpsS",13922.82157,16301.19168,17444.80303,16596.04669,13514.80817,16967.65148,14937.42512,16125.69749,14234.20166,17130.03333
"paoC",263.0093985,272.3651885,189.5993023,181.7225184,220.6490117,219.3948552,252.312713,195.879207,201.8543499,183.7500566
"queC",1380.087577,1505.456398,1433.520079,1845.928726,2175.543264,1687.050287,1152.354032,861.4884672,1640.616592,1214.367522
"entH",2010.745384,3201.671572,4785.257574,614.287667,837.8550497,1257.858807,3126.516463,483.3087378,1549.418443,4216.104006
"nanC",164.8840626,137.7215718,64.53585322,100.8742368,81.39858557,164.3435299,83.56850717,100.2701651,94.35111912,156.071604
"arnC",223.0491397,214.6632094,62.02773826,281.569131,139.4215718,394.967605,142.0869026,177.0848025,280.4047502,330.9084608
"avtA",6293.43779,7763.283379,5146.190099,6457.695726,7581.654161,6162.111705,7194.599313,1563.421572,9580.39385,8093.173158
"rplL",14556.92157,14785.34122,14707.87135,15054.92949,15151.70325,14731.55458,15431.52706,13699.60741,15254.42157,14923.64988
"yciG",601.2854339,539.2082072,288.8845628,441.7186097,238.568796,287.1022251,605.2741974,641.2215718,289.0919905,577.4981501
"yihX",671.2216429,652.0805202,464.6196033,840.6538293,719.6057842,501.4416583,597.1135722,463.4819251,799.9401284,659.8514845
"insH5",1225.221572,1126.220395,1251.665504,722.7587988,947.4821283,650.1213606,1086.518497,1043.969484,622.6295813,626.4331026
"yjjV",863.4215718,1024.602526,656.4823893,471.7215718,991.2844034,831.209385,734.1257183,594.7969792,1138.549386,806.3479063
"frlA",302.2825953,143.8215718,141.2181251,105.646208,94.92157178,456.3491204,98.30573662,244.5210744,75.35316581,333.9622346
"fadE",780.595143,751.9821367,292.3179122,431.6509113,461.116467,273.9759258,667.9684077,234.8438279,1031.694824,268.8653764
"osmF",306.8886519,268.0015354,154.8215718,170.8133642,232.6207265,257.70488,240.4128995,189.5139108,225.3166403,232.7677486
"mglC",183.3808099,180.1169823,94.2067355,109.5931942,129.2406122,223.6115361,142.9050209,157.1518377,120.8193472,154.6667991
"holA",2941.990896,3617.759839,3042.41777,2187.919448,1538.818972,2314.313835,2186.166917,2828.942816,1053.833898,1876.843998
"phnH",232.4442637,188.9171808,144.5487249,131.6875887,162.1702722,379.1128242,179.8435317,210.073979,146.3733575,279.3147763
"ygjJ",123.7365702,66.43350105,41.22252081,41.94030466,32.25143034,214.1961741,36.96787,100.4215718,36.85255398,158.730298
"barA",1017.218545,1281.099758,769.3789774,1643.901091,1299.521572,1330.349919,1116.653557,975.0400277,1300.361013,1234.74575
"yjiG",426.7790278,390.9779527,396.2470625,364.5669578,445.0072366,620.7796615,395.4589093,468.4989049,436.6965213,517.0344465
"clsC",467.149212,765.4897517,598.1891768,460.1533609,566.0215718,236.00252,632.762242,507.9724637,466.1833429,280.5215718
"rplD",14613.76484,14863.78846,15728.92157,16197.4674,12298.80061,15683.5911,14007.45653,14794.48234,13135.70462,15793.23746
"cynT",563.6456281,450.8978864,323.3407694,312.8199779,326.4602798,387.6404693,432.7395659,354.1721923,327.2530239,294.2686997
"rhsB",569.8767298,683.5553334,598.449676,691.6215718,698.9938911,746.1215718,615.4232961,1983.944683,693.5715718,752.234475
"fetA",439.7215718,438.4553976,341.7750381,1055.49174,715.6425561,576.6215718,409.2577868,326.7137306,905.2715718,724.6245997
"yahM",284.3794832,198.135812,240.7772357,389.5397202,292.0762386,372.4896529,246.9798747,365.7414888,348.2424791,362.5965471
"garL",169.2215718,180.0178677,64.94006331,139.6912413,146.0198733,284.1355037,167.3115448,164.2628064,175.1594878,262.4571881
"pabB",977.8218812,1379.001519,917.0600919,1001.283524,1226.741821,834.1215718,1098.094161,552.4880983,1037.621572,823.3988304
"wcaJ",947.0134655,393.7526638,404.3640744,509.4715788,364.6215718,381.1215718,1174.836678,646.9900916,491.3986757,372.2974096
"pqiC",1101.570895,1113.221572,1238.521572,1133.896518,1436.793177,796.4003886,1286.872887,1052.474684,1014.586936,744.2492735
"ispB",4523.903574,5559.530503,4495.36388,4891.6498,5342.076195,5029.042834,4910.876875,3688.502262,5608.165611,5142.77842
"rnr",4663.644391,5793.115636,10817.14495,4388.089329,5127.311901,8333.181104,6609.004625,9780.138571,5788.941039,8167.55159
"alsA",219.5308817,228.1314664,105.7978552,154.7510521,125.8686835,442.7080751,153.8255625,194.3135983,119.2925357,274.2283654
"ymdB",433.1485706,686.2862668,474.4067647,544.3386072,809.8316099,277.8821644,504.5600387,259.0109323,650.1262648,303.8859463
"ynjD",386.6400808,341.5779992,154.5867007,152.818675,242.0232994,230.3516186,281.5283505,185.7746318,210.7686855,174.4812036
"rttR",5207.546199,5936.098235,7608.903521,3111.534988,8058.521578,5981.844355,7723.499206,10262.86796,5330.3199,4477.042042
"pheT",8797.246498,7292.381661,8484.100029,6442.305808,5691.621572,6868.963135,8120.071572,7786.284984,5289.881763,5749.279383
"aroG",2376.716195,2307.550405,1980.943976,4224.563059,3247.205472,2652.28911,1907.071572,879.9526938,3780.43482,2931.918023
"glgP",1736.157624,1909.521572,1044.408952,1365.121572,712.1839276,1245.837415,1384.542252,1673.561651,1107.721572,1441.810975
"nagA",1817.638059,1589.271572,1689.316267,1468.490725,1035.388088,1115.291887,1419.181063,1457.921572,1027.392627,1233.664251
"galE",5550.634252,4295.863031,4455.413176,5411.263003,3684.901795,4293.562213,6082.162703,7145.304917,5302.229398,6630.633131
"trxC",2652.271572,2132.466865,1242.26053,2560.133027,2764.368594,1826.971572,1977.640857,685.7797062,2336.025617,1552.519216
"ydiM",70.05393355,74.76098772,33.2897693,33.43183367,35.90749741,103.1944718,36.92473645,60.07542541,33.36141796,68.14719669
"stfR",119.328635,125.6297916,98.60763067,82.48725074,122.6215718,129.8215718,99.37965064,135.2016131,105.3102522,105.1637041
"phnF",232.9215718,162.1272068,103.7002122,145.1768399,139.5210383,370.9384775,154.5731279,200.2048429,140.0846877,284.2057108
"yiaD",1737.948201,1467.421572,1025.78501,1399.989728,1450.713985,1234.84167,1865.942042,1279.521572,1398.803601,1166.927299
"rayT",247.0951395,419.6900187,193.1375579,209.1573915,356.5986002,531.9893013,277.7542303,271.2664884,379.2150161,369.5761607
"nagZ",2442.754086,2767.613602,2195.947041,2168.584934,2687.701586,1825.409386,2750.883437,1923.060982,2183.993989,1698.072826
"ruvB",4096.135281,3890.507081,2451.099668,2688.442508,3743.170724,2249.40904,3279.19282,2053.124106,2787.757345,2151.814907
"yhcF",226.8415638,258.8072416,170.4391659,490.9226165,381.4535612,489.3191649,246.368107,233.6160573,525.8977706,534.9912282
"cycA",1648.745214,2194.109995,2111.477702,1817.021572,2151.570299,2075.304007,2033.747362,1441.137897,2568.029953,2342.342451
"glpT",80.55313028,116.0483228,60.52090439,61.8717242,75.66545461,90.51584146,95.57213079,104.0456132,79.3328938,92.11418006
"kduD",259.4295387,349.0906547,312.426761,269.93914,410.8215718,294.8984741,402.6002439,332.4081244,427.3309739,367.1182806
"pitB",158.3892897,222.9826324,123.2294992,193.3215718,270.4331421,286.4418173,237.8215718,208.4215718,297.6842817,258.6091185
"yffP",358.9762057,397.7788218,252.2446802,306.5215718,290.459012,497.0016163,319.8215718,294.9273172,279.4470344,324.3154419
"aaeX",786.2661233,577.5840647,410.8681971,479.663145,660.7316185,987.84568,535.2445488,565.3028323,487.9515345,675.2137684
"fusA",16561.46731,16923.77139,16817.43464,16674.28989,13587.80078,17162.4005,16584.50614,17635.33418,15507.5697,17426.16842
"yrbL",2365.154806,2401.117285,2225.714929,3330.484167,2761.700411,2637.686331,2338.142207,1909.4091,3323.993536,2564.882204
"frvB",291.8420603,235.7103029,213.9908431,237.6342265,213.1215718,583.5215718,183.222783,236.4176774,201.4873868,393.5377119
"cusB",145.9379036,122.6215718,78.24990887,118.9310199,99.53556878,210.4047377,115.8909723,146.7199635,109.7992572,152.0603551
"ydcF",2603.100884,2776.133889,1925.414947,1506.195073,1571.721572,789.4472094,2653.756032,1640.750358,1306.742266,776.0402906
"mngR",390.5035856,618.9282269,566.7215718,837.1563115,884.8051455,776.6645071,546.7373078,1001.885611,983.5505017,932.5215718
"frvA",164.2360445,90.70489328,87.70687031,73.8273352,78.57652761,374.9202855,64.0935952,140.7460429,84.30002602,239.909945
"fimH",390.2215718,487.3152154,379.8310646,285.1794664,503.6525599,402.7615499,481.8046394,324.7715718,453.5685321,358.14085
"ymfH",247.9500154,257.9453438,296.6647441,179.9908534,254.5076646,120.8011945,289.8898912,312.2599073,188.7497369,108.572865
"yiiR",460.8214665,554.1215718,435.9731415,1043.318516,903.7748632,551.2756445,635.6844702,467.7866416,1095.397937,679.9849589
"yghQ",267.9402492,255.1326589,287.2740224,190.5320874,271.6874943,422.554228,244.7439969,311.5388014,229.7642167,338.8705356
"mltA",954.470759,1245.712562,1221.1184,1366.521572,1950.923732,1020.621572,1242.880345,709.7009931,1685.921572,1203.521572
