"","0","0 | 1","32400","32400 | 1","32400 | 2","32400 | 3"
"tesA",859.968,908.5,154.593,630.909,62.0155,112.612
"ybbA",662.237,650.46,141.493,451.008,134.513,532.701
"ybbP",406.116,383.592,1185.37,833.772,324.782,93.3442
"rhsD",362.704,387.695,83.3292,580.069,795.219,101.886
"ybbC",342.703,310.267,341.225,432.158,133.164,764.673
"ylbH",686.092,680.59,924.618,1049.52,1341.87,141.658
"ylbG",658.487,730.891,44.136,756.8,894.872,904.541
"selU",568.135,607.203,201.766,1050.49,315.583,741.571
"allS",496.64,609.454,291.03,377.308,554.376,334.576
"allA",532.595,554.118,180.675,693.295,541.402,1205.61
"allR",935.94,907.122,463.513,1110.96,77.945,212.086
"gcl",636.666,631.223,462.741,419.791,768.714,201.56
"hyi",507.999,493.556,726.784,63.306,150.434,225.834
"glxR",303.075,298.191,870.557,504.745,296.456,445.419
"allB",560.787,677.125,171.712,594.497,88.7329,116.939
"ybbY",404.328,431.532,1129.95,298.172,54.7668,408.692
"glxK",417.725,328.316,612.286,488.719,235.496,89.3908
"allE",869.024,993.86,75.0899,512.92,865.798,744.009
"allC",332.955,308.971,173.066,474.048,46.8391,48.0462
"allD",503.84,562,380.422,32.4613,67.1376,97.3889
"fdrA",416.121,484.466,668.838,528.684,473.726,216.025
"ylbF",349.617,365.556,65.3488,445.604,139.689,519.868
"ybcF",470.113,461.929,68.629,708.96,258.244,410.927
"purK",804.24,1034.17,800.702,735.644,275.701,1102.69
"purE",777.339,1021.83,952.24,468.574,1011.55,996.54
"lpxH",651.728,912.077,1567.63,711.379,58.0701,583.668
"ppiB",2919.92,3431.23,754.416,546.498,590.787,724.734
"cysS",1226.66,1430.44,2188.58,800.975,124.783,145.982
"ybcJ",794.811,905.846,2126.57,842.497,1151.28,1125.14
"folD",1317.38,1387.43,108.329,440.709,281.075,813.824
"sfmA",411.428,530.292,54.903,636.075,131.204,512.51
"sfmC",381.551,411.737,1154.34,444.826,1538.24,2204.56
"sfmD",435.163,484.219,183.134,951.906,176.029,1505.2
"sfmH",358.392,369.364,685.485,502.674,116.199,551.308
"sfmF",362.122,382.708,705.895,288.055,110.218,586.688
"fimZ",710.498,798.531,797.896,78.3856,85.615,160.905
"intD",543.851,701.426,48.4013,126.271,488.523,362.91
"exoD",565.204,584.883,251.075,254.183,1036.31,139.55
"renD",39.4873,31.9009,929.673,383.102,327.174,293.824
"emrE",407.388,438.869,43.2146,86.4009,926.743,1569.08
"ybcK",596.022,489.088,164.516,101.375,113.835,907.468
"ybcL",570.146,631.25,499.587,608.315,120.891,725.066
"ybcM",383.014,343.693,789.917,72.1672,930.065,1544.03
"ybcN",153.723,147.399,451.798,266.127,649.574,162.783
"ninE",546.19,584.925,1837.83,484.933,68.9209,303.22
"ybcO",588.983,529.079,204.799,303.718,384.291,320.747
"quuD",463.363,455.546,182.242,388.905,653.999,462.149
"nmpC",5578.29,4772.29,105.7,21.35,957.064,149.943
"essD",410.735,483.804,73.3587,124.252,47.9769,239.358
"rrrD",519.897,572.254,198.941,76.3963,430.327,298.106
"rzpD",521.29,483.214,87.7236,631.208,85.3336,132.212
"ybcV",295.56,285.248,390.701,645.741,127.803,213.669
"ybcW",852.424,752.619,125.264,455.484,542.986,231.498
"nohD",810.642,1057.93,185.543,863.137,659.825,1112.51
"tfaD",636.414,659.349,86.6818,394.123,308.56,613.719
"ybcY",932.664,1126.61,140.748,303.642,244.732,296.622
"tfaX",293.232,347.6,361.971,568.546,677.123,762.25
"appY",593.602,725.217,1015.38,567.263,910.189,92.7799
"ompT",3472.32,2902.57,39.1305,356.202,179.026,107.231
"envY",392.891,420.754,66.1375,1075.95,495.952,478.32
"nfrA",631.483,748.891,175.497,443.032,798.894,348.366
"nfrB",440.235,668.648,323.084,375.607,195.391,93.5155
"cusS",820.737,861.705,780.077,126.48,1129.71,792.175
"cusR",720.336,839.487,90.9754,860.39,1562.34,1492.55
"cusC",416.526,385.654,601.721,628.328,65.7748,476.313
"cusF",280.775,248.421,348.032,487.973,1137.87,1099.85
"cusB",500.022,479.132,15.3471,432.828,40.0878,678.931
"cusA",503.028,529.64,90.3498,540.476,730.921,1159.92
"pheP",531.167,604.128,71.1418,109.467,1179.38,260.284
"ybdG",744.226,846.713,1374.71,454.383,1063.03,1128.43
"nfsB",1546.11,1216.72,344.63,408.059,80.5597,169.152
"ybdF",761.246,663.322,174.438,25.9721,54.1481,1371.35
"ybdJ",616.09,657.616,309.034,389.341,93.0541,524.09
"ybdK",289.181,295.198,1083.48,500.481,1051.7,617.947
"hokE",495.092,486.176,2376.63,362.854,110.209,115.616
"entD",461.343,495.297,518.401,395.331,59.8225,328.613
"fepA",588.29,625.063,99.6701,162.348,131.247,653.29
"fes",605.052,572.931,196.482,167.4,137.038,682.89
"entF",398.254,383.797,1190.52,393.883,638.352,126.419
"fepE",449.571,441.649,982.953,401.778,653.584,1154.11
"fepC",654.973,642.326,65.6141,759.825,852.518,89.1196
"fepG",342.571,351.051,155.588,252.817,71.3752,118.984
"fepD",579.294,667.994,1671.43,769.135,121.918,113.354
"entS",418.484,404.691,753.322,605.805,66.5566,132.121
"fepB",435.774,483.007,1112.33,1729.24,30.6845,128.703
"entC",552.363,543.564,488.313,431.773,306.471,1243.98
"entE",276.917,215.604,1188.71,887.438,137.02,237.407
"entB",657.105,608.855,129.165,13.305,31.5639,66.2189
"entA",504.733,483.422,302.477,952.766,59.2199,610.898
"entH",566.808,540.603,325.493,402.33,469.098,389.757
"cstA",1086.71,1200.24,148.032,683.43,152.907,2090.43
"hcxA",241.247,325.015,398.908,746.057,30.9221,154.75
"ybdL",487.834,620.083,203.89,439.078,195.218,222.156
"ybdM",375.952,436.548,106.043,561.839,583.98,353.743
"ybdN",592.957,644.271,856.9,512.491,1251.07,526.885
"ybdO",353.046,491.771,657.353,838.469,104.424,317.922
"dsbG",756.453,680.369,2086.91,410.949,872.078,215.509
"ahpC",3926.96,4134.75,383.231,449.102,46.2555,124.649
"uspG",1096.76,1337.09,202.187,767.13,407.14,555.216
"ybdR",555.54,623.835,163.835,575.683,490.97,973.41
"rnk",735.436,841.678,144.87,457.51,335.215,149.948
"rna",712.452,808.08,58.1384,91.4467,74.1622,106.512
"citT",520.453,573.931,271.714,327.3,726.733,507.909
"citG",434.057,545.91,100.011,36.4231,110.018,765.77
"citX",501.661,502.616,157.32,73.407,365.92,150.252
"citF",361.348,436.084,1063.02,334.813,141.726,178.395
"citE",451.726,519.231,104.603,760.221,873.029,573.829
"citD",454.02,525.156,92.0103,490.736,499.346,206.855
"dpiB",487.261,493.782,787.127,356.548,1048.18,939.618
"dpiA",614.295,613.627,1516.61,415.902,171.418,283.62
"dcuC",774.569,623.849,868,438.032,1133.08,108.146
"pagP",600.739,566.106,197.383,439.9,41.0239,67.9705
"cspE",4541.68,5185.33,1742.46,330.276,142.173,110.149
"crcB",599.938,769.962,119.26,722.599,304.189,132.254
"tatE",1164.27,1256.95,234.445,453.533,1148.51,291.739
"lipA",1504.47,1736.58,442.365,481.11,392.491,173.608
"ybeF",464.733,538.965,1664.01,653.303,63.9018,101.099
"lipB",890.479,1438.78,390.194,535.224,171.345,357.03
"ybeD",1071.77,4372.29,154.477,649.851,1107.05,274.534
"dacA",1571.39,1426.57,572.846,719.12,420.903,1233.81
"rlpA",1403.13,1419.48,71.5904,902.742,1009.89,945.238
"mrdB",1097.79,1352.54,816.142,746.076,652.738,689.582
"mrdA",1127.61,1219.47,1323.26,763.873,285.228,454.428
"rlmH",1598.06,2096.18,55.5872,478.782,503.743,730.934
"rsfS",2263.14,3096.93,66.5961,1112.78,1098.17,393.807
"cobC",747.573,890.998,642.535,524.438,260.575,549.814
"nadD",1306.6,1410.09,1316.53,369.802,375.138,901.073
"holA",897.46,973.849,333.883,158.47,41.3398,425.688
"lptE",1935.15,1689.96,714.705,983.276,793.828,970.337
"leuS",2775.62,2603.17,668.141,604.04,46.1335,168.532
"ybeL",707.874,657.954,96.5934,466.911,446.344,824.527
"ybeQ",424.407,444.833,70.5871,344.673,64.3151,118.693
"ybeR",540.071,588.595,78.1722,358.999,157.734,750.017
"djlB",404.608,384.529,73.0336,650.746,1125.53,783.57
"ybeT",444.209,465.012,368.922,772.306,508.795,714.768
"ybeU",294.555,394.487,1226.74,226.585,229.408,1091.05
"djlC",520.656,540.503,1516.07,268.141,493.866,163.981
"hscC",650.803,663.175,441.998,705.536,493.245,436.594
"rihA",1592.77,918.627,113.244,35.59,96.4753,80.3132
"gltL",748.495,866.04,637.199,432.957,345.061,1192.44
"gltK",580.585,499.716,333.043,499.074,1294.18,762.377
"gltJ",465.855,493.257,218.873,697.75,66.3193,646.954
"gltI",1133.25,1217.43,161.621,680.767,64.9439,97.5682
"lnt",744.898,1438.2,1237.23,71.3931,793.309,783.249
"ybeX",2000.04,3686.39,391.908,513.654,114.908,254.544
"ybeY",1164.9,2783.32,1509.06,756.566,57.4127,765.758
"ybeZ",1369.06,3217.61,615.355,418.832,768.157,839.479
"miaB",1270.54,1492.8,707.959,1057.47,158.876,186.71
"ubiF",789.133,843.972,41.8406,14.3631,162.63,472.708
"asnB",750.427,784.021,931.4,472.102,64.7894,111.725
"umpH",1431.57,1434.83,570.592,16.6718,58.3151,241.564
"nagC",1658.55,1684.66,465.841,1140.57,121.627,108.129
"nagA",1015.7,930.714,656.401,410.521,234.345,1081.41
"nagB",1527.81,1093.57,673.826,333.575,203.326,220.256
"nagE",643.02,328.579,37.3859,741.289,85.0027,141.335
"glnS",2080.62,2263,1231.2,618.452,90.717,657.246
"chiP",308.247,284.881,179.655,681.742,126.358,279.38
"chiQ",483.51,507.957,895.799,573.559,284.022,78.0564
"fur",2619.49,3457.57,2024.53,174.12,839.812,632.054
"fldA",1992.4,2055.21,3028.88,20.69,463.295,875.792
"ybfE",978.294,1284.78,107.094,384.734,828.831,295.473
"ybfF",679.846,706.262,902.242,560.379,95.3651,500.879
"seqA",2345.55,2532.72,1699.82,140.057,714.641,711.97
"pgm",2306.86,2341.89,610.407,437.805,611.778,795.64
"ybfP",530.917,598.815,1075.32,633.792,1264.66,738.734
"ybfG",652.223,732.261,319.324,24.8408,178.574,428.25
"potE",520.925,537.398,103.924,236.701,101.97,47.1146
"speF",502.394,585.974,1007.5,27.9668,674.191,780.964
"kdpE",978.796,973.845,103.448,444.077,464.81,197.826
"kdpD",600.503,597.053,102.002,23.3846,89.7502,168.496
"kdpC",556.021,608.871,361.932,275.436,55.9401,218.445
"kdpB",286.579,312.146,233.275,151.672,128.143,1206.47
"kdpA",416.684,389.068,123.604,545.453,54.9918,98.5425
"ybfA",939.836,1233.36,60.2372,462.475,92.1038,123.843
"rhsC",296.467,358.421,700.826,902.364,955.578,259.713
"ybfB",337.299,292.005,201.623,319.917,62.7783,761.177
"ybfO",424.013,491.216,1225.79,705.483,502.029,551.878
"ybfC",498.55,428.579,958.62,1167.44,253.947,229.481
"ydcC",2114.79,2600.44,979.688,369.153,939.251,361.429
"ybfD",740.569,768.897,577.493,778.87,182.999,186.854
"ybgA",549.36,534.988,135.269,275.687,278.565,930.382
"phr",544.392,602.427,1722.39,991.835,147.481,176.371
"ybgI",1558.94,1391.96,1014.7,722.864,52.2188,43.3187
"pxpB",1011.76,871.851,1353.44,663.211,83.3872,339.1
"pxpC",831.568,764.529,537.697,994.693,46.361,568.999
"pxpA",780.584,747.479,1314.03,2640.43,823.801,989.598
"nei",578.064,543.352,2648.42,735.802,651.242,124.709
"abrB",556.249,613.437,1119.91,1066.26,1142.66,121.205
"ybgO",625.711,637.276,918.527,884.522,252.973,112.569
"ybgP",481.555,545.098,941.636,565.487,158.061,195.316
"ybgQ",508.259,561.078,378.368,718.922,680.317,450.447
"ybgD",514.444,654.537,406.423,428.233,245.469,288.181
"gltA",687.593,1054.58,155.529,479.261,109.517,223.959
"sdhC",2116.93,3472.01,194.459,347.406,778.225,167.099
"sdhD",2725.86,4197.23,662.854,12.1701,644.253,646.396
"sdhA",2606.72,3768.93,122.66,31.5364,1521.38,342.374
"sdhB",2045.88,3329.47,71.367,257.41,1218.21,355.942
"sucA",3220.84,4370.17,26.6611,16.4093,57.8807,96.3668
"sucB",3410.52,4425.6,1123.99,930.642,2261.3,1515.59
"sucC",4613.85,5847.5,356.062,247.94,290.243,96.8597
"sucD",3207.29,3567.64,137.722,54.4143,1676.47,219.118
"mngR",771.617,858.387,88.3715,371.867,96.1814,1023.52
"mngA",369.867,393.747,209.935,313.789,582.006,582.327
"mngB",572.509,614.342,633.287,639.051,206.345,179.164
"cydA",3707.8,2645.71,276.006,1074.86,575.311,378.074
"cydB",3618.35,2102.15,143.144,406.08,121.437,116.759
"ybgE",1589.21,813.482,1343.9,543.864,448.571,456.206
"ybgC",1056.76,1343.06,392.301,396.679,1015.47,734.537
"tolQ",1121.67,1446.16,45.0154,1146.55,1022.06,937.534
"tolR",886.678,1023.84,610.471,319.747,277.466,71.4418
"tolA",1486.91,1572.91,1033.51,1082.49,67.892,256.82
"tolB",2237.34,2656.28,678.222,887.546,569.748,537.687
"pal",2906.17,3677.76,147.852,442.238,75.0917,311.599
"cpoB",2408.33,2635.71,594.693,697.825,119.861,164.898
"nadA",614.959,705.231,156.238,226.166,823.817,745.263
"pnuC",360.18,426.737,669.334,509.452,1654.4,63.0081
"ybgS",324.611,383.442,562.957,24.0805,79.0532,129.805
"aroG",888.727,881.489,1849.18,556.572,815.257,54.9239
"gpmA",4106.31,3960.1,65.8664,718.295,1416.95,188.731
"galM",1868.99,1524.5,1735.36,332.422,886.643,744.882
"galK",1335.53,956.655,546.264,24.3508,99.8838,770.329
"galT",1102.42,837.214,423.839,440.796,1420.15,858.775
"galE",992.673,713.297,2458.65,222.723,1789.08,1105.04
"modF",627.662,758.574,945.625,400.459,855.815,66.8091
"modE",712.181,714.636,178.366,300.755,1109.97,1142.08
"acrZ",922.796,884.894,50.537,299.573,442.729,65.626
"modC",522.794,537.603,1670.73,735.577,711.572,2033.84
"ybhA",645.524,700.097,37.7558,68.6449,228.765,557.453
"pgl",552.456,379.004,257.766,469.048,1315.73,1006.79
"ybhD",666.305,754.451,643.491,368.193,692.785,247.335
"ybhH",376.165,385.336,2422.75,286.013,169.883,385.694
"ybhI",409.654,471.636,56.4273,338.254,704.389,721.099
"ybhJ",578.907,592.301,839.295,305.775,136.424,91.4167
"ybhC",1336.5,1380.2,923.845,758.709,361.71,1365.58
"ybhB",964.757,856.23,728.517,721.342,81.6578,305.391
"bioA",384.569,463.092,109.662,332.178,557.135,896.731
"bioF",260.486,281.45,47.6599,758.575,643.106,279.144
"bioD",443.119,490.649,487.676,361.051,123.553,451.967
"uvrB",1038.12,1070.95,1161.25,600.947,1909.51,215.235
"ybhK",1101.58,979.535,591.19,67.3773,111.824,622.998
"moaA",1336.97,1526.5,579.83,989.27,51.973,165.571
"moaB",1967.2,1687.7,1119.6,807.522,65.2576,259.79
"moaC",886.29,847.122,49.4451,351.495,67.2794,67.3798
"moaD",984.475,913.94,635.014,542.163,49.0433,96.3769
"moaE",904.33,857.591,361.17,230.568,95.9275,110.432
"ybhL",1608.55,1653.56,142.976,398.691,71.4143,196.009
"ybhM",746.085,865.778,67.186,76.438,30.6291,946.276
"ybhN",469.034,458.469,682.336,767.988,438.376,917.125
"ybhP",661.825,732.84,161.142,517.052,189.231,167.931
"ybhQ",1085.52,807.765,370.179,544.251,782.073,527.046
"ybhR",522.166,561.193,433.754,567.778,363.961,509.4
"ybhS",412.351,533.05,28.63,507.853,550.085,544.545
"ybhG",637.91,505.165,87.1823,447.895,227.025,969.339
"cecR",934.226,1028.49,1450.9,9.94331,204.184,163.787
"rhlE",725.815,1018.91,297.145,13.4681,62.6986,95.8813
"ybiA",671.242,787.642,321.042,10.9298,812.186,2081.4
"dinG",516.692,541.657,315.027,27.5777,129.775,388.374
"ybiB",547.034,571.272,1463.92,245.481,54.9329,804.28
"hcxB",900.869,824.743,558.977,15.5349,449.638,214.331
"ybiJ",627.253,763.848,946.139,15.617,1305.74,261.562
"ybiI",452.087,463.584,797.079,11.6056,120.085,870.216
"ybiX",467.737,538.345,299.75,3.31567,1184.62,759.948
"fiu",610.396,536.135,655.954,20.3071,67.9157,617.116
"mcbA",400.398,390.216,72.1923,12.255,99.7499,826.173
"rlmF",800.985,1148.05,86.7794,14.2879,926.149,310.571
"ybiO",434.165,405.215,113.602,45.004,111.348,1075.66
"glnQ",469.714,548.918,627.849,30.9094,727.325,737.702
"glnP",709.42,763.545,81.4357,221.981,103.848,836.983
"glnH",1459.54,1503.1,779.597,12.2839,928.31,663.595
"dps",2349.71,2569.71,1272.23,28.9249,71.1872,856.11
"rhtA",462.495,463.816,1001.32,434.146,977.891,1106.07
"ompX",3677.69,4658.98,230.029,472.916,107.88,711.363
"opgE",437.835,577.195,1045.99,17.5888,613.746,1326.05
"rybA",1593.34,1851.68,318.126,353.491,711.58,676.201
"mntR",867.756,1316.72,1003.7,110.309,54.4719,434.184
"ldtB",1006.54,1413.04,214.507,22.8795,877.289,748.44
"ybiT",1298.56,1512.03,127.986,367.047,130.175,172.537
"ybiU",363.726,440.964,65.7524,380.531,185.918,88.018
"ybiV",656.296,798.067,408.754,480.922,478.282,979.355
"ybiY",446.82,602.602,618.172,575.437,1171.38,148.681
"fsaA",501.61,521.445,239.615,221.057,355.021,103.577
"moeB",375.181,373.825,589.096,404.059,157.183,189.361
"moeA",426.471,395.003,682.78,423.535,1491.76,510.463
"iaaA",744.361,743.032,869.043,507.716,208.732,296.887
"gsiA",769.906,772.566,174.344,21.7084,425.46,97.5961
"gsiB",644.449,738.812,924.591,476.922,697.61,1143.88
"gsiC",495.335,492.849,42.5246,91.6094,535.137,384.921
"gsiD",604.164,635.674,278.978,338.38,678.43,123.027
"pdeI",700.634,686.024,62.7816,33.0606,910.31,111.848
"dgcI",664.174,679.429,1023.67,501.915,216.424,167.775
"rimO",1254.45,1408.27,240.113,50.0522,1032.01,162.537
"bssR",499.893,653.258,402.154,427.604,141.113,594.108
"yliI",492.097,528.148,62.8173,46.0172,378.666,476.188
"gstB",493.934,626.653,385.818,368.135,744.72,38.2343
"dacC",850.514,851.64,43.3552,47.862,637.785,676.458
"deoR",747.476,944.387,1125.57,223.521,332.718,94.1327
"ybjG",938.21,1145.88,1642.59,84.6611,268.608,542.868
"mdfA",640.485,808.822,136.93,685.214,726.865,90.9231
"ybjH",613.514,679.619,55.8961,445.723,833.899,850.547
"ybjI",567.087,639.799,815.637,276.652,697.62,69.9687
"ybjJ",528.964,652.143,938.783,1045.32,1456.99,1075.8
"rcdA",628.08,723.778,400.554,675.161,970.622,1062.91
"rybB",455.955,457.326,552.525,452.793,537.97,548.454
"ybjL",576.844,717.799,341.326,1030.61,1748.3,1043.81
"ybjM",352.509,330.914,90.7959,134.475,69.9185,120.494
"grxA",724.866,885.656,1483.71,752.372,587.658,98.6845
"ybjC",1958.64,1284.92,1066.17,1031.58,806.788,1128.83
"nfsA",1006.33,669.045,1345.98,1094.37,66.1512,772.288
"rimK",646.801,667.577,845.918,496.249,526.618,758.344
"ybjN",1429.05,1316.45,1166.59,315.741,174.953,976.632
"potF",444.703,477.92,477.737,354.172,176.644,317.619
"potG",345.021,387.126,823.571,454.183,85.5456,195.384
"potH",377.159,408.654,77.5276,410.787,1227.63,676.642
"potI",393.113,498.037,733.562,467.905,197.994,151.882
"ybjO",384.065,446.811,26.135,380,116.047,79.2631
"rlmC",1033.78,1105.82,177.244,467.026,306.819,185.096
"artJ",384.22,364.718,137.862,27.6444,48.708,75.3427
"artM",804.499,784.664,196.629,289.829,73.079,137.256
"artQ",1435.21,1396.46,34.004,406.134,1142.52,471.652
"artI",1074.6,1045.73,214.499,37.9041,63.5208,1095.27
"artP",997.323,1121.52,796.605,771.049,808.893,488.623
"ybjP",1191.34,1145.21,666.366,848.21,577.428,707.568
"ybjQ",888.669,926.738,85.126,583.185,232.919,446.096
"amiD",673.951,754.934,123.434,623.366,701.327,565.102
"ybjT",1062.96,1080.48,295.644,903.47,585.834,293.83
"ltaE",1106.63,1145.97,58.1037,392.268,1175.46,873.97
"poxB",631.41,690.822,1148.57,41.0701,40.8395,840.503
"hcr",505.966,602.698,589.704,167.181,754.19,105.196
"hcp",542.583,686.322,107.159,529.302,116.297,211.007
"lysO",547.058,628.061,66.522,528.339,681.61,121.183
"aqpZ",333.626,368.191,712.552,50.4137,1102.88,131.817
"ybjD",621.005,681.589,320.39,1265.16,828.08,779.579
"ybjX",1646.7,2064.85,82.9956,282.088,1538.11,253.146
"macA",735.549,681.161,819.454,161.653,1758.17,346.148
"cspD",1346.08,1091.11,549.941,1279.54,474.585,1344.19
"clpS",1598.97,2424.55,162.431,2682.24,859.125,955.018
"clpA",1048.25,1587.87,1542.15,646.451,986.342,80.0545
"infA",4105.87,5507.21,122.891,1064.48,676.607,90.5827
"aat",719.982,700.184,1206.62,634.555,102.704,933.92
"cydC",820.746,656.25,896.639,749.532,103.359,736.747
"cydD",995.304,1130.65,298.666,701.421,534.368,1761.09
"trxB",1566.94,1801.88,78.7343,320.555,780.882,111.365
"lrp",1536.01,1760.6,1152.11,575.539,217.226,860.157
"ftsK",1384.31,1517.79,550.487,706.292,606.033,199.588
"lolA",1257.39,1498.78,2887.31,687.772,672.902,683.37
"rarA",869.959,984.738,1264.67,809.525,90.5547,643.257
"serS",2359.81,2699.34,1836.84,764.763,381.902,212.885
"dmsB",521.453,530.814,127.569,294.856,122.409,609.912
"dmsC",277.12,328.26,141.88,458.542,491.236,324.016
"ycaC",1138.03,1168.32,853.361,434.579,136.628,539.09
"ycaD",427.395,526.759,62.5426,406.928,55.12,104.213
"ycaM",728.846,733.17,339.289,295.15,1006.67,33.8427
"ycaN",400.094,501.259,42.3242,15.0817,627.248,133.526
"ycaK",540.604,559.744,40.9931,33.8424,1182.23,133.728
"pflA",1313.93,1318.95,62.6299,52.3164,131.051,88.8183
"focA",2665.58,2587.08,181.825,25.7483,539.282,123.96
"ycaO",784.813,766.402,415.494,18.9824,233.894,54.609
"ycaP",714.228,737.592,449.806,500.862,918.294,69.1511
"serC",1036.49,977.13,611.387,305.432,149.937,129.559
"aroA",895.826,993.84,866.387,330.303,1174.92,717.025
"ycaL",393.767,428.308,378.325,337.323,395.905,835.518
"cmk",1832.16,2061.39,133.572,712.075,759.686,134.781
"rpsA",5146.59,5990.03,1224,1173.88,529.808,688.642
"ihfB",2454.03,3063.38,151.685,381.948,1326.87,1529.97
"ycaI",670.637,684.68,1585.26,62.2944,268.603,65.4517
