"","0","0 | 1","0 | 2","0 | 3","0 | 4","0 | 5","0 | 6","0 | 7","0 | 8","2400","2400 | 1","2400 | 2","2400 | 3","2400 | 4","2400 | 5","2400 | 6","2400 | 7","2400 | 8"
"leuB",157.63,142.91,170.23,370.87,290.46,214.56,400.46,341.49,358.34,133.58,129.37,51.84,235.72,196.37,217.9,156.48,211.16,268.18
"ubiJ",1066.22,938.49,1104.86,589.9,501.95,542.23,778.89,793.99,780.86,789.81,1033.38,1374.93,1119.39,1001.55,939.86,917.19,991.71,1017.8
"mliC",103.1,122.57,114.19,136.93,164.37,150.46,669.83,602.3,862.24,132.4,156.05,66.97,220.7,221.53,285.74,243.35,294.21,335.25
"yciO",539.96,495.07,485.03,320.5,297.62,250.55,297.46,290.91,385.85,348.46,448.59,478.34,337.57,381.95,348.81,348.55,279.17,335.32
"insB1",2654.02,2989.25,2567.27,3241.45,3657.14,4599.64,3073.7,2771.95,2119.71,3038.93,2714.23,2807.19,3216.22,2494.48,2716.69,2955.57,3158.41,3091.73
"ppdC",291.52,279.35,291.26,306.37,302.58,351.18,321.24,291.22,291.22,291.47,291.53,291.42,262.2,291.78,294.28,291.71,291.57,273.57
"folE",6487.64,6481.05,6240,5196.1,4681.23,4811.02,4611.14,4923.06,5085.68,6519.04,5809.77,8463.13,5074.89,5387.25,4526,4494.13,5042.33,4828.82
"fdoH",3028.6,3231.06,2883.12,1474.37,1589.27,1493,1687.95,1620.54,1592.31,1575.14,1770.41,2393.58,2125.13,1334.43,1854.24,1745.74,1742.17,1651.73
"yfcL",2351.95,2365.01,2515.01,1739.89,1868.99,1820.7,2293.63,2512.88,2719.21,2096.16,2285.6,2326.53,1525.31,1368.33,1422.49,1991.78,2490.9,2216.68
"ydiJ",206.01,195.92,183.86,238.8,218.43,211.4,289.73,239.9,285.28,232.79,204.65,170.83,282.24,310.9,308.46,290.77,311.31,300.39
"ynbB",172.16,164.88,156.75,172.67,210.74,184.54,172.19,164.36,147.58,172.15,172.22,179.02,134.66,169.83,164.91,201.05,181.76,175.24
"rpsA",24434.83,24859.28,24848.58,21925.59,21455.54,23868.8,22715.62,22126.24,21648.76,22948.12,23306.16,24799.69,16071.38,14568.71,14024.35,21632.84,21765.99,19793.95
"yjhF",378.11,342.75,349.33,518.85,481.2,607.72,438.6,382.13,363.36,355.2,326.41,248.19,408.73,356.66,337.86,398.79,373.74,389.42
"ynjF",37.69,42.27,40.96,41.02,41.32,41.14,39.92,40.96,46,40.97,38.11,30.75,41.04,45.66,41.01,40.44,46.39,41.07
"yhiN",1037.27,990.8,1072.16,595.99,628.45,692.49,724.4,797.13,784.86,861.54,756.54,1069.94,669.14,561.63,506.91,589.55,691.52,787.58
"yahC",249.58,251.23,216.9,249.88,314.28,403.72,282,248.57,233.38,227.34,273.04,247.92,273.43,200.03,242.51,237.84,339.14,222.05
"ydiH",230.23,204.97,179.51,198.31,197.94,228.54,224.19,197.61,244.08,378.46,343.08,261.45,244.46,313.79,370.59,367.09,389.63,379.94
"yhbQ",214.5,198.15,198.17,207.87,235.44,249.71,222.22,219.51,205.8,167.89,175.33,127.94,207.25,219.87,229.58,200.4,199.23,183.77
"pspC",181.43,180.33,171.07,291.43,421.28,286.44,221.33,212.62,251.41,234.6,255.17,196.1,256.03,376.27,366.05,475.5,506.31,667.27
"yejA",549.49,523.79,524.27,537.84,533.7,547.96,487.44,560.52,534.34,737.55,723.97,1035.38,872.77,704.58,601.72,549.4,742.29,578.32
"ycgZ",176.93,227.98,179.17,180.53,205.07,198.69,204.43,181.59,198.4,161.58,229.63,183.3,156.42,131.56,158.22,168.63,180.63,162.84
"phnN",126.74,187.25,152.26,222.01,234.91,237.44,149.08,144.08,145.06,156.94,162.41,39.5,169.35,164.88,164.37,214.74,170.32,174.76
"mnaT",445.62,422.46,468.61,502.82,451.2,431.92,501.51,557.59,563.86,847.56,663.04,565.42,883.63,926.64,795.04,628.39,715.75,673.78
"dcuR",828.97,923.75,827.93,828.13,806.41,827.67,847.88,786.17,812.23,856.82,896.55,787.8,894.33,1052.6,1030.12,820.43,762.5,800.89
"yafZ",239.66,210.66,176.07,276.43,309.84,339.09,258.88,236.77,218.37,155.77,122.25,60.02,266.98,198.15,247.25,248.87,270.5,262.55
"yhhQ",28.78,28.71,28.88,28.5,28.51,28.47,31.75,31.42,25.44,23.24,23.39,16.82,28.48,21.9,27.7,30.94,32.01,33.94
"clpX",7164.78,7011.01,6243.01,6768.47,6989.85,6691.7,8398.03,8838.56,9152.6,5748.99,6247.45,7134.43,7410.39,6402.04,6470.44,5586.08,5289.96,5580.6
"tam",77.54,74.46,60.64,94.8,88.78,100.47,89.79,79.92,88.1,103.35,84.28,92.74,101.55,90.09,91.97,88.79,88.8,84.95
"fimC",1155.85,1256.78,1101.41,1125.22,1163.44,1349.76,991.25,969.7,859.22,1319.1,1257.07,1769.8,1003.17,729.95,846.47,869.34,1023.65,930.96
"mdaB",550.5,670.53,600.06,777.55,723.52,717.91,951.27,997.72,1039.14,589.36,490.01,741.42,679.06,753.37,576.42,503.66,427.74,433.8
"apt",5433.06,5520.16,4840.12,2282.22,2602.47,2132.67,3292.87,3178.8,3685.86,2399.04,2127.85,2535.5,1179.77,1328.49,1409.5,1422.91,2127.66,2219.54
"holC",3775.65,3949.47,3887.98,2972.8,3014.41,3132.14,4137.14,3636.6,3767.54,2493.17,2430.45,2628.96,2509.93,3017.63,2993.71,2238.18,3048.17,2973.56
"erpA",591.42,534.24,632.92,801.63,956.45,850.81,812.43,944.6,931.64,343.9,452.45,277.88,474.66,523.74,550.63,419.13,488.66,450.91
"lldR",12121.83,12910.69,12981.08,9311.07,8394.78,8666.79,7748.77,7247.91,7403.6,4200.86,4768.91,5951.18,3233.31,2719.68,2827.15,3930.27,5503.11,4284.13
"yfcC",344.86,288.85,339.42,497.71,348.17,367.06,351.73,416.13,292.31,2187.41,1790.01,1783.4,534.6,543.19,569.99,932.71,641.83,677.57
"cysK",2588.21,2456.28,2374.3,3226.28,3045.05,2614.95,3126.91,3347.35,3675.96,13772.49,16116.54,19579.17,4247.09,4813.2,4387.63,3368.82,3536.25,3469.03
"ycjR",8.97,9,8.71,10.55,9.29,9.63,9.06,8.51,8.29,8.7,8.9,8.86,9.33,9.31,8.99,8.99,8.98,9.12
"cusS",399.52,382.55,416.92,401.14,437.15,524.42,460.59,412.48,401,334,380.58,426.74,401.1,371.54,324.67,382.12,422.96,401.96
"rlhA",390.86,357.22,488.96,280.99,287.65,294.21,299.51,297.58,311.4,318.84,272.04,434.23,267.41,298.89,298.8,298.1,310.57,364.39
"ykgF",514.43,544.93,517.82,478.72,546.82,555.28,570.72,455.27,473.06,852.42,815.1,933.33,2676.56,2147.04,1918.13,1201.15,1172.04,1170.86
"ssrA",52934.58,54234.98,49198.81,42211.4,44003.53,47323.95,47458.02,50784.3,47978.02,57116.35,61071.82,49365.21,55557.39,55764.28,54745.2,51386.29,55015.07,53584.25
"yecM",556.58,542.37,553.37,462.98,505.5,492.19,511.05,505.05,541.26,541.43,657.81,583.17,541.91,541.74,541.54,537.23,541.58,566.85
"yqhH",74.26,72.33,73.8,90.16,83.22,95.21,85.19,78.77,80.6,80.97,68.55,78.82,78.83,77.12,78.94,78.84,78.87,77.08
"ddpF",146.97,88.76,139.26,176.44,146.57,161.34,184.5,147.89,147.98,188.99,87.87,151.19,145,148.47,155.14,152.26,163.16,148.32
"sthA",2963.03,2915.06,3156.4,1913.5,1597.34,1475.22,1662.96,1593.71,1694.07,763.36,820,1583.55,1029.9,830.47,755.24,577.11,683.76,750.35
"cobB",137.42,125.09,145.8,127.3,103.35,111.53,128.67,122.16,141.03,137.32,146.32,137.38,149.23,175.17,185.63,137.35,146.77,141.94
"mdtL",121.8,142.35,121.72,121.02,121.86,197.91,133.99,121.15,96.46,128.42,121.44,207.21,156.49,91.3,121.98,116.13,122.58,121.21
"gfcC",378.19,387.12,465.23,625.39,562.85,504.61,444.71,409.72,399.56,459.68,394.77,358.86,458.12,458.82,556.06,502.78,553.87,552.59
"kptA",365.01,399.44,366.84,565.4,497.14,617.97,432.39,491.79,415.66,417.2,314.84,364.71,510.98,493.88,478.6,328.06,367.73,384.11
"yddE",720.65,674.45,721.19,652.76,703.4,726.86,673.74,658.1,742.15,726.85,727.36,492.52,788.69,728.77,810.16,772.76,860.14,760.78
"tauA",253.74,245.47,233.07,353.13,355.87,350.86,281.43,315.84,260.72,265.02,237.22,297.48,267.61,231.19,248.61,287.85,298.68,244.33
"ybhG",857.35,813.4,690.67,1976.7,1937.76,2067.17,2461.13,2737.74,2797.89,2806.8,2773.97,2130.61,8656.93,7102.17,7126.04,2464.99,3004.57,2654.98
"tpx",10361.11,11418.75,10443.38,9733.99,9783.33,8681.75,9338.33,10105.1,9941.93,8056.94,9296.73,8023.5,9076.04,8314.94,7760.32,6828.51,7161.15,7220.95
"ccmD",267.58,340.58,302.02,305.86,359.25,357.12,304.08,310.99,365.08,431.52,434.12,328.27,450.21,666.23,517.14,380.49,358.96,368.35
"mokB",73.98,66.88,71.96,73.49,73.79,64.85,68.14,55.24,67.86,84.6,92.13,43.73,72.65,89.99,106.64,102.01,172.57,113.09
"modE",615.78,566.99,569.74,478.05,448.02,491.05,490.37,473.66,499.97,634.12,541.3,647.05,620.02,616.58,534.84,552.65,552.37,535.93
"yhjG",14.96,14.96,14.91,14.95,14.97,14.94,14.94,14.91,14.77,14.91,14.95,16.33,15.45,15.03,14.99,14.97,14.95,15.01
"chbG",532.68,596.42,602.94,711.42,765.75,718.47,651.79,672.74,643.66,782.95,616.57,813.42,785.99,684.21,787.85,787.01,714.49,700.99
"infA",19189.63,20627.68,21269.73,9938.51,10748.35,8668.25,14128.03,13208.74,14756.16,14276.04,18921.63,13371.8,6503.52,7663.29,8414.96,10140.06,10283.46,11175.21
"ygeA",1258.05,1104.6,1102.75,1428.59,1326.28,1277.28,1181.5,1259.35,1151.12,1402.06,1059.52,1210.51,1205.44,1371.03,1201.77,1126.62,1016.81,1105.28
"phoR",146.05,154.17,164.41,186.66,210.54,166.47,164.29,164.23,168.72,162.48,164.46,155.56,141.89,165.04,164.86,164.53,164.48,165.08
"msrP",440.19,440.58,435.14,481.02,440.1,432.34,415.05,402.63,421.49,549.09,484.04,636.78,499.73,440.94,410.85,449.25,439.94,440.67
"tktB",5.35,4.72,5.09,7.01,7.17,8.75,8.74,12.39,13.56,6.95,8.61,9.22,12.99,9.19,10.46,10.57,11.34,12.29
"ilvE",91.68,86.48,61.81,104.36,84.95,107.86,154.29,157.83,143.08,109.27,100.74,240.51,138.9,113.2,141.92,112.82,113.81,113.09
"djlB",112.65,118.47,118.12,121.63,174.88,130.42,117.93,118.11,118.11,134.12,122.85,135.83,98.04,97.67,102.3,112.29,114.43,118.49
"rbbA",764.35,755.57,736.64,922.16,819.79,946.76,822.17,857.8,749.31,619.81,719.99,505.73,837.47,820.57,817.46,855.05,916.29,908.81
"hmp",123.38,159.47,125.99,159.22,159.3,178.34,151.95,207.74,149.75,159.19,140.07,159.27,229.7,159.33,161.23,159.22,159.31,159.4
"leuE",411.79,545.66,452.45,204.22,262.89,319.08,227.97,267.98,279.03,377.25,397.15,419.84,541.7,430.07,464.62,390.88,401.69,398.76
"adk",9431.29,8435.15,9394.12,5509.11,5385.17,5382.23,6294.3,6088.27,6592.49,4264.03,4281.08,4242.76,2639.83,2777.69,2795.69,3499.8,3890.42,3963.1
"yqaE",184.19,188.77,183.93,244.64,297.7,214.57,315.28,368.12,442.88,166.8,188.11,195.64,217.36,211.47,194.51,200.68,184.17,231.97
"yeaG",604.34,764.54,840.17,1245.1,1112.71,999.61,1253.71,1357.73,1281.89,1159.76,1200.89,1162.33,3039.16,3207.63,3035.32,1667.8,1546.46,1715.05
"mhpF",21.9,25.7,25.55,40.02,24.76,29.07,24.84,24.54,24.55,18.18,24.57,15.11,24.55,21.57,24.55,24.57,24.56,21.93
"adeQ",53.91,54.54,49.21,54.38,55.42,69.07,54.37,54.33,54.35,54.36,63.21,54.41,54.41,42.78,49.06,54.44,61.63,52.01
"yfdF",783.12,832.68,830.97,937.71,880.81,970.15,831.77,774.79,790.76,851.62,844.36,1096.2,775.26,729.98,793.94,831.3,853.73,832.36
"mnmE",4528.81,4116.78,4180.01,2769.18,2397.68,2710.95,2797.43,2879.64,3010.41,2626.04,2775.06,2978.43,2223.5,2149.02,2180.01,2595.77,2857.97,2693.32
"fhuA",2082.69,2349.52,1936.73,1787.45,1761.82,1716.32,1853.88,1856.54,1960.26,3873.37,3690.99,4478.79,2147.35,2590.78,2312.75,2569.51,2664.92,2707.87
"torC",97.94,98.01,80.25,107.79,101.31,145.56,84.25,100.15,86.58,144.21,97.59,99.24,116.18,98.07,97.97,97.91,96.49,96.69
"gatA",455.52,525.64,506.88,539.17,497.45,502.62,420.26,371.68,385.83,672.56,1094.02,1410.44,928.27,719.61,754.32,1022.54,1172.22,1376.19
"poxB",113.2,98.87,144.66,154.16,154.21,149.21,197.44,220.19,213.43,144,154.09,154.18,154.3,173.96,185.43,174.86,156.38,156.4
"uspE",867.33,760.98,923.82,856.26,770.57,586.08,879.17,951.44,994.1,1655.59,1788.16,1431.15,4404.05,3888.18,3932.46,1535.79,1374.73,1363.4
"mglA",999.62,1121.48,1071.46,668.44,515.61,507.76,377.43,373.62,416.66,476.24,802.03,923.45,1041.51,794.83,680.57,751.91,671.04,788.78
"hsdS",1806.11,1713.16,1857.92,1459.1,1625.86,1599.29,1431.82,1452.9,1524.6,1675.08,1505.86,2796.99,1006.35,932.57,807.11,1208.17,1230.14,1176.68
"metG",2988.55,3009.62,2680.01,1688.17,1802.87,1917.54,1914.37,1865.83,2003.47,1809.46,1972.99,3227.52,1039.73,1267.93,1196.05,1786.03,1867.76,1659.39
"xylR",133.17,133.65,133.21,131.22,131.01,151.79,145.38,131.43,113.53,186.18,142.81,255.89,132.88,115.7,114.64,115.91,131.55,145.7
"micF",132.03,177.46,163.01,215.36,215.83,308.4,215.41,221.64,204.44,133.89,231.01,205.87,298.84,251.19,301.83,203.67,252.48,179.34
"ulaD",458.64,537.8,451.01,541.04,503.99,637.93,543.71,589.25,442.81,421.56,465.38,464.96,470.98,463.89,459.58,434.95,484.09,460.66
"lapA",2266.39,2182.02,2103.77,1363.51,1635.58,1535.23,2278.39,2276.92,2472.96,2444.29,2546.58,3189.68,3085.44,2952.34,3015.17,2281.49,2639.52,2387.59
"cpoB",5828.96,5657.74,6353.3,3596.57,3337.66,4043.91,4149.16,4421.81,4960.91,5166.57,5572.65,8530.21,3437.38,3414.4,3261.11,4284.8,4647.53,4698.76
"glmS",576.49,546.31,538.44,229.6,231.7,242.68,454.66,425.19,561.21,312.72,381.27,717.04,252.16,287.68,301.36,273.83,341.11,309.63
"yfaY",659.79,602.28,621.58,638.95,639.58,651.48,679.04,646.13,649.47,693.65,653.39,662.16,664.84,665.29,688.42,654.48,682.42,646.89
"moeA",26.33,28.19,31.5,18.42,15.7,25.36,25.51,24.69,26.3,25.95,35.83,25.94,51.63,36.36,41.51,25.53,25.94,25.06
"bioD",68.68,60.26,59.58,123.38,109.77,132.69,80.7,74.34,57.46,85.39,76.4,83.73,124.54,85.53,85.55,90.48,140.28,116.97
"mnmA",2208.99,1898.65,2153.04,922.74,1031.88,987.34,1168.94,1180,1321.38,956.18,1124.94,1674.02,775.4,800.34,812.88,914.32,1198.11,1314.13
"yfcG",232.58,198.22,172.51,284.11,267.55,314.32,344.53,288.29,264.35,264.43,237.21,303.24,326.89,263.78,248,330.86,266.29,309.12
"aslB",1423.54,1535.53,1469.92,1540.17,1481.04,1537.56,1492.68,1542.63,1512.45,1824.02,1520.25,1906.61,2020.46,1769.7,1961.71,1560.31,1706.2,1649.2
"yhiD",746.61,729.35,758.45,754.05,849.45,981.26,726.81,742.67,623.95,703.6,810.6,983.75,789.6,569.36,654.37,753.04,875,814.94
"chaB",188.62,188.41,187.89,193.59,193.68,193.64,193.64,185.35,219.26,178.98,194.98,178.8,193.86,199.02,217.52,200.29,193.9,193.73
"yhhA",239.77,226.88,214.58,267.99,290.33,355.07,302.03,300,268.37,175.25,234.79,114.29,287.93,236.03,290.11,281.54,320.57,300.89
"glnK",275.75,376.18,317,375.84,445.99,471.26,401.16,374.96,359.48,375.63,375.65,314.53,375.95,317.08,376.92,382.54,396.6,377.72
"bluF",609.03,647.1,592.77,489.19,488.65,437.46,586.41,534.15,491.65,265.56,279.76,463.19,264.97,201.38,201.22,139.73,201.37,146.76
"otsB",429.67,492.9,486.58,767.04,807.14,700.69,2176.19,2704.93,3315.68,914.03,1151.27,963.23,1313.29,1817.77,1565.2,2207.2,2425.36,2479.45
"yoaG",463.21,503.04,502.85,750.72,654.55,687.73,583.58,585.49,489.74,616.48,562.91,534,593.86,586.2,699.95,727.95,671.12,685.68
"nrfG",16.59,19.05,16.51,20.99,24.03,20.81,16.42,16.43,12.42,16.51,16.12,20.22,16.64,12.52,15.36,15.43,16.61,16.57
"ybbP",46.12,59.34,42.62,54.8,56.91,55.89,67.52,63.71,52.05,46.6,49.79,48.96,55.21,55.86,62.49,55.47,59.28,64.59
"nusA",12500.51,13335.13,13411.05,10399.6,10831.81,11146.83,12150.17,11320.78,10747.63,10166.26,11193.7,11444.6,8631.11,7286.16,8507.93,9956.79,9893.85,10068.92
"ybcJ",910.51,747.06,908.79,900.74,901.25,804.65,784.79,722.39,734.72,936.35,801.82,847.16,896.63,838.54,815.51,853.98,924.24,734.07
"sdhA",8967.75,9769.74,10497.76,6430.84,6118.24,7170.8,6192.27,6498.79,6059.22,2441.36,3350.97,3361.29,2286.17,1931.52,2109.53,2609.88,2681.38,2965.06
"sfsA",1449.38,1518.8,1544.68,2006.81,1843.21,1714.18,2228.74,2353.19,2900.8,1856.18,2967.28,1557.51,4332.55,3872.08,3516.3,2039.17,2103.38,2229.28
"yejL",1792.52,2322.66,1945.93,859.21,868.96,721.59,874.23,916.12,1019.55,973.73,1040.83,1736.49,533.11,640.66,598.63,781.72,894.55,827.93
"pal",4352.01,3697.04,4847.95,2744.82,2978.31,2603.79,3312.51,3301.4,3578.11,3670.15,4487.14,5491.32,2765.95,2643.73,2658.39,3280.4,3142.11,3133.56
"ynjB",27.56,23.35,28.29,30.42,31.4,33.14,30.41,29.83,30.18,28.92,32.71,21.53,30.43,29.24,38.84,43.61,55.27,40.58
"ibaG",7913.77,7742.41,7469.82,5843.17,5918.2,5905.7,7056.71,6975.77,7223.82,3824.09,4990.58,5111.73,3863.02,4170.84,3866.89,3955.48,4880.97,4532.19
"yijE",29.46,32.66,20.62,52.02,41.01,36.84,36.39,35.52,31.13,75.56,66.64,117.35,79.28,36.44,44.76,53.22,47.25,51
"yiaC",1078.09,823.9,874.24,1208.61,1039.82,1099.83,955.82,846.75,941.26,1165.99,938.12,1097.24,1261.21,1082.67,1019.7,957.9,986.35,979.42
"iraD",231.96,238.03,231.77,251.9,252.16,311.97,233.47,233.34,210.83,279.38,316.89,271.86,275.27,250.75,252.42,248.1,238.06,244.44
"hybG",544.15,520.67,593.32,659.02,601.49,744.58,698.37,628.14,584.62,657.66,565.84,650.71,953.8,579.05,652.99,551.38,570.77,592.38
"rpsK",24301.45,24121.74,22966.85,18551.07,17944.66,19566.11,19378.46,18237.07,17396.21,17705.39,18522.63,27566.83,17151.37,15188.42,12706.42,17706.01,15222.54,15607.41
"ygiL",1286.82,1359.7,1317.71,1524.96,1533.29,1505.71,1371.24,1288.83,1137.09,1141.53,1044.33,1643.26,1134.46,885.22,957.4,817.55,1247.37,1064.33
"gcd",665.1,636.75,642.75,927.41,817.5,804.79,1176.37,1174.97,1115.87,328.62,303.52,447.57,378.08,372.31,273.23,261.42,329.16,347.9
"proW",6352.78,6691.29,6564.97,6100.06,5638.67,5660.22,7831.29,7132.37,7573,8147.56,7929.37,8170.39,3719.84,3892.08,4055.99,5915.15,6344.63,6212.65
"hisD",85.5,66.54,117.52,117.56,101.07,90.84,109.96,113.19,128.5,169.2,164.29,148.33,140.04,155.2,128.68,164.36,172.86,128.78
"cobU",322.58,337.23,322.04,336.63,329.37,291.48,322.6,310.36,336.62,385.9,390.85,332.15,344.69,426.85,346.9,403.32,276.24,343.17
"aceK",104.28,104.37,103.97,104.26,124.02,114.94,108.01,104.17,104.1,104.13,109.29,104.23,104.26,94.9,104.3,103.13,104.92,104.9
"lfhA",14.48,14.48,12.43,18.64,18.72,23.36,16.65,16.37,14.42,14.42,10.63,8.88,14.46,14.04,14.45,14.44,14.45,14.56
"ybaL",873.24,871.21,836.21,712.17,745.1,703.99,796.16,790.77,794.13,814.96,738.48,817.45,843.15,912.93,946.45,763.69,727.55,796.69
"miaB",924.29,779.81,974.31,361.05,385.38,400.79,388.01,437.64,600.89,262.33,394.03,627.33,261.41,260.11,254.63,290.19,286.83,413.29
"ylaC",1387.69,1281.74,1396.35,893.9,970.59,901.75,962.47,948.63,1031.06,855.45,964.79,1013.15,751.8,773.65,767.72,652.65,670.17,826.13
"scpC",382.1,369.66,378.29,506.22,537.62,558.43,461.23,458.02,468.35,449.99,335.27,376.91,466.06,362.75,412.59,428.39,405.57,430.32
"yhfX",646.65,712.56,648.15,771.16,689.84,913.16,693.84,648.41,637.76,662.45,662.69,685.72,674.49,641.28,662.94,667.37,723.11,614.58
"fepC",1452.92,1334.31,1095.76,848.51,751.29,846.7,819.85,834.51,896.01,1213.3,1339.17,1600.38,662.72,801.54,607.28,887.29,1201.03,971.45
"rsxE",750.5,652.4,713.27,483.79,517.42,409.16,618.98,570.69,636.07,604.74,605.61,651.06,306.91,292.01,351.55,439.43,441.88,408.2
"yacG",1948.74,2485.3,2108.26,1756.91,1683.09,2182.1,1659.66,1762.59,1651.63,2016.83,2099.18,2301.63,2241.01,2003.87,1897.12,1475.76,2170.94,1865.6
"gabT",170.35,210.24,152.82,291.44,318.38,335.98,293.3,262.46,249.91,207.79,246.78,118.25,278.2,263.41,263.58,274.69,302.21,250.74
"trxA",9735.71,10753.11,10501.5,6962.65,6235.41,6128.97,7744.18,8123.38,7806.56,11327.26,11392.59,10878.94,7793.94,6901.58,6915.11,7263.97,8145.49,8386.2
"yieF",634.09,726.25,715.18,1035.37,860.03,856.84,859.42,857.18,899.2,1030.01,969.8,640.23,857.17,948.69,989.75,904.21,653.02,821.2
"mdtM",30.17,33.2,29.36,38.61,38.63,44.65,43.97,38.59,38.59,38.6,41.27,40.12,45.2,38.67,35.71,38.61,44.34,37.64
"yeiG",178.4,178.95,232.36,239.72,204.04,208.58,232.47,251.56,274.14,191,208.91,224.26,247.77,257.5,234.39,249.31,217.86,260.65
"ghoS",169.5,169.64,151.6,169.41,184.45,214.06,168.53,163.54,147.53,169.35,178.22,169.55,180.81,151.62,170.82,169.39,169.54,152.02
"ybhS",53.79,54.13,64.19,106.21,98.66,91.32,117.95,128.72,131.54,113.56,96.53,79.74,283.63,275.45,295.71,130.31,113.48,150.36
"flhD",117.04,129.64,125.1,111.94,111.99,111.82,82.98,76.74,74.29,111.88,111.93,114.68,124.14,106.44,95.01,111.97,111.77,112.13
"iscA",11721.45,12052.7,11530.38,8377.61,9495.19,9472.69,11322.65,10631.36,9954.92,9463.13,8703.86,11807.8,6505.36,6212.28,6238.05,7942.2,9950.38,9422.02
"yqaA",715.75,584.44,754.07,608.72,536.04,560.56,673.21,676.21,812.35,510.38,550.24,799.83,488.75,540.6,414.53,515.82,447.22,414.59
"yniA",479.75,421.76,470.15,690.05,630.98,532.65,617.54,618.04,647.36,619.8,878.17,647.56,3369.73,2123.84,2240.79,791.09,799.51,939.35
"fadB",1801.97,2041.73,1788.18,3796.84,2886.55,2980.02,1918.31,2201.64,1784.88,1631.39,1688.09,1196.68,3427.53,3130.57,2759.27,2426.58,3008.37,2622.37
"secB",2032.46,2419.47,2276.16,1220.39,1039.71,1372.41,1418.1,1387.72,1327.38,1823.73,2276.41,3041.12,2290.74,1864.05,1696.71,1477.9,1574.1,1541.21
"pnp",35970.9,36455.18,39040.59,36920.34,36376.94,36725.99,37078.66,37322.11,36376.94,37772.93,36450.48,41972.01,32915.06,34432.02,33227.19,33564.71,33296.78,32175.73
"beeE",382.73,439.14,363.14,551.44,482.45,463.46,463.5,490.44,424.83,463.27,434.47,249.51,500.53,466.61,478.28,488.3,451.65,488.45
"ybcM",307.24,261.93,331.57,342.66,397.09,376.78,349.94,294.04,284.72,333.66,365.21,346.27,261.31,233.78,335.27,404.71,335.81,332.42
"mmuM",1238.05,1495.47,1281.93,1640.05,1904.59,1886.05,1620.72,1637.78,1533.04,1614.76,1498.41,1383.96,3116.48,3111.73,2837.91,1694.62,1640.15,1780.32
"rplA",40816.45,39642.33,39311.6,36887.09,36095.28,37104.06,37731.63,38194.27,38022.9,37261.2,37624.51,39811.61,34988.05,31847.54,34126.57,34641.09,35932.92,35718.28
"pinR",415.16,379.19,396.97,345.01,352.11,398.22,402.14,401.66,440.58,520.49,538.19,808.49,478.63,426.69,402.4,522.42,502.82,499.64
"yqjK",680.97,824.79,813.32,816.94,841.36,783.11,1263.67,1303.38,1328.49,834.01,964.52,1501.25,1165.08,1174.22,1229.34,898.13,677.27,1039.21
"ynjA",205.1,166.25,153.84,176.55,190.73,205.84,265.79,232.08,247.83,231.87,237.32,136.43,242.02,237.47,228.42,345.58,358.77,311.09
"sgbE",334.66,266.81,293.74,386.23,402.55,449.83,378.82,349.14,334.4,273.37,243.44,175.72,374.07,264.08,314.32,347.76,375.78,336.8
"zapA",4599.33,5559.88,5354.92,3684.4,3412.42,2936.26,4774.07,4640.6,5066.18,5767.24,6508.57,2702.06,4588.8,4829.65,5289.17,3741.04,5252.38,4801.86
"ydhU",172.02,180.23,171.02,208.83,209.63,201.29,188.78,187.91,167.57,212.81,210.54,244.44,210.52,188.84,188.81,189.95,190.15,193.41
"lysP",593.52,601.53,598.53,262.97,256.44,227.08,316.66,319.53,453.14,319.1,444.4,557.25,208.42,175.37,165.84,308.88,304.23,250.94
"ubiB",2038.69,2050.88,2112.2,1398,1398.53,1670.21,1795.16,1948.01,2111.01,2268.27,2433.94,2863.03,2095.12,1892.76,1863.73,1961.93,1933.66,2230.05
"yahN",71.03,66.55,66.78,82.26,82.32,105.74,82.22,75.49,59.47,76.46,87.03,82.24,90.9,82.48,109.86,83.89,82.35,81.38
"pxpC",401.73,345.02,382.36,435.2,490.32,453.01,587.73,584.96,748.92,499.11,583.16,830.8,1117.28,1027.54,910.05,573.21,637.05,778.59
"ubiV",329.38,269,332,503.05,450.25,506.67,434.6,387.57,297.18,1069.63,742.3,676.31,922.63,968.54,908.03,728.88,876.12,822.85
"ycaM",256.47,244.5,254.45,256.36,256.54,256.02,209.65,218.68,250.73,305.47,268.22,333.97,296.49,337.04,291.43,256.53,253.42,256.98
"rfbC",2273.13,2096.82,2179.13,726.33,702.83,899.08,1027.82,1009.35,1051.17,1255.37,2105.55,2342.35,692.5,719,705.56,1114.87,1018.59,1012.36
"arnT",140.68,167.6,143.59,185.09,219.35,207.65,169.06,169.47,167.59,168.96,169.09,169.08,169.23,156.44,176.92,169.01,169.14,169.17
"essQ",4.43,4.44,4.43,4.43,4.43,4.43,4.43,4.42,4.43,4.43,4.43,4.45,4.43,4.43,4.43,4.43,4.43,4.44
"narI",119.16,129.82,118.01,155.21,156.08,154.58,146.16,155.6,154.33,224.04,325.93,220.24,843.21,399.16,622.86,375.24,278.6,333.72
