"","900","900 | 1","900 | 2","900 | 3","900 | 4","900 | 5","900 | 6","900 | 7","900 | 8","0","0 | 1","0 | 2"
"gshB",2688.686,2552.38,2879.449,6713.126,8996.485,11285.07,2841.248,1763.029,1537.518,3559.954,3830.457,5125.175
"cadB",10.82338,27.96429,20.78909,54.913,101.4745,68.71196,33.89692,95.18639,65.83502,33.63813,39.25489,30.6905
"sgbU",78.25406,47.51839,68.00499,19.52904,16.08387,31.09186,8.611687,11.74914,28.37891,43.9714,55.53955,76.63557
"narY",56.78898,28.49749,43.84358,62.05277,31.56912,56.52665,18.9845,23.01022,10.54907,27.12481,29.85084,37.888
"yhfA",3228.848,2831.071,2802.273,2186.691,2833.986,3066.49,1822.476,1376.527,1232.842,1881.45,1874.599,1726.312
"ynaI",241.4435,385.4641,460.2578,93.67707,10.55483,36.75996,136.5451,457.174,598.3083,53.33396,40.26166,31.47739
"cca",1203.172,2512.682,1797.833,2064.246,1133.654,1831.081,2538.897,2345.764,2409.104,896.0813,475.0533,834.3076
"alr",857.0833,933.6036,815.9233,1047.193,666.3583,1073.78,240.6799,256.7584,283.3686,1998.818,904.9318,1436.328
"dolP",2323.087,2679.64,2538.226,1015.041,995.1889,1462.29,3997.961,4676.847,3994.659,2137.528,2350.489,2573.596
"gmm",46.41847,14.86344,22.97588,30.37348,55.42463,52.96252,4.798909,19.549,33.73901,36.97889,17.9172,51.24482
"nemA",1605.484,1096.376,1266.654,4854.203,5686.654,4821.835,1831.399,2291.537,2888.73,1028.89,1768.463,1454.139
"rhtB",203.8203,195.1062,264.2744,290.7877,169.1407,375.8109,273.8983,300.8196,163.9095,109.8743,87.40574,116.0794
"rmf",20817.68,16779.08,19106.96,7070.34,14925.46,12764.36,6323.881,9958.461,4032.967,7513.206,15202.96,8935.969
"ydjK",54.12629,44.05573,63.18677,4.05057,79.6254,67.65951,6.972253,42.60934,57.14384,70.03422,65.34401,130.5857
"eaeH",6.945393,1.158015,1.624776,16.16633,23.05353,41.32317,3.072725,2.098056,5.060109,2.859741,3.126143,1.684875
"fdhD",375.9612,548.2197,483.8116,289.7976,613.9536,442.0164,308.9089,318.6812,230.5987,381.175,248.8131,289.9678
"ftnB",734.1643,759.7316,804.5597,1211.982,2062.902,625.0457,6564.184,4423.76,2876.447,1613.788,1491.343,719.9143
"ebgR",130.3786,337.8919,253.2522,234.7449,157.2259,106.5041,193.2409,165.0017,110.2152,339.4147,103.3062,163.2616
"ydjH",73.83926,52.64702,74.95359,8.878413,54.96445,23.38808,40.22978,51.59102,55.54995,56.04332,103.1462,133.6761
"hinT",4208.037,3660.762,3810.328,803.1479,620.3356,562.3962,2627.821,2242.718,1490.567,3101.172,2675.094,2565.838
"hxpB",577.8226,777.7098,697.1576,436.3997,428.9514,563.3273,1379.665,1350.644,1053.887,474.3683,597.0934,573.8576
"cynX",39.1069,43.90922,78.89558,64.6639,78.93616,88.72113,82.97595,64.3317,121.57,41.55428,32.42934,37.84589
"ygbJ",78.33006,37.0517,60.44468,82.80827,53.83205,183.1577,131.1662,128.9131,177.6315,254.645,81.55093,293.0807
"flu",358.8356,331.3596,268.5399,1157.52,2037.083,1212.791,382.2421,844.4648,443.8806,247.6342,556.2484,334.0174
"malK",2693.085,449.159,1235.979,103.386,117.2465,72.5453,13.95957,8.087896,13.19058,2451.26,604.6432,3402.081
"otsA",1667.064,1414.258,1633.328,229.2371,76.98925,154.3971,180.1013,187.9567,154.9501,79.79438,176.1874,101.4317
"hyfG",38.9514,16.03537,55.77897,71.60358,43.05183,25.38544,28.97992,27.53201,4.538002,29.90716,24.50361,26.60118
"gabD",44.16236,23.70351,51.24827,7.243791,106.4437,392.2578,15.83909,1.33208,3.126429,49.72868,49.18636,181.6243
"alpA",40.594,49.73788,40.53096,72.97829,21.74138,70.35632,117.8647,83.85107,115.0675,23.42907,57.00179,7.411176
"bioA",428.7322,456.2811,419.2486,157.5121,183.9376,404.3634,343.3374,290.5084,357.8158,104.1606,141.7651,452.8059
"yeeN",2757.554,2018.214,2155.176,172.9408,175.4695,4.216033,496.2486,726.758,1000.805,1782.76,741.4541,1225.023
"skp",17642.42,12660.32,14666.66,13949.48,14013.63,11577.67,10900.56,9318.511,9241.041,18526.82,17315.21,22027.2
"yqeH",13.40026,36.60781,47.34021,5.010893,30.68539,1.815164,51.49935,35.08898,19.288,53.31806,17.99505,15.14856
"yjeI",14185.49,9641.323,9599.569,8022.175,6397.954,6749.686,10844.07,8571.057,6061.072,8470.321,8164.578,8690.81
"ugpA",114.2797,125.012,88.88698,49.49508,56.57239,50.92358,29.36717,57.13189,84.19482,166.7557,140.3172,222.3552
"ybdK",641.0995,359.2154,516.9584,130.6097,105.991,207.5883,81.66885,62.03888,30.58242,100.8516,150.5589,145.7219
"ybcF",43.84572,44.97333,26.13983,8.599606,4.998932,23.84175,29.78692,62.76825,124.8052,7.252613,21.72521,51.65227
"lptD",4654.605,4807.36,5013.174,3899.95,3251.854,2758.307,632.7042,505.2557,359.1183,3252.557,2887.513,2793.731
"yffQ",51.32797,41.34809,75.19254,163.224,191.8093,183.0443,128.0047,131.4473,120.757,55.58728,111.9786,49.07286
"yhhH",22.38007,38.62689,35.70076,27.33522,16.44573,35.5368,47.30163,32.46598,57.58505,33.2353,22.00209,1.329346
"ynfE",80.73775,30.41338,41.4749,9.799092,30.50411,37.07845,55.51969,79.10305,66.06198,43.02686,75.10641,27.67107
"lsrG",264.5471,266.3975,235.529,17.81306,48.35341,42.03469,98.47004,149.7808,105.4887,76.66603,67.04031,70.55161
"fimE",70.8157,116.0395,116.1079,247.4294,263.1778,235.7969,674.269,440.0867,386.0688,134.5696,203.2677,109.8324
"ubiK",2011.577,2441.821,2138.52,878.4584,474.0189,197.7474,2249.943,1855.389,1985.379,1588.524,1219.776,813.1043
"pqiA",328.3846,558.8904,494.9017,169.4855,182.6547,110.2447,394.5461,604.8654,655.8519,493.4508,543.5004,379.2007
"cmoM",1292.204,1346.928,1556.267,2739.454,1789.906,2181.162,4767.43,3619.358,4361.168,1741.28,1105.997,1207.977
"yfaX",11.08456,18.12667,35.00296,9.587704,61.76315,9.024524,24.61386,25.21597,6.75705,14.92146,21.13899,1.234316
"yhdJ",33.28282,24.20222,50.13723,49.88953,60.85781,5.139665,56.48275,52.84678,60.85343,51.48515,39.17372,39.0364
"pphA",205.5885,301.0135,270.9953,180.7988,269.0754,116.1383,278.5962,312.4679,334.3877,118.9945,213.8049,101.0692
"relB",3044.879,2817.146,3172.046,1779.401,2089.78,1323.836,7061.92,13082,14756.81,1627.463,2144.17,1274.842
"astE",65.17177,6.668777,108.7428,19.4326,108.7233,243.7842,1.426883,5.725811,4.570247,22.78021,77.80587,211.9815
"ycjN",71.00561,69.48444,74.07432,109.952,145.2128,199.2008,49.81687,59.01361,80.71668,170.4514,129.5124,130.6618
"mdtC",181.0992,256.4626,176.3221,63.55442,5.13928,52.90384,23.77194,30.00463,34.6568,35.16036,52.18503,42.74281
"hybF",97.91852,112.758,161.6587,118.2284,162.3424,191.6288,188.2695,106.9644,204.7038,181.4128,137.0897,149.7662
"ycgX",43.04521,45.84055,94.31222,23.05047,2.32971,1.662784,36.88967,38.86435,62.39863,1.693958,0.4676841,9.219649
"pppA",47.38327,58.67721,46.11833,25.40204,29.47541,5.926507,69.01614,67.12932,80.35135,20.78194,3.867687,4.663494
"xseB",1556.131,1833.788,1641.638,779.2742,471.9414,419.8075,3274.754,2969.2,2666.186,2338.368,942.3206,1791.815
"yohK",336.4672,221.9236,280.7048,856.2346,713.8608,875.4426,178.5098,253.3172,247.4038,174.0248,226.8634,255.0554
"mreD",1015.052,1849.453,1347.516,461.1566,431.7515,334.327,462.7482,681.7196,831.905,705.1617,342.2896,576.2886
"arsB",97.70244,99.2233,131.502,8553.156,4906.023,6862.893,1262.841,950.4919,1719.596,134.498,154.6995,161.3647
"ccmC",305.4077,212.75,347.3917,109.5892,69.60758,149.575,58.39012,100.1985,87.80814,212.3753,148.7375,164.3256
"xynR",76.42985,96.71076,132.7913,98.63139,50.25019,177.3184,377.2616,349.4936,301.1683,79.17765,57.3069,86.32868
"nuoH",3728.396,3310.338,3567.27,4913.797,5636.084,3595.606,192.4672,167.9983,189.225,4987.637,6637.876,9363.098
"yiaO",42.99475,38.69717,65.06873,58.61719,71.49639,26.62991,27.97652,42.85308,30.98455,60.71024,71.7724,40.16372
"ydiR",60.29749,27.37038,68.04476,53.83575,66.81658,85.25405,60.75449,32.7655,91.09959,16.90095,45.28222,57.71022
"dgcI",395.9429,904.7315,473.5553,76.03568,69.32982,83.30946,173.2657,216.3855,251.3133,176.5822,202.3396,67.16685
"rdgC",1630.707,1740.564,1606.804,1803.068,1614.39,1545.45,4022.641,3497.713,3136.39,1540.287,1989.644,1603.037
"cheR",2402.276,2562.143,2775.714,372.4018,190.3843,154.1929,54.91597,81.39228,112.2703,1134.427,706.1451,958.5868
"dgcF",221.6012,277.8335,322.7733,136.7874,209.3248,151.4419,197.8403,294.9349,152.4005,114.6333,117.945,62.60583
"cusR",304.3326,555.4482,467.375,204.3978,126.3306,159.4556,979.7745,1128.038,1033.981,173.5999,129.8138,181.4617
"xisR",0.8568867,2.605523,24.05288,4.756074,7.940216,7.757958,24.30296,13.00499,18.3815,19.73509,13.11044,4.496281
"yfaH",204.1172,243.1063,376.7429,22.25195,58.3632,7.94351,129.6774,191.6888,230.7324,194.6349,163.9465,80.60944
"cmoA",702.2453,843.5869,1193.868,279.9856,313.6046,412.2026,432.8488,598.7537,430.6476,316.7236,226.4104,217.8801
"hyfR",5.253895,26.24327,24.76276,9.117524,58.56012,64.62829,34.92757,30.29928,43.69005,4.862779,12.25801,47.88232
"pheA",1300.56,1164.94,831.1878,1525.67,1378.873,990.8675,304.3255,316.6273,229.25,1472.573,1264.37,822.5623
"rclA",120.2473,108.4427,143.1916,236.5439,118.1576,130.861,35.56586,11.03924,60.89286,39.18879,41.41562,63.09171
"ygjR",242.4313,187.3969,218.4541,79.24658,49.11795,75.61877,84.53642,70.91814,111.9369,570.8593,440.8386,457.0903
"ybiT",1425.531,1312.467,1344.969,513.4069,521.932,318.7339,390.5247,369.7837,514.3869,942.0899,475.9783,848.5076
"nimT",94.8783,104.6707,117.4407,106.1498,119.1383,80.86634,87.26674,116.8089,98.73967,107.1288,140.2659,108.2174
"yjfN",1282.597,922.1609,986.6071,6935.345,8599.877,7445.249,20747.6,16907.45,11345.71,13272.35,9295.196,6183.582
"dgkA",1732.372,1920.241,1666.613,992.9642,872.1556,1077.519,2670.334,2671.017,2555.374,2379.087,3111.725,2578.418
"wzxC",296.6585,359.552,362.4916,108.0543,135.5912,145.1595,210.8914,141.1425,293.9569,212.1121,324.0672,175.0688
"ffh",2346.911,2740.483,2595.953,3290.922,3486.958,2164.601,2833.193,3308.329,3546.807,3818.034,3162.489,4111.979
