"","0","0 | 1","0 | 2","0 | 3","600","600 | 1","600 | 2","600 | 3","0 | 4","0 | 5","0 | 6","0 | 7","600 | 4","600 | 5","600 | 6","600 | 7"
"glxK",0,0,0,0,601.5,594.2,0,0,0,0,1045.8,1018.9,0,0,316.7,167.8
"ssuA",1109.8,1954.4,0,0,0,201.1,0,0,524.8,1303.8,1243.8,1181.2,505.1,4462.6,506.1,742
"xisR",11046.4,16931.2,2642.4,611.7,1261.7,2748.9,928.6,2648.4,1347.6,481.4,584,233.7,4791.6,302.9,949.3,552
"mepH",0,0,0,124.5,0,181.3,0,0,0,0,768.5,1008.9,0,0,420.3,439.1
"ydhX",1323.5,1019.6,2650.8,5736.8,828.6,1013.6,501.4,287,755.3,884.2,1295,1748.8,635.9,922.3,615.4,939.2
"yegS",0,0,3129.5,2011.5,875.2,757.5,0,72.5,1434.1,626.6,1661.9,1329.3,370.3,0,1036.9,776.7
"purN",0,0,2777.7,2456.8,1035.5,1158.8,0,0,0,0,1287,1570.2,259.8,0,647.6,614
"recC",1327.4,922.2,3780.1,5365.3,830.9,634.2,0,101.7,767.3,1423.9,1485.5,2409.8,1017.3,2384,568.8,944.9
"degS",6835.6,2536.5,8052.1,7187.4,1823.8,1436.9,585.8,279,0,0,1372.8,2028.4,0,0,491,514.7
"rpoZ",0,0,0,0,0,0,0,0,0,0,837.2,928.7,0,0,458.9,256.4
"alsE",0,0,2100.2,3021.1,567.8,332.5,0,0,0,0,800.2,800.4,0,0,396.2,397.8
"arcA",3552.2,1956.7,1996.4,1320.2,785.4,934.8,0,82.5,1646.1,511.5,3116.9,1649.1,3800.7,314.6,1110.4,753.5
"rpoE.12",0,0,1418.7,2695.4,0,0,0,0,0,0,484,520.8,0,0,339.6,282.6
"infA.16",0,0,1409.9,535.6,925,428.2,0,0,0,0,697.5,552.4,0,0,0,0
"thrC",1229.4,788.7,0,0,1313.1,501.7,0,0,0,0,972.3,1125.1,0,0,326.3,230.7
"pgpA",890.9,730.8,0,57.1,0,86.1,0,0,280.8,442.2,745.1,894.5,290.3,997.4,411.6,306.9
"deoR",0,0,3834,3410.1,947.2,1640.3,525.2,414.7,0,0,1435.6,2548.7,0,0,384.7,245.3
"yciI",4691.1,6218.7,0,90.8,684.6,837,628.9,470,4300.2,7667.9,17393.9,5922.7,38728.7,5050.9,654.8,1369.5
"ydfT",0,0,0,57.4,678.7,346.6,0,0,0,0,709.5,614.7,0,0,465,423.5
"ydfC",0,0,0,0,0,0,0,0,0,0,632,477.1,0,0,548.8,537.2
"cobT",0,0,1793.8,3111,0,142.5,0,0,0,0,1186.2,2442.4,0,0,545.8,541
"xapR",0,0,2321.6,4777.3,823.6,1268.4,623.6,372.1,0,0,1234.4,2755.8,0,0,415.3,372.9
"hycB",16542.4,32999.4,74403.3,22054.6,0,0,912.1,2260.8,0,0,1064.7,2507.4,0,0,738.4,735.9
"agaB",0,0,3815,7622.2,1012.4,956.6,676.4,306,0,0,1268.7,2111.3,0,0,713,803.4
"yiaF",872.9,420.7,2750.5,7120.1,808.3,543,0,0,0,0,1232.4,1696,0,0,538.5,662.9
"rplL",1085.8,568.2,4576,5374,1459.7,1490.2,799.1,525.3,0,0,1260.3,2037.8,1418.4,350.8,893.4,1088.6
"sgcQ",1376.2,997.6,2804.5,4328.1,995.5,2290.9,563.7,440.2,0,0,1162.7,3629.5,0,3100.9,398.9,335.2
"fimD",0,0,3063.5,3313.9,767.7,304.2,0,0,0,0,492.3,713.5,0,0,543.8,275.6
"rpoE.13",0,0,0,0,0,0,0,0,0,0,532.1,657.9,0,0,0,110.7
"nusB.8",8432,3959.5,19116.5,4307.9,1135.7,932.2,0,0,0,0,1085.1,591.9,0,0,0,0
"gcd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"insE3",0,0,1243,2933.9,775.2,364.4,0,0,0,0,733.3,1133.9,0,0,397.7,397.7
"yccF",0,0,0,0,0,0,0,0,0,0,0,311.2,0,0,0,0
"yciN",817.7,368.7,0,0,759.4,275.7,0,0,0,0,747.4,863.6,0,0,435.3,346.5
"sufC",0,0,0,0,799.4,471.7,0,0,485,807.6,1683.5,2976.2,840.3,3096.8,547.3,570.2
"ydiP",1311.1,586.3,0,97,729.9,950.2,0,0,0,0,2289.9,3664.6,261.5,0,983,798.9
"yehD",0,0,1770.3,3925.3,492.1,445.3,0,71,0,0,1168.8,1288.2,0,0,776.7,816.4
"murR",0,0,2016.1,2117.6,886.5,385.3,0,0,0,0,0,995.5,0,0,452.8,600.4
"yqeI",0,0,2882.8,8155.8,0,0,0,0,0,0,584,771,0,0,475.3,263.5
"dusB",3007,1596.7,14333.5,10036.3,1002.1,772.7,515,228.1,0,0,2999.1,4177.3,0,0,893.3,697.5
"yidG",1195.6,2996,3227.6,5189.7,745.7,540.4,0,0,0,0,925.4,1818.1,0,0,503.7,461.1
"yjaB",0,0,0,0,0,0,0,0,0,0,871.2,839.1,0,0,586.5,247.3
"parC.14",0,0,2275.3,2419.1,575.5,479.7,0,0,1080.8,405.9,869.3,1336.3,1052.5,0,912.2,994.8
"nusB.9",0,129.4,2967.9,846.6,926.2,1073.9,0,0,0,0,413,568.2,0,0,0,0
"ispH",0,0,0,0,0,0,0,0,0,0,577.8,750.1,0,0,0,0
"fadM",0,0,1116.4,1688.3,0,0,0,0,0,0,443.2,409.4,0,0,0,0
"ybjP",0,0,0,0,624.9,757.4,0,0,0,0,4120,4212.5,0,0,0,0
"minC",2043,774.7,0,0,858.9,794.7,465.4,262.9,1038.3,607.4,1473.2,1875.2,195.5,0,830.5,931.7
"ynfC",0,0,0,0,0,162,0,0,0,0,647.1,1008.2,0,0,404.9,279.9
"mdtI",0,0,0,0,501.8,309.7,0,38.5,0,0,1055.1,933.9,0,0,532.2,474.1
"yeeZ",1155,478.4,3247.4,4997.5,629.6,359.4,0,0,0,0,1044.8,1135.6,0,0,510.2,451.2
"yfcL",5951.4,2187.2,10517.6,7327.9,2806,2143.3,0,0,726.8,387.7,1882.7,2691.8,1074.7,0,792.8,542.2
"ygbE",0,0,1805.3,3003.5,0,0,0,0,0,0,574.9,919.8,0,0,0,0
"nlpI",4670.7,2558.5,6103.8,8473.2,1373.3,1889.3,963.3,834.1,2527.5,1208.2,3188.1,7374.8,6534.2,825.3,2745.8,2652
"yiaO",0,0,3266.7,2862.4,695.5,766.7,0,0,0,0,736,1168.5,0,0,309.8,226.6
"rhaS",2995.2,1223.4,2748.6,5205.5,544.1,501.1,0,0,0,0,1018.7,1470,0,0,596.5,676.4
"iadA",0,0,0,0,0,0,0,0,0,0,623,930.6,0,0,0,0
"yjiT",0,0,2440,2273.9,0,81,0,0,0,0,846.7,1276.3,0,0,457.7,278
"parC.15",0,0,3406.7,3102.7,625.1,411.3,0,0,244.4,612.9,700,1211.9,0,0,0,110.7
"rpsB.9",0,0,1018.1,863.2,936.3,1542.1,0,76.4,0,0,2167.9,5644.3,0,0,0,76.8
"cueO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"exoD",0,0,0,0,601.1,817,0,111.1,0,0,690.1,706,0,0,335.7,326.7
"yccS",0,0,0,0,670.7,373.1,0,0,0,0,957.8,900.4,245.4,0,569.1,560.6
"sohB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sufD",332,2867.7,0,0,0,123.9,0,0,240.2,894.2,699.3,752.6,234.7,2758.3,0,0
"ydiO",0,0,0,0,0,135.7,0,0,0,0,634.3,653.2,367.4,572.9,352.1,451.4
"yehC",0,0,2426.9,3252.3,604.9,432.3,0,0,655.5,432.3,976.3,957.7,0,0,516.3,402.5
"ucpA",0,0,2675.4,4537.3,578.6,524.5,0,54.1,0,0,844.8,995.1,0,0,406.5,373.8
"yqeH",0,0,0,0,0,0,0,0,0,0,650.7,730.1,0,0,0,0
"prmA",0,0,4658.8,4115.1,828.7,1027.4,0,0,0,0,1048.2,2143.2,0,0,706.4,502.9
"yidF",0,0,3665.5,4926.8,819.2,421.1,0,0,0,0,1083.1,1064.7,0,0,452,420.6
"yjaA",0,0,0,0,0,0,0,0,0,0,830.4,1308,0,0,395.5,278
"rpoE.14",0,0,3465.9,5350.5,0,0,0,0,0,229.3,607,962.7,278.9,729.1,355.9,361.1
"rpsB.10",0,0,2156.4,902.2,527.3,781.8,0,0,0,0,564.4,585.8,0,0,0,0
"fkpB",0,0,0,0,612.4,317.7,0,0,0,0,742.6,796.8,0,0,0,0
"ybaV",0,0,2258.5,3974.2,0,0,0,0,0,0,495.9,587.4,0,0,0,0
"artP",850.7,787.1,0,0,0,205.4,0,0,0,248.1,852.2,3299.7,319.6,8463.7,0,112.8
"minD",0,0,0,0,708,504.6,0,0,0,0,1245.9,1453.6,0,0,499.1,501.8
"speG",2707.3,1045,1344.9,287.6,1131.3,1321.9,649.3,712.9,0,0,1549,1681.1,507.9,0,768.4,873.7
"ydgD",1441.9,627.6,0,0,749.8,957.4,500.1,211,0,0,977.3,907.9,1728.9,327.3,850.3,833.6
"yeeY",0,0,2819.7,3523.5,1205.1,859.3,0,0,0,0,978.8,1378.9,0,0,656.4,727.4
"mnmC",7137.6,1696.4,14835.4,7015.5,4950,3087.2,0,47.3,0,0,605.7,903.8,0,0,527.3,458.3
"ftsB",0,0,2371.9,5471.9,0,0,0,0,0,0,770,510.7,0,0,0,0
"deaD",0,0,5320,8034,1439.9,931.9,0,88.5,0,0,1277.2,4196,201.2,907.6,482.9,543.5
"rhaB",0,0,2674.6,3369.8,1096.2,2020.1,0,0,0,0,2190.2,4986.5,0,0,582.7,597.7
"hypT",0,0,2911.7,4777.1,0,0,0,0,0,0,1056.7,2497,0,0,0,0
"yjiS",3230.1,968,8991,6391.2,1557.2,1947.7,0,46.5,0,0,2057.9,2145.5,0,0,1042.3,1009
"rpoE.15",0,0,590.5,469.7,0,0,0,0,0,0,896.3,1418.4,0,0,0,0
"nusB.10",0,0,1252.5,1059.7,536.6,664.9,0,0,565.3,338.3,1110,506.1,499.4,723.5,728.1,272.2
"hrpB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"appY",0,0,1106.3,4066.3,0,0,0,0,0,0,556.9,459.1,0,0,0,0
"cydD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"puuA",811,510,0,0,542.1,645.9,0,92.8,0,0,1540.5,3716.2,0,0,508.2,411
"selO",0,0,0,0,0,0,0,0,0,0,889.5,667.6,0,0,0,0
"rfbX",1313.4,631.5,2532.2,3232.5,706.4,676.1,0,0,0,0,1671.7,2346.6,281.7,0,992.1,1027.1
"eutA",0,0,1438.9,2497.9,602.8,656.6,0,95.5,0,0,1572.5,3725.1,0,0,490.2,261
"ygeY",0,0,5271.5,5681.4,456.3,364.1,0,0,0,0,958.9,1279.7,0,0,447.7,161.3
"mscL",0,0,1109,944.6,448,416.2,0,0,0,0,976.3,1614.4,0,0,530,500.3
"mtlD",0,0,4299.1,5718.6,919.9,669.5,0,0,0,0,607.8,961.1,0,0,406.8,345.4
"lamB",1696.3,853.8,2801.9,3717.4,893.3,1281.5,0,42.8,384.7,483.2,2785.4,4985.1,948.2,0,1032.5,1134.8
"accD.8",0,0,2100.1,3651.4,665.4,617.4,0,49.6,1529.2,587,809.5,1677.8,177.7,0,1046.2,1435.2
"nusB.11",0,0,608.3,567.7,0,0,0,0,0,0,359.7,327.1,0,0,0,0
"surA",2710.3,951.6,0,0,511.2,507.3,445.9,314.2,0,0,4867.2,7114.3,0,0,0,0
"ybaN",0,0,0,0,0,0,0,0,0,0,498.4,1039.9,0,0,0,0
"ybhQ",0,0,0,0,0,0,0,0,0,0,415.8,487.7,0,0,0,0
"dhaK",0,0,0,0,783.2,247.7,0,0,0,0,1301.3,712.5,0,0,675.9,293.5
"rstB",1799.8,447,1055.7,486.3,774.2,2025,469.2,687.9,0,0,3438.7,11172.4,302,860,442,381.5
"add",0,0,0,0,696.7,1222.5,0,46.3,0,0,2775.9,5415.4,269.4,1086,446.1,406.8
"intG",0,0,1946.6,4242.1,883,2084.8,0,0,0,0,808.3,1301,0,0,547.9,561.2
"yfdG",2085.3,889.8,3266.3,3360.6,746.8,815.4,0,93.1,0,0,875.4,1405.8,0,0,528.7,437.9
"ygcU",0,0,2116,6626,0,0,0,0,0,0,637.4,715.9,0,0,0,0
"murA",0,0,3740.8,5260.6,0,0,0,0,0,0,784.5,1083.3,0,0,440.8,200.5
"yhiS",1979.7,755.6,4121.2,3235.9,846.5,546.8,0,0,0,0,1718.9,1850.9,0,0,429.5,335.4
"rraA",0,0,3531.4,5771.1,768.5,754.3,0,0,0,0,736.9,1532,0,0,525.1,368.3
"yjiA",0,0,2293.1,3773.1,0,0,0,0,0,0,580.4,1188.8,0,0,0,0
"bglJ",0,0,2968.9,3900.6,872.7,735,0,0,0,0,930.1,712.9,0,0,0,0
"accD.9",0,0,0,0,429.7,535.6,474.6,456.1,0,0,793.5,2991.3,0,0,0,0
"rpsB.11",0,0,940.9,881.9,761.9,243.6,0,0,0,0,498.1,602.4,0,0,0,0
"thpR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tfaX",0,0,1601.7,2794.6,0,0,0,0,0,0,368.9,460.8,0,0,0,0
"cydC",1434,637.3,2000.3,2096.8,751.4,939.8,574.7,349.7,0,0,1205,1169.9,1718.2,0,855.2,894.1
"puuP",0,0,0,0,0,0,0,0,0,0,518.7,319.4,0,0,0,0
"ydiE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"thrS",3933.6,3514.6,801.1,292.9,1604.1,3036.9,739.3,1321.3,1438.5,1130.4,2025.2,2513,5536,1467.6,1482.7,1776.2
"yffS",1657.9,611.2,1813.1,2484.1,764.8,1036.1,539.2,368.2,494.4,456.6,633.4,975.7,474.5,497.7,0,108.4
"ygeX",3346.8,1040.5,4797.2,5798.1,1122.4,2119.1,597.5,521.9,0,0,1490.9,2679.3,0,0,540.2,575.7
"trkA",0,0,1044,835.6,0,106.8,0,0,0,0,920,1642.1,0,0,445.5,308.3
"mtlA",2483.3,997.8,2172.8,7057.1,955.8,1271.4,630.9,304.8,0,0,1034.9,3899.7,1370.9,581.3,720.8,991.7
"malK",0,0,2778.4,3089.3,1039.8,767.5,903.8,391.6,0,0,2082.9,2152.9,353.4,0,729.2,697.9
"fliO.8",0,0,1933.6,3203.6,0,0,0,0,0,0,496.8,822.3,0,0,0,58
"rpsB.12",0,0,2013.7,690.1,576.6,589.2,0,0,0,0,718.5,879.6,0,0,0,0
"pdxA",0,0,0,0,0,0,0,0,0,0,465.8,440.1,0,0,0,0
"priC",2193.9,1543,0,0,756.6,1157.2,518.1,458.5,0,0,1209.8,3940.8,0,0,489.3,509.2
"ybhP",0,0,0,0,0,0,0,0,0,0,509.9,555.1,0,0,0,0
"dhaL",0,0,0,0,0,0,0,0,0,0,604.3,519.3,0,0,0,0
"rstA",617.8,291.7,2578.3,4316.3,727.6,384.6,0,0,0,0,583.5,880.1,0,0,376.2,255
"malY",0,0,1761.6,1720.9,626.1,523.2,0,0,0,0,750.2,1519.9,0,0,0,99.9
"intS",0,0,4376.3,5399.8,1121.8,1051.6,0,0,0,0,957.3,764.1,0,0,385.7,251.2
"ygcU.1",0,0,0,0,0,0,0,0,0,0,481.5,505.8,0,0,0,0
"sfsB",2923.8,915.4,3951,6922.2,1117.6,967.6,0,101.5,0,0,1351.9,2064.9,0,0,811.3,774.7
"arsC",0,0,6484,7532,2141.7,1394.9,691.2,427.7,0,0,1330.1,2584.6,0,0,547.2,425.9
"zapB",3460.1,1968.6,10608.6,12303,2251.5,2344.5,452,414.4,0,0,1844,2252.4,0,0,757.5,656.5
"mrr",0,0,2856.2,4286.8,0,141,0,0,0,0,933.4,1264.4,0,0,0,0
"yjjQ",0,0,3660.2,4863,891.1,1687,579.2,501.2,0,0,1117.8,3667.2,0,0,426.4,410.4
"fliO.9",0,0,3516.4,8313.9,662,1509.5,0,0,0,0,1208.5,2286.4,0,0,529.4,598.9
"nusB.12",0,0,1239.9,1251.3,615.8,547,0,0,0,0,679.1,937.2,0,0,0,0
"frr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"qmcA",0,0,503.8,404.9,0,0,0,0,0,0,1008.8,527.3,0,0,430.7,272.6
"rpsA",1063,1269.2,875.2,538.9,872.7,1706.6,440,414,414.9,2326.5,982.5,5043,589.7,10734.2,458.5,814
"ycjX",0,0,0,0,0,0,0,0,0,139.9,1014,806.9,0,0,379.5,429.1
"ydjO",594,319.6,0,0,622.4,755.4,534.1,259.1,1454.1,600.1,2988,3642.5,292.1,0,847.6,965.6
"wcaJ",0,0,0,0,428.9,312.5,0,0,0,0,921.9,749,0,0,467,446.4
"wzb",1370.8,1852.2,667.4,354.5,844.4,544.3,0,116.4,806.1,838.2,1748.6,5086.9,265.9,657.5,828.1,1392.8
"ypfJ",11426.8,8926.4,10022.9,4359.9,2449.9,3223.9,857.3,1356.2,1542.3,606.3,0,0,366.5,0,1385.1,1724
"ygfX",0,0,5179.2,8531.3,1032.7,636.7,0,0,0,0,2077.9,2025.3,0,0,515.1,282.3
"arcB",899.8,751.9,5617.3,7495,929.6,1021.5,603.8,555,1840.1,646.5,3008.2,5511.1,4193.3,380.5,1641.1,2092.1
"waaZ",0,0,2626.6,4418.3,594,413,0,108.2,0,0,2428.9,3159.1,0,0,556.9,354.8
"yjcB",0,0,3504.3,3878.8,492.6,507.7,0,0,0,0,566.8,638.6,0,0,452.3,309.4
"accD.10",2989.9,1223.4,2426.9,1108.1,854.5,1768.4,0,78.1,306.4,286.7,498.4,892.3,365.5,3912.4,341.5,349.3
"nusB.13",0,0,871.4,865.1,0,0,0,0,0,0,0,0,0,0,0,0
"ilvI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rdgC",0,0,0,0,0,81.9,0,0,0,0,620.9,685.9,0,0,0,0
"opgE",3158.4,967.7,864.8,280.3,730.2,862.8,570.3,290.8,681.9,615.3,1780.6,2458.6,1179.6,0,941.6,981.8
"narG",1581.6,523.1,0,0,491.6,612.1,0,0,0,0,993.3,1273.3,0,0,529.6,495.8
"nth",0,0,0,0,0,0,0,0,0,0,694.9,1272.4,0,0,400.3,207.1
"fliN",0,0,0,0,0,0,0,0,0,0,615,964.5,0,0,0,0
"dcm",0,0,3148.2,5660.3,0,76.2,0,0,0,0,1015.4,1720,0,0,378.2,391.5
"frc",1834.3,610.5,3299.5,3891.7,649,745.5,0,0,0,0,1008,3044.9,0,0,491.7,698.5
"sdaB",0,0,2762.2,3574,854.5,1908.5,737.8,966.9,0,0,2882.5,6907.7,0,0,0,0
"tdcG",3026.3,763.2,5536.8,7397.1,749.4,1117.2,0,0,0,0,729,1341.8,0,0,418.9,227.7
"dctA",13084.8,28619.3,43100.3,24263,336.6,197,730.9,648.3,678.9,523,2022.5,2831.7,2335.9,303.6,856.6,723.9
"frwD",0,0,3578.1,3423.6,1271,680.2,660.2,263.2,0,0,2856.6,5808.6,0,0,632.7,331.2
"yjjW",3386.9,1690.8,7105.6,4441.8,4545.8,4084.8,0,0,0,0,822.1,1101.4,0,0,0,45.1
"accD.11",0,106.1,1276.4,1711.5,0,103.2,0,0,0,0,512.4,1161.3,0,0,0,0
"rpsB.13",0,0,1041.4,1249.6,0,0,0,0,0,0,490.5,464.5,0,0,0,0
"pyrH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ybbJ",0,0,1977.7,2113.7,0,0,0,0,0,0,1662.5,474.4,3441.6,342.4,0,0
"cmk",0,0,0,0,0,130.2,0,0,0,0,619.9,672.2,0,0,400.2,295.7
"ycjW",0,0,858.3,330.6,620.1,454.6,0,0,0,0,982.4,641.6,0,0,512.7,328.6
"tcyP",0,0,0,0,595.9,749.3,458,262.6,0,0,1091.4,1085.9,0,0,457.6,230.2
"wzxC",0,0,5170,9746.4,0,154.7,0,0,0,0,784.4,1143.7,0,0,497.9,489.8
"wzc",0,0,0,0,471.8,384.2,0,0,0,0,656,621.9,0,0,516.7,489.8
"tmcA",2415,1478.9,4196,5586.1,812.8,1105.7,0,53.2,0,0,1077.6,1003.4,297,0,593.2,584.2
"fldB",1593,1665.5,3908.8,6314,727.7,848.7,0,0,0,0,781.7,1063.4,0,0,436.7,445.9
"elbB",0,0,2919.5,5090.6,0,157.2,0,0,0,0,1129.5,1167.1,0,0,578.2,385.3
"waaU",0,0,1826.5,3397.4,0,0,0,0,0,0,778.2,692,0,0,0,0
"ssb",9452.4,4735.5,23562.2,10038.6,8192.8,7004.8,702.8,482,910.7,511.6,2577.5,2879.2,4573.6,482.4,1387.2,1104.6
"fliO.10",16701.4,13910.8,44625.4,18997.7,4841.4,7553.4,0,313.3,0,0,1480.4,414.8,0,0,0,0
"rpsB.14",0,0,1457.9,1078.6,739.8,228.2,0,0,0,0,900.5,684.8,0,0,0,0
"leuO",0,0,0,0,0,113.3,0,0,0,0,1206.8,589.9,0,0,0,0
"ykiA",0,0,0,0,0,0,0,0,0,0,647,410.6,0,0,0,0
"ompX",0,0,0,0,0,0,0,0,0,0,1329.2,725.2,0,0,421.1,284.3
"narK",3317.6,2842.5,1455.9,481.6,1262,1656,704.9,588.8,2652.4,2060.2,3609.2,8610.4,11760.2,1783.6,1402.2,1722.2
"rsxE",0,0,0,0,702,566.8,0,58.7,0,0,1369.9,451.9,0,0,391,276.6
"fliM",0,0,0,0,0,83.8,0,0,0,0,1158.7,648.7,0,0,0,0
"vsr",0,0,2585.8,4566.9,834.7,1098.9,531.3,481,0,0,1999.6,1907.9,1312.4,298.8,829.1,1069.6
"oxc",0,0,2485.6,4635.8,721.5,733.1,0,64.1,0,0,2626.7,1237.4,0,0,653.5,505.7
"sdaC",0,0,6461.2,6186.6,1289,2125.9,0,0,0,0,1991.3,874.4,0,0,468.1,203.7
"tdcG.1",0,0,2747.6,5023.3,966.2,371.8,0,0,0,0,1389.9,1391.8,0,0,475.6,365.2
"yhjJ",10300.3,14274.2,42783.9,22130,0,0,972.2,1233.5,0,0,2532.6,2175.8,0,0,828,881.9
"pflC",5734.7,2222.5,15123.6,8228,3298,2798.7,0,0,0,0,1896.2,1212.6,0,0,371.2,248.2
"yjjV",0,0,2938.6,3032.3,0,140.2,0,0,0,0,1137.8,574.4,0,0,0,0
"fliO.11",2270.4,5890.9,2767.9,4294.3,1041.4,982,0,0,1381,6763.3,768.4,4643.8,665,11032.2,357.4,618
"nusB.14",0,0,1878.8,1203.9,818.2,392.6,0,0,0,0,1292.3,1347.7,192.3,649.9,0,0
"secA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ybbY",0,0,554.2,309.9,0,0,0,0,0,0,901.4,492.2,0,0,0,0
"ssuD",3104.6,2110,3995,8887.5,10071.9,2833.1,671.3,563.8,1334.3,3396.8,2401,3807.2,5216.5,6137.6,1910.7,2005.3
"intR",0,0,524.7,206.5,1041.5,464.7,0,0,0,0,9276.3,2116.1,0,0,721.7,611.7
"grxD",0,0,0,0,455.3,418.9,0,81.4,0,0,1679.3,2770.8,0,0,495.6,485.4
"yegJ",1080.8,478.1,0,0,1271.8,602.2,0,34.8,1293.3,530.3,1918.3,1980.8,300.7,0,1009.4,1062.2
"yegR",1780.7,699.6,5399.4,6353,1105.7,764,0,0,0,0,1024,929,0,0,573.3,371.1
"purM",0,0,4023.3,5008.6,1030.9,723.4,0,38.6,0,0,1316.5,1403,0,0,803.6,823.9
"ptrA",2548.2,3224.7,6296.7,8672.7,1929.6,2147.2,681.9,574,2788.4,723.4,10228.8,9019,9477.5,1670.3,1333.8,918.3
"degQ",0,0,5790.5,8580.2,1504.1,933.5,0,0,0,0,1655.4,2343.9,0,0,560,530.3
"gmk",3657.7,820.3,3437.9,3025.7,956.1,525.4,0,0,0,0,3137.6,2629,1344.9,350.2,608.3,431.9
"alsK",0,0,3496.4,5786.9,1062,746.4,0,0,0,0,2263.7,2863.3,1419.6,362,517.4,357.7
"creD",0,0,0,0,0,0,0,0,0,0,1152.4,702,0,0,383.8,304.5
"accD.12",3022.7,1207.7,2795.6,1705.5,1337.3,1799,0,0,0,0,1597,723.7,320.3,4492.9,290.5,319
"nusB.15",0,0,1084.7,1087.2,0,0,0,0,0,0,0,174,0,0,0,0
"thrB",0,0,534.8,233.8,0,227.3,0,113.5,0,0,3447.7,2903.6,0,0,482.6,287.8
"thiL",0,0,764.8,282.6,946.2,1794.7,549.4,443.5,0,0,2930.1,6910.2,0,0,443.6,210
"dacC",0,0,7192.2,17045,909.3,837,0,0,0,0,1292.5,1998.7,0,0,603,558.2
"kch",0,0,0,0,0,179.9,0,0,0,0,712.5,926,0,0,346.3,210.6
"cspF",0,0,0,0,1138.5,438.7,0,0,0,0,814,882.1,0,0,528.3,433.5
"msrP",3280.5,1302.9,678.3,230.9,737.4,821,544.3,353.7,1476.5,839.6,2105,2800.2,452.1,0,1152.6,1436.4
"ldtA",0,0,2024.7,4221.4,0,0,0,0,0,0,972.8,1117.6,0,0,0,0
"gltX",1444.4,596.6,8215,11648,2610.3,966.4,0,0,0,0,1026.2,917.4,0,0,0,0
"hycC",24132.1,36349.5,67520.8,28673.6,0,0,0,0,0,0,3368.7,846.7,0,0,527.6,260.9
"kbaY",8935.3,2297.3,7208.2,7158.3,1464.2,980,0,0,2035.9,299.8,5772,3267.6,8591.2,278.3,1136.5,489.7
"ghrB",8202.4,17478.9,39730.1,18173.8,2090.5,6570.5,422.7,346.4,0,0,1751.8,2164.9,0,0,0,0
"rplJ",1794.2,845.3,4736.5,3834.7,1018.6,846,592.1,367.3,0,0,1231.3,2514.9,0,0,0,0
"sgcA",0,0,2444.9,4574.2,0,0,0,0,0,0,944.5,1058.1,0,0,0,0
"accD.13",0,0,1496.2,1739.9,0,171.9,0,0,0,0,1154.2,1124.5,0,0,0,0
"rpsB.15",0,0,1331.3,1422.1,0,0,0,0,0,0,1007.9,558.5,0,0,0,0
"secM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"allB",20376.1,2245,4429.1,4766.7,1906,666.4,898.8,247.1,4769.6,458.4,30792.5,2946,29202.8,279.4,3398.5,496.9
"ssuC",0,0,2237.3,3108.3,1722.9,650.6,0,0,0,0,896.1,531.4,0,0,0,0
"ttcA",3179.8,3502.5,0,0,705.9,535.2,0,0,0,0,1600.9,1166.2,319.3,642.2,396,284.3
"lhr",0,0,0,0,0,0,0,0,0,0,1618.7,347.6,0,0,0,0
"yegI",1146.2,410.9,2488.9,4489,734.5,1684.4,649.7,781.2,0,0,2779.6,4065.4,0,0,528.2,344.5
"upp",6879,2911,13610.9,10796.7,2092.4,4310.5,541.3,292.7,0,0,1809.1,1186.8,1542.3,337.6,793.7,686.1
"recB",0,0,4924.2,7846.1,1006.9,505.9,0,0,0,0,1370.2,836.9,0,0,555.9,434.8
"zapG",2251.6,1163.8,4601.2,6943.2,699.3,843.2,0,60.3,1162.2,943.3,1801.9,3122.8,4834.3,1793,399.6,649.9
"ligB",8591.1,614.1,2481,4430,571,357.9,0,0,772,294.3,12378.6,581.2,6492.5,295.2,658,344.4
"yjcS",0,0,2361.2,3903.4,702.8,870.9,0,0,0,0,1171.9,922.5,0,0,347.6,277.7
"creC",2011.3,388.5,2498.2,1797.6,653.7,634.3,0,0,0,0,1349,1374.2,0,0,354.7,363.8
"fliO.12",13438.6,15017.2,47160,21737.2,5420.8,3411.2,0,0,0,0,1362.3,469.1,0,0,0,0
"rpsB.16",0,0,1418,925.1,633.8,252.3,0,0,0,0,1102.5,629.4,0,0,0,0
"thrA",0,0,0,0,0,0,0,0,0,0,0,0,546.5,0,0,0
"nusB.16",0,0,803.4,304.7,718,751.6,0,261,0,0,1321.9,1367.2,0,0,492.3,492
