"","0","1800","3600","5400"
"ggt",542.243,603.896,649.906,571.099
"yhhA",848.484,3712.6,1349.48,1809.09
"ugpQ",679.254,1380.19,947.641,854.493
"ugpC",129.394,474.576,322.174,263.795
"ugpE",137.621,730.07,425.451,342.827
"ugpA",139.823,1672.98,966.177,730.312
"livF",1441.32,750.84,509.043,501.784
"livG",1243.34,662.522,435.073,272.215
"livM",2191.08,1018.59,711.437,719.545
"livH",1722.62,877.691,702.052,580.422
"livK",5039.54,1508.95,1133.9,1325.05
"panZ",340.366,677.196,812.218,699.721
"rpoH",2357.57,1823.7,1146.28,1650.11
"ftsX",999.199,1132.22,928.15,861.179
"ftsE",1258.47,1168.89,748.962,879.33
"ftsY",1792.98,1178.92,814.591,996.289
"rsmD",952.011,1694.34,906.422,904.252
"yhhL",559.495,1936.57,1036.54,1047.31
"yhhM",611.952,852.881,568.678,587.081
"yhhN",669.646,990.876,589.036,517.718
"zntA",53.788,994.915,535.714,504.003
"tusA",681.892,2369.64,1290.57,1274.44
"yhhQ",401.432,689.028,425.641,436.616
"dcrB",2492.75,1668.43,983.557,1114.96
"yhhS",434.014,1466.82,929.01,804.185
"acpT",950.072,1812.12,1015.68,978.907
"nikA",9.05854,305.742,151.961,133.57
"nikB",82.4921,1450.43,771.953,517.7
"nikC",103.759,627.555,309.455,310.921
"nikD",12.8609,669.672,333.624,226.559
"nikE",181.427,741.445,533.74,374.865
"nikR",1294.15,1872.58,1010.78,803.158
"rhsB",59.5334,535.771,803.776,752.869
"yhhH",120.501,361.519,615.532,584.918
"yhhJ",676.791,446.629,507.745,414.204
"rbbA",816.255,644.205,510.8,527.934
"yhiI",1992.27,1246.18,878.473,928.788
"yhiJ",71.025,383.97,643.098,779.863
"yhiM",2395.51,1947.07,1198.45,1485.73
"yhiN",490.751,624.858,695.151,695.35
"pitA",1973.79,564.231,739.92,779.457
"uspB",993.392,3486.66,979.791,1712.36
"uspA",8247.99,4520.07,2917.01,3235.08
"dtpB",273.802,798.707,691.391,628.244
"rsmJ",512.213,762.199,776.8,746.642
"prlC",987.389,1077.71,681.778,643.045
"rlmJ",856.819,885.942,889.896,783.006
"gor",3511.94,1614.44,1246.39,1200.53
"arsR",139.31,377.404,540.461,425.706
"arsB",184.448,535.533,709.054,678.557
"yhiS",38.4856,382.835,769.242,874.48
"slp",8858.11,5333.04,3632.45,4443.21
"dctR",1233.34,1176.42,1374.83,1633.97
"yhiD",3360.13,2091.24,1872.88,2317.95
"hdeB",11714.6,8532.08,4332.54,4421.81
"hdeA",13637,9951.19,4909.86,5169.4
"hdeD",8146.07,5209.51,3055.07,3465.57
"gadE",9173.06,7958.26,3734.23,4271.86
"mdtE",3379.69,1252.66,1315.73,1154.01
"mdtF",2299.03,718.623,1068.16,939.207
"gadW",6783.99,4628.9,2725.6,3358.61
"gadY",2267.8,1727.23,1149.53,1973.62
"gadX",7303.99,5924.75,3222.15,4160.04
"gadA",10706.3,7976.17,4238.07,4513.62
"ccp",119.622,573.474,849.227,878.646
"treF",496.146,707.687,774.342,801.223
"yhjB",91.2783,325.003,630.319,526.341
"rcdB",336.621,710.676,909.132,749.958
"yhjD",769.321,1466.93,955.568,1132.71
"yhjE",2013.75,869.049,799.541,802.341
"yhjG",356.591,1220.56,836.464,761.109
"pdeH",116.617,851.791,612.783,514.382
"kdgK",741.442,874.559,639.284,587.652
"yhjJ",903.839,726.124,564.881,934.847
"dctA",466.168,1834.5,660.615,625.034
"pdeK",361.586,906.601,510.809,592.39
"bcsC",203.897,1528.82,840.08,644.575
"bcsZ",49.7915,1227.82,711.668,584.584
"bcsB",155.541,1672.24,982.016,669.392
"bcsA",88.7014,973.643,747.713,573.818
"yhjR",659.098,505.406,519.329,594.383
"bcsE",1358.23,1112.38,823.814,765.972
"bcsF",922.285,1159.49,949.046,789.852
"bcsG",537.928,707.328,676.623,651.242
"ldrD",189.486,758.753,797.643,882.229
"rdlD",35.0215,216.139,252.813,253.124
"yhjV",287.813,873.707,930.986,824.732
"dppF",1663.79,916.907,720.213,532.864
"dppD",1872.49,997.182,650.715,453.349
"dppC",2055.58,1031.68,813.822,637.579
"dppB",2720.57,947.443,829.14,693.751
"dppA",8481.89,6480.38,2350.68,1796.75
"eptB",160.847,333.144,556.001,516.176
"yhjX",92.1576,516.789,839.446,800.934
"yhjY",919.78,1387.08,984.111,1135.33
"tag",1142.61,1139.92,1068.98,1116.35
"yiaC",302.78,837.185,839.541,1030.65
"bisC",858.572,689.017,691.445,614.32
"yiaD",435.432,612.613,672.062,533.671
"ghrB",2476.47,858.557,824.771,854.621
"yiaF",1551.43,672.434,716.622,840.549
"yiaG",3173.91,2097.39,1341.01,1745.41
"cspA",1801.68,825.862,1404.28,1710.97
"hokA",13.8399,230.338,618.238,358.696
"insJ",43.3237,273.767,621.727,570.268
"insK",52.4319,304.462,770.221,700.5
"glyS",3589.08,723.982,870.042,752.992
"glyQ",4737.09,873.723,1198.24,1132.37
"wecH",81.9015,311.877,659.803,526.345
"yiaB",41.9227,333.772,738.534,846.283
"xylB",237.589,466.079,681.94,580.891
"xylA",309.186,911.721,998.201,1012.94
"xylF",129.905,937.49,1180.66,1046.97
"xylG",105.552,808.007,1069.62,1025.73
"xylH",198.844,858.846,1044.68,972.923
"xylR",161.635,367.572,649.562,613.278
"bax",1477.87,803.925,1020.7,1254.9
"malS",29.3178,237.29,304.658,232.073
"avtA",3083.82,764.025,715.484,660.188
"ysaA",158.247,638.308,765.953,642.645
"plaR",607.248,604.548,849.227,764.744
"yiaK",147.368,632.291,832.543,709.204
"yiaL",25.1206,310.869,828.242,822.844
"yiaM",2.70024,197.537,670.633,550.013
"yiaN",222.152,512.275,968.57,798.867
"yiaO",84.4691,494.132,849.823,606.569
"lyxK",34.5566,439.537,575.446,498.069
"sgbH",117.158,516.142,634.371,508.002
"sgbU",70.8688,495.285,563.627,437.889
"sgbE",114.283,388.375,490.228,447.361
"yiaT",103.354,380.67,640.63,598.537
"yiaU",214.659,477.042,724.748,702.373
"yiaV",106.14,293.775,565.058,489.592
"yiaW",34.5335,209.199,525.182,487.702
"aldB",257.785,4101.31,1022.94,1090.44
"yiaY",58.4085,220.327,423.85,382.548
"selB",695.501,343.219,510.856,379.465
"selA",943.427,700.627,848.123,732.895
"yibF",1336.6,1187.59,812.345,761.618
"yibA",794.253,1111.79,1057.42,1288.47
"yibJ",60.446,345.447,649.431,739.053
"yibG",26.6059,405.502,598.885,678.964
"yibH",16.3725,277.857,372.01,397.804
"mtlD",1484.15,1867.12,997.228,988.74
"mtlR",834.253,1134.66,741.196,705.614
"yibL",2034.73,1362.91,1281.48,1487.98
"lldP",286.08,2193.01,585.219,521.717
"lldR",466.711,2461.19,731.066,634.116
"lldD",514.42,1784.11,511.063,466.886
"trmL",485.817,883.496,633.619,772.503
"cysE",1130.58,1237.05,782.346,822.334
"gpsA",3604.3,2065.83,1169.7,1112.42
"secB",5370.7,2883.69,1315.62,1349.16
"grxC",4328.07,2377.91,1240.62,1397.2
"yibN",3420.52,1061.65,745.298,930.856
"gpmM",3183.59,1338.35,1064.73,939.787
"envC",247.845,266.457,271.566,238.079
"yibQ",284.447,303.637,470.951,509.969
"tdh",1041.03,1575.64,952.821,963.903
"kbl",257.501,425.89,353.656,384.509
"htrL",913.047,340.231,591.419,796.701
"rfaD",4392.33,1474.2,1456.25,1726.32
"waaF",1818.14,740.109,803.818,719.659
"waaC",975.976,305.996,430.017,464.919
"waaL",1887.58,439.406,670.564,868.509
"waaU",1269.42,704.607,913.761,1469.41
"waaZ",723.483,436.478,725.56,1091.5
"waaY",1156.9,557.478,629.788,949.867
"waaJ",828.102,578.998,691.36,1013.23
"waaO",1173.91,706.576,770.482,934.298
"waaB",715.623,447.879,576.516,830.173
"waaS",988.431,624.444,836.898,1144.34
"waaP",601.468,366.131,587.239,704.22
"waaG",1290.22,549.635,843.647,1035.47
"waaQ",1147.97,698.486,768.16,912.078
"waaA",347.384,320.739,336.317,352.899
"coaD",307.597,464.857,477.945,507.739
"mutM",284.693,784.591,850.887,870.78
"rpmG",12535.8,2508.68,2618.86,3925.99
"rpmB",9366.21,1859.43,1972.7,2763.42
"yicR",143.882,786.338,673.857,671.396
"dfp",2451.81,1482.98,1091.42,1093.21
"dut",3275.22,1115.15,799.924,725.513
"slmA",1689.94,770.132,570.226,565.834
"pyrE",97.1126,591.273,363.486,372.237
"rph",1188.4,1008.94,731.032,660.133
"yicC",1976.4,977.406,710.689,721.527
"dinD",185.172,1272.31,934.511,950.709
"yicG",138.371,840.087,751.237,764.696
"ligB",73.8892,526.436,355.582,340.803
"gmk",2952.44,1630.58,1004.2,1376.09
"rpoZ",3987.71,1402.82,972.098,1130.35
"spoT",1473.68,929.336,639.58,548.969
"recG",185.523,623.864,500.864,388.48
"gltS",519.547,768.098,682.822,752.658
"xanP",1418.98,973.664,830.528,809.62
"yicH",1256.84,1192.7,872.485,949.503
"yicI",130.134,914.348,651.19,580.627
"yicJ",203.947,1025.34,1126.51,1296.38
"setC",68.3963,604.376,1011.4,908.876
"yicL",632.037,537.221,933.655,840.772
"nlpA",2117.57,674.81,924.339,899.6
"nepI",186.331,333.847,726.595,589.011
"yicN",169.681,267.799,500.589,443.797
"adeQ",22.253,379.262,775.24,583.56
"adeD",115.529,436.673,481.002,448.811
"uhpT",221.507,719.51,793.527,570.808
"uhpC",243.58,887.68,792.367,609.876
"uhpB",48.5872,372.339,365.636,258.07
"uhpA",1160.64,960.62,844.949,745.454
"ilvN",2155.11,1536.79,1154.45,1101.91
"ivbL",5026.23,3476.9,1616.03,2118.34
"emrD",10.4243,773.59,660.343,491.338
"yidF",142.028,855.511,750.953,692.742
"yidG",235.629,585.149,671.069,528.992
"yidH",391.485,830.034,825.813,825.91
"yidI",191.134,935.635,837.233,873.203
"yidJ",58.1461,598.034,603.523,457.854
"yidK",33.108,391.291,524.075,413.066
"yidL",136.664,647.941,707.867,570.581
"glvB",86.5065,577.144,672.705,556.432
"glvC",7.9124,555.427,697.5,596.88
"yidP",69.912,942.042,845.574,714.96
"yidE",284.202,864.925,810.221,646.923
"ibpB",671.218,1758.57,1118,1544.19
"ibpA",1851.52,3342.84,1806.33,2285.59
"yidR",370.774,937.249,772.972,558.179
"cbrA",38.9932,743.498,577.608,349.305
"dgoT",59.3782,1343.41,992.103,713.117
"dgoK",200.028,770.404,712.632,527.622
"yidX",134.33,1107.88,1090.96,917.919
"yidA",1311.92,768.043,761.809,715.541
"yidB",631.05,957.292,567.777,671.225
"gyrB",2479.69,1478.8,936.582,769.708
"recF",471.964,729.314,582.855,460.618
"dnaN",1923.64,1294.48,1043.52,904.409
"dnaA",1506.19,1084.74,982.496,799.292
"rpmH",8532.72,1507.91,1487.77,2251.83
"rnpA",4027.34,857.648,892.087,861.961
"yidC",3170.62,1116.55,1019.47,899.433
"mnmE",1391.38,870.409,1123.1,1035.62
"tnaC",65.0709,995.339,424.201,499.823
"tnaA",85.5162,1530.91,992.036,744.112
"tnaB",38.7453,561.37,853.663,728.893
"mdtL",148.77,596.522,947.537,789.335
"yidZ",341.361,584.849,814.19,767.539
"yieE",1098.88,977.843,965.34,942.899
"yieF",1282.1,698.439,700.461,704.753
"adeP",1043.05,271.773,421.132,567.701
"yieH",560.904,436.827,891.516,759.008
"cbrB",177.233,539.802,1076.64,927.742
"cbrC",351.648,701.67,999.352,931.652
"yieK",89.5813,452.164,813.922,714.567
"yieL",61.2747,327.023,538.173,422.012
"bglH",39.3068,234.712,556.082,517.189
"bglB",59.5277,391.537,807.75,739.728
"bglF",65.6877,246.173,611.94,615.58
"bglG",36.4407,396.21,804.142,723.552
"phoU",1171.76,744.19,837.361,677.591
"pstB",3106.35,1130.9,1189.61,1221.86
"pstA",740.612,687.789,823.208,726.633
"pstS",2555.68,1179.17,1271.25,1038.2
"glmS",2249.05,527.883,622.473,512.281
"glmU",2616.99,1023.17,803.675,737.645
"atpC",3321.6,900.415,941.495,720.944
"atpD",7189.4,1690.15,1433.27,1193.22
"atpG",6044.25,1650.81,1420.77,1114.3
"atpA",11400,2252.3,1726.2,1217.64
"atpH",8311.12,1741.03,1405.25,1055.01
"atpF",8771.46,1736.5,1500.34,1300.62
"atpE",8448.36,2189.64,1496.85,1370.64
"atpB",6663.9,1419.6,1071.13,1042.14
"atpI",2677.05,675.453,784.953,792.931
"rsmG",710.238,556.286,945.647,744.207
"mnmG",1042.23,605.37,706.221,690.909
"mioC",2123.49,645.811,1033.41,1184.27
"asnC",502.399,615.484,785.086,754.289
"asnA",981.613,718.484,1306.46,1016.01
"viaA",374.789,660.161,625.033,457.574
"ravA",532.129,1163.25,806.592,744.862
"kup",644.333,724.559,809.497,701.068
"rbsD",2126.08,5160.84,1939.76,2099.85
"rbsA",213.559,1102.42,704.38,482.159
"rbsC",150.511,684.668,513.209,400.042
"rbsB",1510.01,2930.46,1367.07,1028.98
"rbsK",586.42,1341.14,914.748,680.029
"rbsR",165.963,902.043,678.31,429.13
"hsrA",241.554,797.343,679.275,515.79
"yieP",1482.82,1240.22,933.71,778.34
"maoP",2721.54,1043.28,909.433,962.203
"ilvL",8862.51,2853.39,2688.56,3795.12
"ilvM",1729.63,854.668,789.401,1174.44
"ilvE",4256.33,1009.44,950.884,1432.49
"ilvD",3043.35,1698.66,1319.56,1229.99
"ilvA",1377.12,873.383,532.615,669.888
"ilvY",196.62,1270.34,734.451,463.133
"ilvC",9196.27,1439.54,1123.43,893.311
"ppiC",1604.38,1410.32,932.945,847.634
"yifN",397.256,1525.7,1017.59,929.619
"rep",522.919,844.422,608.476,391.147
"gpp",966.792,997.978,818.484,616.234
"rhlB",2958.64,1132.68,951.195,911.512
"trxA",4033.7,1910.82,1422.53,1592.32
"rhoL",7504.63,2733.4,2167.97,2567.39
"rho",5935.38,1828.91,1765.14,1765.26
"rfe",1514.6,893.811,814.532,676.608
"wzzE",991.895,866.479,634.905,490.209
"wecB",1241.25,1061.09,783.592,617.202
"wecC",1330.85,1738.05,1055.02,858.127
"rffG",938.96,1031.82,747.248,577.335
"rffH",579.153,1071.13,813.626,569.795
"rffC",658.852,1320.46,890.619,644.316
"wecE",870.34,1198.32,864.82,604.881
"wzxE",356.501,959.468,726.793,626.932
"wzyE",563.201,1033.79,810.657,705.009
"rffM",377.492,672.817,569.723,415.83
"yifK",897.388,1005.6,718.755,621.213
"aslB",164.919,990.026,775.476,649.329
"aslA",19.1201,637.225,595.108,443.038
"glmZ",5566.39,2689.44,1629.99,2699.29
"hemY",1530.88,1290.58,1070.68,928.823
"hemX",1755.6,1461.81,1041.47,870.569
"hemD",1142.95,1209.11,835.319,738.979
"hemC",1722.44,1986.9,1265.71,1122.99
"cyaA",3245.66,1280.87,1158.73,1249.54
"cyaY",946.822,814.207,665.064,627.244
"yzcX",95.5508,1433.83,951.11,786.603
"yigA",1588.56,1055.13,690.767,594.366
"xerC",1248.17,792.573,719.234,529.621
"yigB",620.114,545.992,482.659,277.792
"uvrD",848.182,1087.38,746.062,699.898
"corA",1253.01,970.995,881.094,810.602
"yigF",61.2844,631.154,808.419,678.844
"yigG",80.009,955.056,1204.53,941.727
"rarD",201.42,470.385,616.671,624.915
"yigI",1544.85,1456.3,1084.58,1051.99
"pldA",937.076,770.193,791.926,775.801
"recQ",798.747,1104.88,797.665,643.41
"rhtB",584.423,1288.92,804.867,613.983
"pldB",1368.58,1883.43,1110.81,1065.7
"yigL",675.704,763.089,473.005,438.913
"bioP",199.485,1028.69,595.492,381.061
"metE",10259.8,3231.48,1375.27,1333.23
"udp",2206.87,2818.49,1538.95,1541.09
"rmuC",287.593,1338.67,704.434,562.561
"ubiE",3012.49,1896.65,1012.81,1037.47
"ubiJ",905.486,912.659,462.259,418.435
"ubiB",759.881,1414.78,824.979,628.864
"tatA",3505.36,2507.9,1195.22,1146.89
"tatB",2116.35,1487.76,866.742,723.646
"tatC",1067.97,1166.52,538.358,479.435
"rfaH",415.158,1319.18,671.197,515.215
"ubiD",1296.74,1801.25,892.644,737.416
"fre",2143.74,1722.99,871.399,905.753
"fadA",110.259,1554.21,496.23,381.908
"fadB",281.969,5290.95,940.219,731.572
"pepQ",2048.46,1700.32,873.679,786.163
"yigZ",856.693,1616.44,876.024,668.427
"trkH",554.65,1081.64,809.879,515.103
"hemG",1685.29,1602.54,971.333,850.792
"mobB",445.591,1303.48,976.908,759.203
"mobA",488.28,868.696,701.198,543.923
"yihD",4337.85,1432.9,1403.85,1494.08
"srkA",1177.69,851.407,585.62,637.084
"dsbA",2213.84,660.837,727.516,764.978
"yihF",69.8461,578.916,803.227,802.571
"yihG",215.142,391.32,706.194,527.827
"polA",2238.41,1541.53,1183.86,1092.05
"spf",5983.65,2096.43,1766.81,3762.08
"yihA",1198.26,600.457,613.391,651.883
"csrC",13511.8,8679.47,4614.13,4767.87
"yihI",2427.85,1812.1,1183.87,1092.79
"hemN",1653.28,1045.49,1075.38,831.584
"glnG",159.581,548.87,664.346,394.73
"glnL",365.136,814.277,762.286,760.6
"bipA",4981.47,785.551,1173.35,1117.47
"yihL",149.089,567.758,754.025,587.246
"yihM",175.885,796.269,975.719,770.834
"yihN",66.5482,437.548,902.222,771.35
"ompL",55.6776,332.06,794.066,705.602
"yihO",74.9966,385.532,724.408,570.961
"yihP",75.3041,385.715,644.435,733.496
"yihQ",214.268,575.869,734.244,722.529
"yihR",91.6467,301.434,534.604,439.519
"yihS",98.5369,524.588,691.921,518.922
"yihT",163.415,759.59,803.143,626.729
"yihU",66.208,436.064,525.806,378.514
"yihV",98.3106,408.741,612.268,463.105
"csqR",516.027,688.081,828.252,641.116
"yihX",856.727,1532.35,430.634,430.526
"dtd",1670.64,1116.95,813.259,673.51
"fabY",1752.4,1162.76,894.266,804.421
"yiiE",71.8226,383.778,738.353,692.799
"yiiF",165.74,307.97,651.917,614.376
"fdhE",988.356,720.368,728.662,637.474
"fdoI",351.213,632.711,596.05,497.598
"fdoH",488.312,910.245,780.04,626.166
"fdoG",453.444,662.566,514.363,399.327
"fdhD",357.584,615.912,871.558,786.431
"frvR",63.7066,382.214,432.261,330.248
"frvX",163.899,667.967,755.775,630.094
"frvB",154.471,526.417,739.814,527.362
"frvA",44.4948,361.317,636.752,428.12
"rhaD",104.115,544.217,697.642,714.495
"rhaA",4.75289,673.02,752.151,577.855
"rhaB",103.314,1042.57,1007.74,791.2
"rhaS",16.7686,286.285,316.244,235.894
"rhaR",44.8587,635.211,770.617,588.119
"sodA",5520.51,1118.22,1160.6,1048.38
"kdgT",91.504,704.89,833.71,750.554
"yiiM",880.987,1357.4,929.986,926.677
"cpxA",1751.33,1236.93,1037.16,914.525
"cpxR",3994.43,2649.26,1693.57,1556.02
"fieF",1078.66,896.971,959.932,959.982
"pfkA",3674.89,1907.25,1384.92,1541.57
"sbp",421.728,707.81,771.8,652.682
"cdh",670.667,830.718,1193.89,1016.36
"tpiA",7081.55,1651.93,1961.5,2102.77
"yiiQ",676.251,462.377,684.905,708.645
"yiiR",281.844,400.358,553.041,454.519
"yiiS",2976.48,2402.69,1503.03,1660.37
"uspD",3290.77,3380.99,2090.13,2229.99
"fpr",1372.78,899.609,958.871,822.57
"glpX",750.684,1387.85,880.003,821.729
"glpK",189.21,5815.36,551.288,471.339
"glpF",114.876,7365.63,810.896,721.355
"zapB",5169.06,3352.4,2192.52,2001.11
"rraA",2847.98,1994.56,1376.83,1552.28
"menA",515.206,858.18,762.477,686.73
"hslU",4077.99,3762.06,2287.28,2559.65
"hslV",3873.16,4422.64,2145.68,2699.57
"ftsN",1695.77,2077.94,1363.16,1204.82
"cytR",616.771,1017.44,540.913,503.171
"priA",548.058,1283.49,829.62,725.745
"rpmE",6228.26,3683.87,1906.51,2632.31
"yiiX",421.454,1230.47,831.672,803.351
"metJ",3063.21,2726.14,1256.98,1633.32
"metB",1537.9,1799.65,1000.77,932.342
"metL",1635.2,1556.58,969.16,911.597
"metF",4910.71,2523.88,1086.55,1201.13
"katG",2735.02,2184.82,1190.18,918.387
"yijE",293.476,1010.79,746.607,575.892
"yijF",71.9672,1578.33,837.9,665.308
"gldA",152.012,1306.12,647.476,474.366
"fsaB",171.39,1815.91,954.814,502.98
"ptsA",99.8814,1932.98,972.739,691.063
"frwC",56.802,1621.68,727.341,591.065
"frwB",22.8555,803.591,522.621,460.786
"pflD",69.6044,1320,712.616,512.492
"pflC",119.389,1152.43,612.398,478.646
"frwD",62.3196,1369.39,629.053,475.301
"yijO",509,1991.31,1019.5,846.611
"eptC",1960.47,2016.04,1100.78,892.637
"ppc",6116.02,2083.57,1885.17,1592.36
"argE",1687.83,2035,1251.22,932.118
"argC",3462.28,1803.1,2141.07,1069.78
"argB",3341.04,1738.27,1917.61,1054.62
"argH",1099.33,1234.59,1029.34,625.237
"oxyS",292.376,2874.76,1366.58,1278.74
"oxyR",1051.77,1127.18,703.105,608.075
"sthA",1810.46,2165.77,840.931,662.899
"fabR",2109.64,1866.92,1069.75,978.134
"yijD",1405.82,1587.92,917.384,865.408
"trmA",1914.93,2699.15,1237.98,1217.1
"btuB",1432.79,1667.2,874.41,881.538
"murI",1317.6,1814.94,1021.39,832.637
"murB",1134.92,1112.58,917.402,877.853
"birA",728.943,663.761,686.225,535.709
"coaA",1418.66,987.328,1011.32,785.778
"secE",4027.31,1277.72,924.262,1249.49
"nusG",3951.02,1287.95,966.72,993.745
"rplK",9719.94,1876.06,2103.82,2174.18
"rplA",9380.67,2003.2,1860.3,1537.57
"rplJ",12143.7,3761.69,2768.26,3363.4
"rplL",9546.68,3396.66,2113.62,2531.49
"rpoB",9412.58,3604.76,2649.16,2659.14
"rpoC",5319.54,2290.62,1576.73,1444.31
"yjaZ",126.022,1025.04,619.517,507.512
"thiH",85.3594,922.681,589.504,453.086
"thiG",150.205,1027.22,693.002,557.164
"thiS",183.062,840.231,515.166,408.777
"thiF",177.805,1495.22,909.088,590.454
"thiE",103.288,1090.83,626.216,378.828
"thiC",136.396,1107.45,622.782,349.26
"rsd",1397.03,2269.75,861.989,826.721
"nudC",1418.76,2025.58,995.708,876.161
"hemE",1077.54,1537.03,718.815,567.304
"nfi",1184.45,1703.78,846.93,578.224
"yjaG",937.903,1260.77,682.874,583.378
"hupA",10748.5,4780.13,2105.77,2264.39
"yjaH",287.104,1708.3,689.923,494.047
"zraP",61.2993,1809.4,808.484,571.558
"zraS",145.594,1684.17,645.173,582.766
"zraR",194.763,1809.35,919.408,523.072
"purD",2372.56,1528,608.105,344.026
"purH",4544.97,1856.96,894.578,552.584
"yjaA",146.97,757.928,919.21,763.714
"yjaB",227.239,909.281,793.453,565.338
"metA",2244.55,2265.11,890.476,846.367
"aceB",12059.2,7913.64,3504.82,4127.73
"aceA",10603.3,6050.95,2640.55,3096.81
"aceK",1281.73,802.676,510.777,525.187
"arpA",25.8052,364.92,790.032,704.72
"iclR",916.248,665.718,890.485,921.382
"metH",1269.28,1010.89,652.627,651.354
"yjbB",258.849,648.243,594.33,482.768
"pepE",201.103,591.538,662.329,496.405
"rluF",549.818,587.243,586.772,560.834
"yjbD",961.63,985.358,791.398,766.597
"lysC",3228.97,886.254,1739.13,1207
"pgi",7760.71,1375.7,2635.64,2431.6
"yjbE",274.798,291.67,430.085,424.951
"yjbG",105.715,214.77,198.922,177.285
"yjbH",59.5072,303.639,413.853,379.566
"psiE",702.192,439.47,680.851,695.235
"xylE",272.111,694.139,954.139,873.43
"malG",224.847,719.981,578.532,493.906
"malF",128.433,1533.39,910.671,734.372
"malE",593.896,2250.61,976.67,670.49
"malK",99.5372,724.991,493.334,450.237
"lamB",180.894,1214.09,857.633,786.16
"malM",169.799,884.391,711.408,692.203
"yjbI",19.9063,347.383,678.759,785.718
"ubiA",680.114,691.566,605.482,625.567
"plsB",1122.81,499.327,577.565,484.467
"dgkA",1525.17,723.883,916.937,759.993
"lexA",1034.89,654.859,620.241,742.706
"dinF",137.753,353.222,369.751,327.876
"yjbJ",1886.67,3746.04,2553.78,3631.3
"yjbL",1.49675,109.363,323.531,451.566
"yjbM",23.2787,338.878,803,816.467
"pspG",76.5128,287.091,586.299,565.737
"qorA",1424.59,991.46,1072.56,1263.67
"dnaB",1208.91,632.69,840.468,847.694
"alr",588.871,485.027,547.928,472.887
"tyrB",3971.85,1122.29,1227.37,1044.01
"aphA",321.082,766.4,698.421,779.143
"yjbQ",3824.4,1874.5,1489.31,1714.19
"yjbR",2020.58,1188.48,1221.04,1218
"uvrA",542.329,439.701,487.108,573.762
"ssb",2566.43,2198.54,1028.94,1539.2
"yjcB",316.272,330.825,573.255,672.995
"soxS",812.335,685.524,584.808,682.823
"soxR",277.479,437.907,699.003,731.751
"ryjA",2376.3,3827.05,2706.15,4223.9
"yjcE",722.304,419.11,772.641,642.42
"yjcF",19.8407,510.196,1020.89,939.677
"actP",100.167,1246.64,397.148,379.61
"yjcH",64.5905,2659.34,362.991,324.949
"acs",585.057,5999.6,563.253,460.206
"nrfA",222.35,612.112,620.782,611.086
"nrfB",94.4737,846.448,784.433,636.147
"nrfC",27.8907,416.156,462.74,342.647
"nrfD",124.198,864.606,698.545,640.353
"nrfE",54.7508,225.502,224.039,193.73
"nrfF",70.8996,767.773,795.727,765.042
"nrfG",70.6088,565.523,687.41,625.941
"gltP",493.53,1038.82,780.554,655.948
"yjcO",790.492,979.91,621.13,591.171
"fdhF",195.465,784.804,807.108,666.233
"mdtP",45.3397,817.324,762.843,559.42
"mdtO",45.8966,1252.61,976.773,827.527
"mdtN",44.2737,834.443,860.437,808.317
"yjcS",26.7379,776.733,1057.87,855.217
"alsK",177.967,699.669,822.513,737.034
"alsE",85.8531,551.988,746.13,609.79
"alsC",67.6853,416.581,567.762,437.684
"alsA",79.3946,689.297,884.474,677.766
"alsB",143.778,449.786,810.765,588.892
"alsR",477.165,468.073,556.679,568.943
"rpiB",405.916,1024.7,759.034,604.753
"phnN",149.547,618.249,392.264,288.532
"phnM",72.4107,509.003,306.598,224.405
"phnL",18.9144,723.576,493.859,305.643
"phnK",97.6995,515.57,360.753,286.39
"phnJ",37.7637,742.675,467.193,272.91
"phnI",76.7472,776.419,458.077,322.221
"phnH",82.4892,802.297,472.527,270.166
"phnG",71.5792,818.281,497.963,338.223
"phnF",46.5118,662.66,374.609,232.217
"phnD",86.1482,982.954,684.608,436.674
"phnC",30.276,642.495,575.845,452.182
"yjdN",642.145,1855.4,1059.4,1080.71
"yjdM",3944.02,1547.23,1299.47,1838.42
"rdcA",199.259,564.133,629.761,618.233
"rdcB",62.576,529.505,713.023,646.991
"proP",3366.51,1328.32,859.941,961.766
"basS",296.691,980.464,863.43,658.687
"basR",489.49,969.058,874.311,797.447
"eptA",188.038,730.181,821.802,764.223
"adiY",88.3417,485.149,1408.08,1295.77
"adiA",92.6351,459.451,810.743,799.085
"melR",269.99,1142.75,845.263,828.007
"melA",129.644,601.418,629.745,623.068
"melB",106.702,679.053,968.258,930.753
"yjdF",212.381,542.704,872.543,646.1
"dcuB",146.708,548.435,969.438,868.754
"dcuR",525.455,512.464,1005.31,825.012
"dcuS",283.219,370.366,648.539,596.445
"yjdI",1355.21,1777.92,1002.94,1177.12
"yjdJ",1844.62,2417.34,1583.16,1981.45
"ghoS",63.265,340.251,851.443,796.433
"lysU",1192.01,689.729,1815.75,1779.45
"dtpC",89.4593,257.196,573.287,505.734
"cadA",70.0402,497.026,1054.75,879.056
"cadB",58.251,333.415,829.356,742.868
"cadC",113.594,427.149,1108.77,1303.87
"yjdC",3609.95,2459.52,1700.01,1953.12
"dsbD",1219.96,642.116,1019.89,790.109
"cutA",2421.93,1123.82,1263.51,1170.36
"dcuA",138.484,566.74,853.331,832.174
"aspA",513.661,1933.41,1053.1,974.295
"fxsA",829.71,1727.32,1189.48,1495.92
"yjeH",467.035,593.898,1018.79,985.356
