"","0","0 | 1","10800","10800 | 1","21600","21600 | 1","36000","36000 | 1","57600","57600 | 1","86400","86400 | 1","0 | 2","0 | 3","10800 | 2","10800 | 3","21600 | 2","21600 | 3","36000 | 2","36000 | 3","61200","61200 | 1","86400 | 2","86400 | 3","0 | 4","0 | 5","3600","3600 | 1","3600 | 2","3600 | 3","7200","7200 | 1","14400","14400 | 1","0 | 6","0 | 7","3600 | 4","3600 | 5","3600 | 6","3600 | 7","7200 | 2","7200 | 3","14400 | 2","14400 | 3"
"yeiH",396.1,374.5,420.5,423.9,441.8,389.6,435,366,219.3,313.9,707.7,405.5,143.6,283.3,185.1,88.1,465.6,204.5,310.9,330.6,252.6,246.8,144.7,139.1,404.9,345.1,489.1,514.7,757.2,643,803.4,924.8,839.1,837.9,528.2,645.8,492.1,594.7,591.9,570.4,474.1,332.5,175.6,189.2
"yeiI",816.7,757.7,1108.9,1222.7,869.2,979.9,1133.7,905.2,789.3,637.2,1375.3,768.6,602.9,63.6,460.2,503.2,450.7,537.8,580.2,692.5,478.2,536,511.8,1194.5,881.5,761.4,936.2,872.4,583,696.6,700.7,728.8,866.4,741.8,642.4,482.7,439.9,549.6,540.4,500.7,340.1,544.7,1678.1,1613.7
"nupX",98.5,257.5,284.3,273.3,175,324.9,265.7,416.9,401.3,248.6,780.9,379.6,309.6,84.4,238.5,199.4,210.1,149,228.3,222.4,127,318.9,589.9,938.6,132,157.4,200.8,179.7,301.7,58.5,362.9,115,388.8,216.6,218.1,78.8,187.4,321.8,188,279,175.3,355.4,360.8,831.5
"rihB",159.9,118.6,176.6,350.2,322.8,194.9,180.8,349.5,113.3,310.4,943.7,520.6,620.9,55.2,474.6,587.2,450.4,397.7,444.8,370.4,693,270.4,733.2,1031.7,140,319.6,453.4,213.1,238.3,260.7,233.1,199.6,94.8,80.1,550.6,549.5,542.6,750.3,732.3,910.2,918.9,863,408.9,886.7
"yeiL",167.3,137.3,184.1,58.9,207.6,177.7,259,64.5,53.5,71,447.5,102.4,487,11.8,664.1,543.8,625,546.2,596.1,839,500.6,556.9,387.9,350.4,338.6,434.8,351.4,266.2,146.3,165,244,154.8,73,212.7,758.1,721.6,797.4,830,807.1,824.2,493.9,661.2,875.2,1217.7
"psuT",454.8,449.6,375.4,382.6,379.9,343.6,522.2,461.3,427.2,374.3,904.7,527.7,775.9,6.4,449.6,623.7,480.8,433.1,313.7,242.3,482.7,207,529.1,317.1,475.8,531.5,308.5,309.3,544.6,775.2,616.3,721.5,523.4,601.4,756,716,1342.5,1314.9,748.4,743.8,526,233,623.6,452.5
"psuG",346.5,521.7,330.9,473.8,368.5,93.1,251.1,266.1,393.1,299.2,497.7,366.7,435,13.2,226,92.8,65.3,97.8,77.3,142.4,117.5,102.7,218.3,259.8,388.1,328.4,627.1,399.5,243.9,202,565.4,216.6,298,128.6,725.3,576,2107.7,2403.7,539.6,534.6,146.4,361.6,414,488.4
"setB",371,391.8,662.7,547,618.7,718.5,676.7,557.3,404.9,391.8,545.2,191.3,267,210.6,327.8,210.8,317.9,197.9,209.9,336.3,346.5,377.6,539.3,362.4,346.6,397.6,386.4,442.7,273.1,432.1,194.2,252.6,379.3,374.1,412.9,193.4,255.2,366.7,324.5,391.3,46.1,267.4,339.4,438.1
"yeiP",1779.1,1682.6,621.2,706,741.7,611.8,824.1,619.7,638.2,574.3,946.1,567.7,3237.4,633.5,819.7,690.1,809.8,711.5,523.5,938.1,740.2,665.9,1009.5,871.3,791.9,647.7,492.6,474.8,265.8,254.6,265.8,408.6,435.9,439.5,1523.1,1564,1090.6,1267.7,631.5,710.8,368,333.6,2187.7,749.3
"yeiQ",500.9,534.5,674,664.8,472.8,335.9,434.4,412.2,482,484.9,1525.6,788.1,846.7,10.8,1095.9,886.9,435.1,462.8,699.6,544.1,623.2,426.5,1096.8,1753.3,483.5,534.1,512.7,587.1,739.4,738.4,763.4,884.1,456.1,687.3,509.6,340,335.1,495,400.4,673.5,906.7,1347.1,6462.8,9986.4
"yeiR",404.7,445.7,332.7,537.2,633.7,414.8,506,541.4,505.9,600.1,1193.6,1000.4,184.3,62.1,851,678.5,678.1,523.8,632.1,649.3,1154.8,977.7,1407.4,1956.1,526,626.9,540,388.2,239,301.1,358.2,456.3,487.5,474.8,652.9,387.3,541,859.9,617.7,266.5,215,929.4,1182.9,1723.1
"yejA",566.5,655.9,967.9,1073.2,551.8,652,371.7,482.6,298.6,283.8,449.5,266.2,670.4,17.5,850.9,848.9,952.6,789,955.1,906.2,292.9,500,266.5,443.3,792.4,1039.8,675.1,976.9,910,982,805.3,647.9,549.8,619.3,857.1,974,1098.7,1072.9,808.9,877.7,868.4,1367.7,608.4,1350.2
"yejB",405.4,329.6,598,536.2,365.1,301.7,307.5,236.7,203.4,224.2,506.6,75.3,259.3,684,1292,1331.5,1026.2,873,579.3,587.3,309,518.9,130,600.2,745.6,754.7,660.5,721.9,481.6,556.5,496.9,450.5,369.8,356.8,680.5,762.7,606.8,932.4,852,1132.7,683.8,817,539.1,468.7
"yejE",314.8,355.8,457.9,515.2,301.6,329.7,266.4,328.7,96.1,92.9,190.1,99.1,427.3,172.3,1102,1026.6,812.4,907.9,406.2,163.3,112.7,102.3,168.9,231.6,589,417,354.4,402,104.7,96.5,117.4,343.1,158.3,112.5,648,551.1,612.9,866.7,770.8,1205.3,262.7,481.4,372,96.9
"yejF",781,886.4,877.9,998,689,600.5,645.7,514.3,588,512.5,871.5,699.5,766.6,67,1356.1,1449.3,955.3,843.7,729.5,695.7,600.1,574.3,725.6,761.6,1161,1222.8,1208.3,1214.1,847.5,796,896.8,857,750.4,712.4,951.6,966.9,808.7,646,1272.6,1490.3,965,1292.8,1385.2,1055.2
"yejG",221.6,239.1,620.8,681.3,848.5,709.2,948.4,845.7,1629.6,1996.6,2755.8,2638.2,522.9,87.8,1268.8,1249.5,890,1102.8,5153.5,2670.7,5548.3,4139.2,6781.5,6387.3,406.1,359.8,778.4,709.7,1656.5,1330,1154.9,1147.6,1135.1,1101.6,523.6,477.8,648.1,965.1,1200.5,1406.7,4935.2,8473.4,19398.3,22095.7
"radD",469.3,517,365.8,513.9,598.1,392.9,423.9,472.6,324,434.9,689.1,498.2,199,49.9,459.9,600.1,533.1,402.3,391.7,724.4,493.4,470.7,592.8,1049.1,613.1,601.4,693.9,645.8,573,506.9,759.2,588.5,519.8,544.6,406.1,577.9,688.5,850.6,441,645.6,809.6,583.4,878.1,123.8
"yejK",1091.2,941.9,837.3,863.1,945.4,819.4,575.3,829.4,758.4,706.8,107.8,464.2,1663.8,143.6,462.2,600.7,715.6,946.2,593.8,349.3,608.7,613.2,429.4,242.6,1256.6,1147.3,946.6,958,1056.3,918.1,1347.8,1088.7,1505.2,1543.1,1558.7,1757.1,875.4,1121.3,855.8,1273.3,927.5,652.7,681.4,449.3
"yejL",5217.3,4077.7,2837.2,3184.6,4560.9,3802.4,2775.9,3587,4015,3432.6,1856.9,2575.1,3818.3,8.1,3086.8,3254.1,3461.1,3699.3,4173.4,3940.6,3657.1,4420.8,3298.5,3834.3,3024.6,2781,1884.5,2270.1,1435.5,1551.6,1864.4,1648.3,2861.4,2312.6,6387.1,5697.6,3252.6,3059,4193.9,3974.5,2075.3,1747.3,587.1,1042.3
"lapC",741.4,835.9,958.2,914.3,950,1122,971.6,978.1,806.7,876.2,1111.7,767,664.3,7807.5,676.8,704,884.9,726.4,729.1,843.7,608.5,862.1,1030.8,1404.2,675.3,668.9,566.7,570.3,434.9,453.8,410.4,524.5,621,499.8,809.9,744,449.2,596.3,501.4,708.9,360.1,494.1,279.1,751.1
"yejO",314.8,428.4,766.7,604.3,808.5,887.2,734.2,1118.9,1126.3,1195.4,1160.1,1058.2,595.8,6409.7,270.6,189.6,296.6,236.5,345.9,218.9,340.4,576.9,905.3,731.3,759.1,592.3,517.9,762,1170.5,1127.2,1383,1272.6,1236.8,1060.1,213.7,304.1,271.8,328.3,194,419.1,488.9,666.6,1357.4,876.3
"yfaA",158.9,184,45.3,142.2,173.1,144.1,67.2,67.7,53.4,54.6,445.4,268.3,152.1,1289.4,78.9,63,182.3,194.9,220.1,224.9,66.7,172.6,573.4,302.7,181.1,169.4,178.8,221.8,215,122,135.8,111.4,58.2,163.9,248.8,236.9,288,243.4,227.7,196.2,242.2,334.5,383.1,1386.2
"rpnE",448.9,456.9,647.4,497.3,536,703,622.4,570.7,647.4,659,743.3,569.1,925.4,18946.8,1295.1,1107.6,952,905.2,908.7,855.9,1210.7,1027.2,569.1,676.5,587.2,693.2,474,519.6,277.6,368.2,409.9,462.3,609.5,503.9,892.6,771.7,664.3,603,1008.7,1035.5,876.7,1160.4,2340.2,2000.4
"yfaE",757.6,526.7,210.3,325.3,263.9,47.1,118.4,153.9,139.7,53.7,339.4,75.7,539.6,3179,33.8,39.5,143.7,153.6,74.2,94.9,92.3,55.2,132,93.1,130.1,358,159.3,178.2,45.2,38,47.9,43.2,73.7,83.2,353,440.7,331.5,493.6,137.4,338.9,66.4,92.5,168.6,306.9
"yfaH",36.9,24.4,21.9,83.3,12.6,50.4,47,98.8,48.2,16.2,245.4,49,24.1,1674,23.4,48,14.2,128.8,21.7,98.8,24.6,111.1,223.7,50.3,198.5,264.6,215.8,125.2,82.8,15.7,93.7,20,37.1,60.3,145.5,75.1,45.8,164.2,109,40.3,162.3,25,443,55.5
"yfaL",802.1,889,1105.5,991,1179.9,1312,1735,1080.4,1458.3,1264.1,1489.7,1274.9,1640,417.7,1672.2,1070.4,1119.2,1208.2,1243.4,1475.2,1286.9,1884.1,3645.5,3453.5,1293.4,1438.6,1225.3,1559.4,1739.6,1437.3,1982,1523.7,1763.1,1482.6,1074.7,608.8,778.3,1233.2,1194.4,946.4,1757,1549.3,4612.1,4588.7
"nudI",879,856.8,863.1,930.2,807.8,666.5,461.5,545.6,298.6,282.9,1163.1,379.7,1425,40,2722.6,2236.1,1495,1516.1,1113.5,1666.1,1210.9,1234.2,1449.8,982,874.4,1062.9,1023.4,1076.1,643.4,724.9,682.7,723.5,816,780.4,1656.5,1944,1513.7,1278.2,1312.2,1645.4,1266.5,1917.5,2361.9,1672.5
"menH",1992.4,1547.2,1486.5,1255.7,1131,1040.5,835.8,881.4,646.9,534.9,974.3,747.2,1259.9,17.4,777.4,735,713.5,831.3,744.2,969.9,712.8,764.3,313.6,373.9,1497.1,1274,1094,1155.2,1150.2,1122,1306.9,1542.5,2006,1861.9,1265.9,835.8,997.3,851.4,906.3,1102,1298.8,961,319.4,522.8
"yfbK",123.8,137.4,34.4,228.6,191.8,43.1,243.3,169.2,149.7,49.7,561.4,457.3,281.6,1786.1,76,91.4,77.5,298.2,275.8,128.4,152.8,438.3,307.4,600.9,88.4,125.4,315.2,134.9,364.5,203,114.2,225.3,333.9,180.8,244.5,307.9,207.7,320.2,272.5,609,288.4,706.5,1353.9,1470.4
"yfbL",100,152.4,33.5,108.4,38.2,31.2,49.4,166.9,35.1,32.3,549.9,59,154,399.7,127.1,139.7,40.4,59,42.5,72.2,68.9,188.4,83.9,68,165.9,87.5,129.1,200.1,195.7,155.2,117.3,42,111,79.2,72,104.7,37.9,223.7,30.6,186.3,32.9,186,201.7,59.4
"yfbM",751.8,682.1,200.8,171.7,57.5,34.8,232.1,77.2,49.4,61.6,67.7,75.1,162,1488.1,568.2,613.7,726.2,608.7,282,283.5,109.8,106.4,147.5,107.8,703.1,611.4,692.8,593.9,117.9,134.8,334.9,269.4,459,97.8,912.4,1300.9,941.6,476.6,641.4,657.4,468.6,418.9,166.7,278.1
"yfbN",49.1,13.2,77.3,64.5,104.5,59.5,15.2,89.8,72.9,116.2,205,87.4,185,4580.5,45.3,25.1,9.8,16.5,15.1,96.1,12.1,14.8,49.4,14.6,84.8,102.3,104,97.6,61,86.3,50.7,85.8,101.5,105.5,98.6,84.3,61.9,72,62.5,78.8,76.2,115.5,66.1,32.9
"yfbS",201.7,278.4,343.5,304.8,215,347.6,282.4,306.2,297.5,266.9,521.3,412,388.1,122,535.1,593.6,473.1,429.8,318.3,336.1,662.6,490.5,813.1,581.1,506.9,446.3,634.4,470.5,694.2,721.8,753.1,607.7,634.7,790.3,369.9,425.5,708.1,641.2,422.1,789.9,805.5,968.4,5770.6,6176.5
"hxpA",1633.9,1367.3,1127.8,1577.4,1149.2,884.2,1378.9,983.7,1382.5,898.5,2216,1721.1,1431.3,940.7,1119.9,1194.4,946.2,1078,1069.4,1235.6,574.5,778.8,275.5,1152.4,3878.5,3154.8,1888.4,2657.9,1489.5,1371.3,1385.4,1197.1,1170,1141.3,2119.3,1573.7,2602.9,3688.1,2491.8,3938.4,1731.1,1837.4,447,386.4
"yfcA",1494.3,1145,1123.8,1033.4,1041.3,752.5,740.2,617.9,649.5,455.7,216.7,139.4,501,292.4,422.2,668.3,499.4,509.8,408.1,168.7,91.7,113.2,181.1,89.9,1561.9,1409.2,1221.2,1303.1,1131.6,865.8,1414.5,1104.9,1025.5,861.6,1030.9,1092.5,514.2,935,1123.9,1181.2,939.3,148.3,156.8,178.5
"prmB",4481.2,3986.9,2706.2,2938.2,3234.7,3081.2,2987.2,3301.3,2810.2,2287.6,1200.5,1152.3,3465.2,1314.5,1837,1841,2472.6,2387.6,1715.9,1579.6,929.5,1293.5,690.1,880,4415.1,4029,2294.7,2313.3,1209.5,1625,1606.1,1600.3,1919.7,1975.7,3665.5,3959.1,2775.4,3356.3,2224.3,2304.5,1062.5,1024,531.5,1035.7
"yfcC",674.8,686.6,439.5,501.1,551.9,444.5,549.3,532.3,468,480.4,1273.3,938.6,392.7,216.6,559.6,322.3,505.3,443.9,466.1,231,194.9,851.8,890.9,423,739.1,652.3,511.7,530.6,779.3,690,681.9,749,907.1,687.4,901.4,921.3,866.5,175.7,538.2,911.8,693.2,675.8,462.2,889.7
"yfcE",4660.5,3232,2889,2711,2976.6,2402.9,2745.3,2054.6,2229.8,2079.8,1602.1,2057.9,4917.1,109.1,3370.2,3738.2,3434.1,3592,3650,2783.7,2640.8,3078.2,2713.6,2813.4,3934.9,3647,2641,2996.6,2015.9,1941.9,2104.2,2092.7,2671.6,2364.6,5794.9,5931.9,7187.5,6551.6,5662.6,5256.7,4964.7,3623.4,2518.8,3427.6
"yfcF",502.9,623.1,1031.3,982.6,932.7,1059.8,1356.8,1027.1,1112.9,1093.4,1817.2,1537.1,545.6,200.9,1482.8,1610.3,1375.2,1469.1,1810.1,1687.7,2689.1,2138.9,2948.9,2959,466.8,540.4,671.1,646.9,1013.6,962.3,1049.1,901.3,903.8,704.8,810.2,800.8,989.4,1428.7,1394.1,1355.2,2070.4,1787.2,2906.5,3196.5
"yfcG",310,413.3,2516.6,2628.9,2331.7,2262.3,3008.2,2438.5,3326.9,3033,2878.7,3125.5,347,7058.3,2262.1,2191.8,1932.6,1795.9,2534.5,1914.7,2846.6,2647.6,2641.1,2437.2,512.2,557.1,1070.8,1078.1,1678.2,1527.1,1697.5,1749.3,1795.5,1132.1,257.7,447.1,624.8,867.1,1322.3,1204.7,2392.5,2718.5,4347.9,5001.1
"rpnB",411.6,703.4,1021.6,849.6,583.5,729.6,678.3,1081.9,1238.7,994.4,986.4,895.3,1742.6,1373.7,2152.2,2449.7,1613,1552.6,1584.9,1539.7,2247.1,2215.6,2551.4,2741.8,599.4,549.1,747.4,776.9,782,1031.4,926.9,1018.3,721.6,796.1,775.1,1103.1,2105.3,1511.4,1233.8,1413,1225.8,1273.4,2833.7,2692.2
"yfcS",443.5,375.7,542.9,548.2,447.4,435.6,437.7,519.3,365.4,485.1,653.6,474.3,992.4,314.2,951.7,758,530.7,594.9,766.8,721.2,584.9,666.9,1196.9,956.1,376.3,601.7,489.7,479.9,662.3,554.3,622.1,629.7,709,694.4,518.3,825.9,768.5,957.2,435.6,937.9,664.9,1144,1108.9,1449.4
"yfdC",249.6,347.4,808.7,870.4,840.1,881,1061.3,722.5,1446.9,1080.5,1290.4,1401.4,637.6,5125.6,1140.2,1272.3,1116.8,1090.5,1388,1484.2,2121.9,2327.2,2980.2,2345.7,409.9,499.2,856.8,931,1218.8,1170.7,1329.8,1150.3,1201.8,940,318,408.7,500.5,964.9,1116.4,1023.8,1979.8,1572.4,1450.8,913.7
"yfdE",75.7,116.9,91.6,153.2,158.6,184.1,193.8,287.9,216.3,195.4,426.2,211,152.3,3583.2,393.6,336.1,301.6,193.9,335.3,364.2,384.2,183.8,495.7,153.2,120.4,177.4,49.1,160.4,398.4,255.3,353.4,190.8,35.7,149.1,160.2,56.3,145.3,156.4,202.6,260.1,311.9,556.6,370.2,488.5
"yfdL",43.6,88.4,51.5,106,92.4,43.8,110.5,85.2,84.7,123.6,501.7,174.4,78.5,42.9,37.3,56.1,45.7,103.8,46.9,37.2,35.4,116.3,78.2,118,35.2,30.9,32.3,33.8,115.6,78,91.4,65,48.6,118.9,37.1,65.8,105,133.3,29.5,114.7,32,173.6,159.4,105.7
"yfdM",202.6,340.2,382.2,374.4,430.8,382.5,372.9,566.5,256.7,283.4,1276.2,801,433.4,50.6,881.7,659.3,585.1,689.7,709.8,793.6,904.8,795.2,2047.6,1696.4,342.2,206.1,434.8,478.5,333.6,422.8,430.8,686.9,517.5,476,616.1,528.7,642.3,909.7,614,966.2,849.3,1015,3466,2503
"yfdN",29,52.1,128.4,79.3,52.5,54.5,45.1,67,52.3,29.3,132.7,135.3,104.1,869.9,92.2,86.3,94.5,70.6,197.8,86.5,134.2,49.3,383.5,357,25.6,77.6,95.4,61.7,70,38.3,68.4,80.9,63.6,49.6,241.1,322,460.2,490.6,231.5,107,302.4,476.3,280.9,208.5
"yfdO",309.1,344.4,389.5,340.3,464,382.3,547.9,333.3,331.1,297.4,1195,549,826.1,270.4,600.2,647.9,639,470,806.1,742.3,1221.5,545.9,1803.4,2094.2,389.3,427.5,693.1,714.1,652.9,825,576.9,569.2,563.3,632,487.1,376.4,668.9,699.7,504,738.1,867,941.6,2686.1,2367.8
"pdeA",610.3,578.3,474.7,395.6,355.6,434.5,418.8,390.5,296.5,365.4,691.8,443.6,1686.8,10.7,1423.5,985.3,1336.4,1474.8,902.6,730.8,973,665.2,918.6,962.5,1088.3,1156.2,660.7,525.8,613,646.5,510.7,466,639.2,601,1676.4,996.8,1202.5,1014,1414.4,1057.6,518.4,1154.5,1653.3,1658.2
"yfeC",1321.7,1750.7,704.9,780.2,609.5,622.6,651.7,570.2,676.3,692.9,755.8,404.4,2163.2,3.3,3221.9,2821.1,2076.9,1820.6,1101.1,895.8,1692.3,1323.4,1589.3,1141.9,2318.4,2684.1,2247.7,2383.6,1756.1,1605,1461.8,1528.6,1251.1,1358.5,3855.3,3194.6,3945.9,3032.8,3621.3,2583.6,2561.1,3875.4,2757.9,2795.4
"yfeD",1138.2,904.3,458.4,601.3,299.7,477,333.8,594.4,456.8,402.8,630.7,486.9,480.6,3.1,137.8,212.4,103.9,104.6,110.3,164.9,228.1,184.7,394.2,456.8,2515.9,2811.1,1504.3,1727.2,1197.4,1342.1,951.6,981.8,917.4,916.1,329.5,387.3,269.9,263.1,230.1,330.2,329.3,482.2,680.4,400.5
"eutR",418.6,520.8,774.5,711.8,524.3,814.1,535.6,502.4,543.1,490.1,331.7,232.3,670.7,12.1,155.8,117.1,377.3,259.8,273.5,383.1,184.4,156.3,264.2,227.5,419.9,744.6,1056.7,1102.5,895.2,874.6,1101.2,982.5,845.1,1250.9,463.2,268,350.8,512.9,181.4,230.8,143.3,138.9,214.1,164.5
"yfeH",1087.5,1315,1230.1,1184.5,1659.9,1333.3,1205.8,1141.8,1217.2,966.7,1428.3,1529.6,2162.5,17.6,1847.5,1730.4,1602.7,1712.5,1466.7,1819.5,2205.5,1837.4,2140,2284.3,794.9,930.9,837.1,823.8,1159.3,1324.8,1221.6,1438.1,1350.1,1293,1141.5,1037.4,977.5,1234.4,1014.9,1194.3,1378,1472.4,2278,2550.8
"yfeK",425.2,275.4,768.4,842.4,603.5,561.9,508.7,689.3,506,602.3,99.3,252.8,57.9,825.9,116.6,187.7,180.8,195.4,196.4,149.4,122.5,80,136.1,130.2,414.6,330.8,625.6,453.6,491.1,567.5,651.9,399.3,704.3,525.5,37.7,118.4,39.3,42.3,37.4,62.5,40.8,42.3,161.1,169.5
"yfeN",675.1,580.3,1116.9,1221.1,1099.3,1287.8,1166.8,1610.9,1242.1,2434.4,2659,4169.2,914.6,3261,703.9,602,534.9,520.3,515.9,737.7,878.7,635.9,1635.9,1717.9,588.7,988,743.8,569.6,936.3,841.6,823.7,991.5,860.4,787.2,485.5,840.1,687.9,898.6,598.5,593,928.7,574.2,2011.7,1575.6
"yfeR",297.3,181.2,287.1,279.4,535.3,463.2,717.7,397.5,671,446.6,1243.5,801.3,715.6,234.4,826.1,1091.3,615.7,805.9,969.8,561.5,1248.5,688,1829.9,1189.3,455.7,491.5,416.2,424.5,599.4,994.3,447.8,586.4,121.2,262.6,522.3,407.5,463.3,587.9,554.5,586.1,932.6,710.8,1194.1,2587.1
"murR",412.5,638.6,801.9,878,880.4,689.5,975.9,825.9,775.6,739.9,835.4,958.6,1358,22.8,1050.2,1016.5,738.6,807,857.3,1220.2,1377,1219.3,2364.9,2291.3,750.2,665.3,723.2,639.2,716.6,715.5,766.8,818.9,734.5,741.3,663.9,651,899.8,807.2,612.8,624.5,1232,1459.9,4153.3,2536.6
"murQ",1681.1,2023.8,1578.2,1405.4,1142.7,1060.7,1502.9,1304.1,1398.6,1271.9,2592.7,1353.4,2329.4,288.5,1760.8,1944.9,1904.2,1691.5,1173.3,1805.1,1909.2,1406.2,2489,2898,3575.1,3428.4,2310.3,2131.1,1515.6,1463.5,1568.3,1205.9,1643.5,1370.2,1707.7,2247,1641.3,2032.2,1758.3,1469.1,1774.4,1981.6,5233.9,4709.2
"yffB",1212.1,1027.3,848.1,872.1,919.3,665.1,913.9,976.2,784.6,793,729.7,919.8,2587.4,875.2,1736,1368.2,1284.5,1339,1566.7,1448,1881.2,1464.7,733.4,960.8,1741.8,1579.2,2602.3,2354.6,1675.8,1897.3,1482.6,1691.3,1242.3,1004.6,1824.1,1260.4,3705.8,4905.7,3575.1,3571.1,1868.5,2484.5,2620.3,1619.1
"aegA",784.7,945.5,1042,1155.2,1303.7,1271.4,1532.5,1227.1,1260.2,1123.7,3134.2,2442.6,1891.5,47493.7,1586.7,1229.6,1044.6,1286.5,1514.2,2017.5,2573.4,2373,4959.6,5051.7,1728.9,2142,2242,1815.8,1847.1,2125.1,1903.4,1939,1773,2065.9,1060.6,948.1,1439,1738.4,1281.7,1557.4,2517.4,2263.8,8047.5,5977.6
"nudK",567.4,335.5,193.5,226.1,489.3,363.2,112.7,373.8,377.5,327.3,95.9,103.9,177.5,126,165.5,276.1,453.8,314.9,317.8,173.9,411.3,151.4,306.9,128.9,805,816.8,793.4,859.6,600.5,688.1,150.5,361.2,379.7,192.6,102.1,102.7,152.7,174.9,164.1,128.2,118.6,130.8,429.2,232.6
"rodZ",5692,4996.9,5171.6,5651.9,5942,5578,5954.3,5999.9,5835.4,5975.6,6604,8569.3,3817.2,446.8,4841.6,5322.5,4733.8,4941.6,5784.6,6277.4,11576.3,7143.6,11098.4,11668.4,6052,5746.3,5379.9,4913,5949,5508.2,4386.4,5949.1,5005,4916.3,4581.3,6047.8,4461.3,5928,5915.2,7886.6,6295,7229.1,4002.7,6713
"rlmN",1930.8,1519.7,990.4,907.6,1983.3,1626.1,2009.8,1653.3,1912.1,1860.5,2439.3,2277.7,2061.5,1069,1395.7,933.3,1174.4,1156.7,1816.9,1898.7,1951.4,1829.2,1663.9,1758.1,552.7,595.9,507.7,487.3,381.8,591.5,315,716.5,466.4,356.2,1699.9,2432.8,724.5,690.6,652.4,717.6,492.9,756.5,1228.9,1276.8
"glrR",1857.9,1338.4,1920.4,1891,1802.5,1322.2,1253.2,1289.1,1265.7,1137.9,1173.5,1204.5,2605.3,256.6,2339.1,2617.7,2353.6,2409.4,2478.1,1816.7,1731,2286.3,1765.3,1967.7,1877.7,1750.1,2223.6,1565.1,1837.2,1824.4,2027.9,2119.7,1895.9,2033.6,2756.6,2773.6,2513.4,3761.2,3570.1,4520,2344.7,2361.5,2442.3,2471.2
"pgpC",870.2,784.9,1391.5,1337.5,1512.4,1650.6,1883.3,1474.1,1629.7,1589.7,1588.1,1281.9,795.8,387.7,2155.6,2261.7,2413.4,2265.8,2233,1975.4,1707.5,1704.9,1595.5,1572.4,1476.5,1129.5,1816.7,1430.5,2453.7,2395.5,2712.8,2196.8,2171.3,2183.7,990.6,1111.8,1709,2069.1,2293.9,2184.8,2981.3,2967.1,3094.6,2500.5
"tadA",578.7,624.3,657.4,869.1,857.3,671,761.4,872.6,468.5,501.1,931.5,393,1262.8,27.1,1099.8,973.2,883.6,807.2,717.4,723.8,555.2,530.9,814.5,1095.1,806.8,922.8,821.2,799.8,1123.8,1299.7,1128,1200.9,936.8,960.6,697.6,1289.6,908.4,1150.3,978.9,1649.7,1076.3,1350.4,1581.5,961.4
"mltF",99.7,116.7,94.3,117.4,110.6,146.8,118.6,151.9,70.2,53.4,131.3,197.2,143.9,134.4,58.4,52.4,159.9,206.2,189,241.5,96.5,62.2,123.3,278.1,74.1,21.2,30.7,29,78.8,153.1,54.9,143,104.2,41,52,81.8,32.7,46.6,44.4,45.7,131.3,82.4,176,162.6
"hscB",2359.3,2062.3,982.5,1082.8,981,999.4,859.5,1000.7,3520.5,2608,2738.5,3174.4,2201.9,74.4,969.7,1148.8,1053.2,1016.8,1524.9,1515.6,2185.3,1529.2,1975,2298.1,2157.8,2081,1216.9,1148.9,1083.3,914.6,833.4,1199.8,1357.9,1560.8,3574.6,4309.9,2135.5,1783.7,1031.8,1182.4,723.3,579.6,319.2,429.6
"iscA",7466,6751.2,4999.5,5326.7,4167.7,5423.7,5446.2,5472.7,16616.6,13268,23439.9,24255.3,9958.5,43.3,7345.6,8614.7,6737.1,7298.2,11968.7,13236.7,23770.6,22837.2,25782.1,26240,7628.3,7614.1,7026.8,5999.9,6235,5091,6262.4,5673.4,8905,7306.2,14178.3,16479.9,10470,9524.4,5412.8,8593.7,5521.2,5440,5637.1,5336.2
"qseG",2801.4,1954.6,2210.4,2309.6,2946.8,2273.3,1817.9,2296,1943.3,1700.3,2357.5,1828,2352.3,170.1,1488.5,1595,1805.7,1831.9,1936.9,1812.1,1248.2,1473.5,2202.8,2888.6,2486.2,2819.1,2690.9,2559,3506.5,3319.5,3234.5,3444.5,3459.5,2997.9,1967.3,1975.1,2284.5,2707.7,2933.4,3378.3,2921.8,1949,1139.2,1635.8
"yfhH",928.9,805.6,466.6,575.1,506.6,513.1,281.6,427.7,429.3,412.8,694,794.8,880.8,2577.2,512.2,373.5,555.8,550.7,407.4,683.2,498.9,634.3,1023.5,998.2,1085.3,1132.6,483.4,590.5,878.4,883.5,1062.5,884.7,904.7,1002.5,1107.6,1208.8,957.1,1138.7,817.3,1241,978.9,1098.2,1370.4,1250.6
"iscX",4233.3,3075.1,1651.5,1750.2,1360.6,1267.5,1298.1,1255.8,2171.5,1639.6,1800.5,2238.2,3560.2,4022.5,2487.7,2940.3,2287.9,2351.7,1650.9,2006,3666.5,4001.1,3417.3,3255.7,3117.1,2979.3,1957.8,2050,1230.6,1339.5,1230.8,1287.8,2063.6,1987.7,4477,4891.9,6804.2,4497.7,3261.4,3167.5,2057,1847.2,197.9,1128.9
"glrK",1404.5,1508.7,2623.1,2629.1,2525.6,2537.2,2711.3,2938.2,2604.4,2717.4,3409.9,3082,1719.5,10995.7,1911.6,2492.6,2818.3,3044.1,2551.5,2488.5,3061.4,2990.9,2897.3,2821.6,2157.6,1496.1,2025.2,2297.8,3290.3,3578.2,3237.5,3424.6,3584.7,3277.5,2751.9,2291.1,2933,3222.4,3193.7,3769.2,3134,3711.8,4078.1,2974.5
