"","0","54000","108000","162000","378000","0 | 1","54000 | 1","108000 | 1","162000 | 1","378000 | 1","0 | 2","54000 | 2","108000 | 2","162000 | 2","378000 | 2","0 | 3","54000 | 3","108000 | 3","162000 | 3","378000 | 3","0 | 4","54000 | 4","108000 | 4","162000 | 4","378000 | 4","0 | 5","54000 | 5","108000 | 5","162000 | 5","378000 | 5","0 | 6","54000 | 6","108000 | 6","162000 | 6","378000 | 6","0 | 7","54000 | 7","108000 | 7","162000 | 7","378000 | 7","0 | 8","54000 | 8","108000 | 8","162000 | 8","378000 | 8","0 | 9","54000 | 9","108000 | 9","162000 | 9","378000 | 9","1242000","378000 | 10","594000","810000","1026000","1242000 | 1","0 | 10","54000 | 10","108000 | 10","162000 | 10","378000 | 11","1242000 | 2","378000 | 12","594000 | 1","810000 | 1","1026000 | 1","1242000 | 3","0 | 11","54000 | 11","108000 | 11","162000 | 11","378000 | 13","1242000 | 4","378000 | 14","594000 | 2","810000 | 2","1026000 | 2","1242000 | 5"
"caiE",66.2208,121.433,333.973,105.203,289.932,236.282,261.442,181.523,454.235,461.494,440.653,82.3193,248.995,117.072,62.4279,91.371,66.6093,481.055,83.4927,76.9427,75.2207,490.426,1028.84,145.872,265.357,61.2503,63.4071,169.131,110.378,591.189,50.4332,71.3996,253.843,141.047,107.431,161.521,109.724,332.079,118.611,75.2666,27.4418,55.8866,233.02,66.3363,231.688,68.285,49.3171,82.6538,50.9717,189.144,117.979,78.1076,104.157,47.5723,73.2502,86.2949,119.271,83.3342,193.545,162.178,58.6905,157.565,43.1008,43.7213,64.6193,59.8564,286.78,133.564,36.1845,100.285,126.769,87.9012,49.5269,174.405,60.6843,32.3249,76.167,74.8903
"caiD",85.3843,109.14,156.657,59.6482,205.744,100.682,116.632,140.849,364.236,282.972,179.807,41.8622,121.561,43.106,68.6838,81.9964,39.2179,381.005,79.4387,59.4564,70.9508,284.714,634.211,91.293,230.803,38.3777,134.539,139.344,97.6738,372.728,49.3559,83.5741,118.67,69.8676,127.508,103.541,72.1112,209.585,104.679,85.8911,48.6476,53.3424,166.406,53.5859,158.588,68.0919,92.9149,73.2723,31.6311,118.188,100.974,37.1474,117.091,67.0223,67.5013,85.1568,125.183,80.0483,123.012,96.7676,85.3929,111.163,46.4079,44.1293,60.1452,100.586,135.51,121.873,80.7785,43.3135,88.4132,58.5558,49.9505,135.024,61.3447,61.0075,61.0249,75.6435
"caiC",132.928,142.238,200.201,51.2715,175.724,196.265,106.269,77.2731,226.871,188.9,228.396,49.5432,249.343,60.3018,121.527,95.4662,96.0243,289.109,68.6696,89.2972,124.043,307.42,454.253,58.8599,214.834,44.3827,96.1965,147.422,63.0631,316.02,119.139,108.343,172.635,141.001,107.868,117.921,51.6988,167.596,38.5828,90.5672,170.553,120.191,168.935,90.3514,156.447,149.116,107.081,88.7676,84.123,162.503,186.545,84.5424,75.4308,104.516,32.4591,117.299,162.105,52.3044,129.579,167.407,54.9838,102.21,84.9179,104.008,68.121,36.9312,148.554,98.2178,64.4858,72.9905,87.3133,127.574,78.1141,106.222,100.263,71.5577,73.9595,95.0397
"caiB",293.618,171.523,129.561,151.35,161.579,228.028,123.551,92.2,211.599,200.093,282.387,172.264,217.645,108.952,127.724,201.327,157.341,230.515,132.107,105.784,192.834,253.478,282.691,63.1646,175.952,203.603,145.665,132.276,88.6085,215.138,166.771,128.134,112.338,147.686,147.236,223.839,28.0871,177.181,175.239,74.9879,204.626,126.597,133.634,102.443,120.013,205.251,135.141,101.4,109.029,134.546,114.457,123.969,109.005,109.876,112.51,173.718,268.832,108.977,179.394,111.593,100.398,135.079,104.97,127.45,92.9953,119.562,142.448,193.937,129.344,113.429,109.488,101.583,98.163,78.6787,51.7554,117.308,103.452,126.083
"caiA",203.603,183.281,166.913,174.966,232.911,260.809,214.847,188.673,265.387,305.455,364.845,104.695,236.144,134.576,129.176,258.907,153.68,342.828,140.32,159.907,237.859,313.97,540.788,160.437,228.549,218.954,227.376,162.106,140.692,350.721,163.421,207.076,214.781,161.346,168.945,260.187,111.215,228.605,134.258,139.383,221.689,136.387,210.458,119.583,219.315,257.372,156.021,142.232,146.48,175.116,157.154,176.136,147.332,158.726,125.185,187.101,316.291,183.454,167.595,229.088,167.835,148.294,166.327,152.137,147.367,161.65,182.701,245.876,122.541,137.081,183.337,124.427,89.8726,202.768,107.468,102.654,148.848,122.143
"caiT",43.9912,65.3553,151.28,42.3124,130.007,120.955,91.6284,99.4931,273.867,216.242,223.141,35.858,193.126,38.8174,45.2461,51.9544,32.8728,333.355,42.1249,24.2658,51.3389,282.107,575.35,65.0732,183.678,58.7717,48.49,64.9089,33.6903,349.416,23.747,39.4006,151.595,81.7496,90.9644,77.061,27.181,152.211,98.404,19.0808,34.2507,23.1386,170.074,32.7677,124.542,43.4263,37.1564,14.2803,40.4594,96.3705,72.2958,42.2061,49.1353,48.1861,33.7385,65.5937,101.597,31.178,2.08928,96.3789,43.1176,58.1849,25.4573,25.2184,28.1294,39.5227,147.385,17.1809,23.8687,57.7649,79.3785,32.7071,19.4171,101.929,46.3548,30.1598,38.5422,27.9234
"fixA",9.41208,50.3574,44.0884,17.877,65.5457,29.1535,37.6959,6.35963,111.463,74.4225,76.8469,4.31076,68.7311,13.3253,3.58691,7.56876,7.43813,123.486,4.09932,9.62755,8.0981,86.353,119.747,4.62423,51.9935,3.05372,27.7772,8.4899,36.5489,121.842,34.8275,6.29728,53.2199,25.0636,8.57778,27.175,23.7012,76.0728,5.82186,2.14387,53.0994,19.8047,44.7488,24.1395,36.1545,4.7322,6.19529,5.1209,1.75338,35.0715,54.7958,3.37827,38.2946,3.06627,10.2153,20.8277,30.1018,10.3924,20.1321,46.8909,7.73465,9.35574,6.28468,7.09775,15.9603,31.8401,53.5491,3.36383,2.84122,5.85262,9.7933,4.75422,6.76236,9.25589,2.57859,2.70545,14.9319,3.613
"fixB",96.5917,170.46,184.738,32.8982,220.012,202.407,210.108,143.679,305.25,320.347,301.151,78.3873,243.05,143.95,66.6711,98.6113,55.5976,483.357,18.0275,53.4667,61.5786,367.29,597.423,143.347,247.744,65.6266,78.4794,156.758,92.9832,427.727,76.1257,97.3755,207.524,143.438,175.973,149.64,117.266,272.754,62.2854,53.0171,76.5661,106.501,229.11,93.2424,248.809,80.9236,92.0327,53.405,48.1612,193.624,65.2913,94.1671,126.768,133.194,102.055,106.289,202.694,70.1054,110.755,201.334,100.718,191.231,74.7896,98.2245,80.2283,89.7733,287.578,234.98,21.4412,74.8227,212.634,30.0465,105.475,160.267,83.9201,61.3635,15.6802,73.8389
"fixC",47.687,94.9841,141.191,104.971,161.096,119.224,101.597,140.044,309.259,300.989,271.313,40.8093,142.831,88.0367,43.5871,63.4341,24.5124,415.708,50.1924,16.9564,51.1214,272.013,591.217,70.9777,244.707,14.074,79.9145,62.9282,66.0192,389.843,6.22208,45.365,133.455,105.054,66.3054,91.4653,57.3422,162.514,47.4696,12.376,26.1089,32.656,207.323,65.8698,210.479,52.7871,42.8886,35.8275,39.4657,105.382,114.547,10.2846,49.339,19.0652,47.254,51.7452,81.8317,54.5907,10.5519,116.372,25.2632,66.7586,35.4892,43.5547,63.5692,13.1157,141.963,50.7511,41.3046,72.0406,52.6158,48.7298,15.6073,59.5389,49.1308,41.276,46.7637,22.4154
"fixX",25.7908,56.1545,111.636,92.8486,147.807,73.7023,106.303,91.3142,227.206,156.022,161.626,49.0001,128.468,26.1226,27.2171,49.3098,26.2422,240.923,35.7051,23.7734,29.5463,185.088,503.56,70.5023,156.175,24.6307,33.3373,54.1464,46.0456,314.797,54.2068,30.5077,103.897,63.8759,54.2972,87.8409,4.02957,140.668,57.1196,24.6877,31.93,41.56,111.761,39.5857,141.58,49.4372,24.9346,17.2026,47.1969,87.2205,49.5545,31.1675,33.5237,44.9394,41.5118,43.3345,72.8304,27.1195,77.8782,63.7088,11.2692,100.254,29.8163,44.4712,28.3671,34.8679,144.054,47.3137,35.9989,10.5614,24.0553,31.8379,40.4481,57.6287,32.3415,41.6845,29.0011,57.1806
"yaaU",30.4494,54.802,89.4979,10.539,149.934,112.397,92.4549,106.364,275.952,350.821,200.456,4.9268,92.7823,5.99413,27.43,10.4357,18.4794,314.438,59.6716,2.8577,7.61698,238.319,670.434,61.3196,110.003,11.0001,42.7305,18.0735,7.24013,355.189,8.06419,9.78779,84.2213,46.1682,28.1388,26.6851,49.8925,126.953,26.0015,7.47568,8.34103,11.0048,109.706,4.62125,186.878,8.27783,27.4369,4.06789,4.48706,76.7862,42.1311,6.17149,22.5701,6.10708,6.06849,7.14974,99.6784,10.39,26.8277,135.921,3.80981,72.4611,4.14743,12.1543,5.91943,12.6808,112.368,36.8025,3.64994,12.5423,14.0011,7.26369,3.11294,9.75472,7.75278,7.78621,8.2093,5.30847
"kefF",588.633,335.754,308.728,279.571,406.98,583.91,271.02,258.311,360.968,380.596,633.536,220.772,402.711,254.204,347.425,603.444,277.149,356.901,143.607,385.298,656.968,383.06,349.359,229.806,358.252,436.841,277.62,274.047,228.888,504.648,370.382,282.803,381.252,334.664,349.724,370.162,206.585,301.127,229.054,335.267,554.468,262.596,302.308,339.672,267.736,645.298,327.062,208.265,249.206,332.596,383.956,367.663,315.237,295.106,251.269,292.904,482.191,223.986,242.376,251.957,256.71,259.532,294.4,400.288,227.586,240.654,261.412,273.054,249.062,215.482,242.499,227.629,233.429,276.443,280.856,259.839,330.802,185.335
"kefC",280.484,127.984,237.642,224.244,323.681,360.26,196.374,232.193,313.629,385.879,353.563,142.429,226.393,226.326,223.124,315.069,132.778,352.264,251.199,235.048,300.941,290.208,590.122,205.934,286.435,391.209,160.63,184.361,198.631,409.564,190.63,156.525,215.118,165.251,260.404,379.732,135.826,226.317,211.328,180.272,308.964,149.858,292.805,162.605,295.066,317.008,123.21,146.067,154.681,213.479,194.763,209.955,190.191,218.593,230.587,125.569,350.252,170.264,188.086,218.075,269.595,244.188,174.728,158.285,169.251,164.238,164.408,447.913,198.513,225.176,193.746,289.722,189.01,183.825,148.951,196.412,172.591,183.896
"folA",1567.44,2331.65,1392.02,1218.37,1632.72,1470.11,2845.72,1643.88,1349.52,1672.98,1284.41,2728.31,1292.06,1862.22,1829.39,1041.48,2756.76,1527.4,2222.28,1796.7,1203.27,2187.22,1154.47,2377.32,1573.11,1030.22,2782.68,1974.51,2288.58,1666.74,2022.8,2258.97,1712.36,1825.04,1859.22,1466.13,2561.09,1553.92,1621.28,1762.94,1406.47,2532.36,1811.1,1950.91,1540.14,1155.65,2471.85,2521.99,2152.3,2215.15,2108.93,2296.51,2633.44,2885.17,2715.97,2627.21,1723.23,2934.95,2039.07,2453.09,2297.92,2030.16,2535.51,2348.33,2291.3,2634.25,2667.47,1437.53,3023,2385.76,2808.87,2440.49,2220.94,2255.46,2298.16,2278.33,1992.17,2623.25
"apaH",1549.86,755.381,777.125,899.061,853.699,1293.9,886.748,1050.87,957.341,974.329,1755.41,947.642,679.353,1081.71,1041,1291.75,901.957,1098.13,1058.71,790.247,1482.26,1051.48,1362.71,951.322,1022.16,1639.93,884.649,879.855,1028.85,991.049,1437.16,719.051,624.012,833.218,714.247,1773.85,1158.67,696.816,976.354,1024.61,1148.18,996.664,755.443,712.394,971.294,1676.43,888.669,1299.01,771.533,1063.59,664.524,947.238,751.545,1162.23,1081.51,837.095,1280,1164.24,1072.98,1244.54,1390.54,1147.36,768.852,891.765,1102.1,1214.11,1228.18,2320.1,1164.34,1317.63,1303.58,982.522,1062.46,1075.75,1127.82,1115.98,910.437,1099.87
"apaG",2975.14,1601.35,1551.34,1066.98,1695.32,2717.32,1999.06,1644.86,1235.23,1692.31,2899.46,2341.91,1558.14,1649.16,1702.33,3293.75,1876.9,1630.69,1326.14,1811.38,3270.94,1743.31,1493.09,1858.18,1940.29,3676.52,1869.58,1758.21,2041.83,1635.75,2532.34,1683.65,1300.67,1488.99,1513.78,3374.46,1999.67,1379.07,1175.82,1764.25,2836.36,2112.03,1323.76,1563.18,1827.9,3939.05,1922.36,2426.39,2021.45,2013.98,1694.63,2495.44,2040.34,1914.08,2048.33,2259.82,3135.78,2021.58,1119.4,2370.61,1895.65,1946.61,1809.77,1653.57,2197.45,2247.98,1869.74,2316.9,2006.87,1775.11,2031.28,1733.3,2192.47,2204.95,2297.75,1886.8,2132.81,2109.88
"rsmA",3022.48,3039.41,2497.93,3159.21,2986.3,2883.79,4093.71,2755.37,2947.43,3162.94,2903.02,3595.43,2117.09,3369.71,2636.19,3049.16,3067.45,3079.94,3656.96,2909.23,3181.4,3096.57,2718.47,4030.56,2907.4,3380.97,3446.23,3362.29,3998.61,2661.8,3718.13,4045.62,2221.25,3200.96,3290.41,3709.64,4482.4,2214.27,3254.51,3253.36,3260.53,4290.43,2769.09,3105.09,3376.73,3242.46,3453.07,4634.4,3376.63,3828.17,3384.08,3652.55,4028.83,4226.7,4672.1,3539.26,2941.84,4786.94,3141.77,4516.05,4115.63,4607.26,3707.47,3231.33,4652.12,4425.68,4278.22,3301.03,4710.22,4591.16,4858.6,3325.98,4109.5,4413.59,4580.66,4103.14,3686.39,4714.84
"pdxA",2301.43,1747.53,1959.24,1301.29,2434.04,2462.26,2710.43,1872.77,2495.3,2251.61,2245.35,2539.91,1714.28,2564.03,2602.28,2213.33,1973.97,2280.04,2251.37,2401.2,2042.24,2007.83,1865.03,2734.97,2500.74,2174.22,2117.93,2744.09,2630.24,2309.23,2846.7,2885.52,1680.91,2422.62,2606.34,2704.27,2686.43,1818.82,1531.91,2346.22,2005.57,2941.77,2027.39,2593.4,2145.49,2515.79,2326.45,3539.77,2639.5,2855.13,2697.66,2794.17,2857.94,2806.82,2135.39,1764.91,2762.38,2486.17,1406.25,2666.4,2623.32,2923.65,2938.08,2539.18,3005.71,2712.75,2377.4,2289.54,2439.31,2639.8,2848.74,2128.9,2381.74,2766.28,2727.39,2933.7,2168.92,2410.56
"surA",3733.82,4336.34,4173.23,3668.99,3893.68,3095.15,4422.38,3691.74,3791.66,3710.84,2620.8,4446.94,3722.54,4119.89,4256.62,2876.65,4100.77,3359.46,4735.25,4354.74,2910.84,3408.72,2639.33,4264.76,4231.27,2666.75,4060.56,3992.28,4637.83,3500.89,4035.01,4555.32,4017.72,4432.37,4374.14,3170.49,4521.87,3873.77,4340.84,4487.71,3721.37,5016.37,3825.36,4423.58,3893.09,2974.82,3993.94,4579.03,4880.84,4376.65,4551.71,4793.73,4955.21,4878.28,4786.42,4822.67,3432.92,4151.81,3716.09,4475.29,4673.31,4371,5208.34,4271.6,4983.79,4999.35,4473.36,2731.92,4322.69,4172.7,4588.72,4477.84,4689.02,4429,5037.73,5023.74,4830.73,4963.66
"lptD",1679.15,2367.18,1879.02,1452.58,1997.64,1426.88,2121.08,1738.02,1990.03,1796.65,1423.99,2272.72,2477.82,2166.3,2268.39,1428.73,1976.76,1880.34,1949.02,2314.99,1459.5,1574.27,1357.49,2151.46,1938.76,1332.9,1939.61,2462.36,2232.17,1639.67,1955.6,2717.5,2093.1,2334.82,2265.7,1565.82,2138.95,1924.65,1689.54,2308.44,2296.16,2449.34,1960.56,2434.73,1966.43,1319.09,2000.97,2459.4,2516.6,2533.16,2379.54,2400.21,2466.82,2394.75,2089.83,2309.93,1551.89,2070.3,1617.87,2261.48,2206.41,2193.26,2484.88,2471.72,2471.77,2689.78,2209.03,1216.31,2080.22,2093.92,2265.31,2093.51,2108.74,2278.37,2256.13,2503.82,2495.65,2310.09
"djlA",787.444,1402.8,1087.63,1151.48,1134.7,880.363,1312.71,1234.09,1163.33,1224.51,850.353,1409.88,1372.44,1180.21,1140.47,789.254,1415.47,1477.08,1501.71,1176.65,711.23,1333.53,1489.76,1576.53,1087.47,839.479,1281.12,1457.06,1694.89,1047.39,1076.83,1527.75,1193.89,1205.27,1140.65,909.716,1655.6,1075.82,1606.29,1236.23,889.075,1436.03,1209.01,1381.14,1357.47,652.812,1412.17,1833.67,1375.23,1325.05,1300.39,1304.96,1401.31,1531.71,1831.41,1512.69,932.396,1724.17,1188.83,1456.11,1505.71,1304.16,1372.07,1398.58,1451.54,1551.6,1649.43,874.713,1473.9,1594.87,1736.4,1457.37,1692.22,1496.52,1395.11,1267.32,1514.59,1398.7
"yabP",991.747,1113.98,1096.36,669.66,791.052,651.051,855.576,584.432,754.299,810.327,662.35,1216.98,1038.37,637.828,1004.16,454.229,1043.03,807.513,518.5,1170.23,624.478,1010.19,729.12,586.678,1163.89,455.594,896.166,787.499,688.124,1043.48,648.643,1083.04,1000.02,1039.74,886.963,509.117,707.116,910.026,815.609,794.414,612.351,925.09,900.344,946.384,690.076,478.587,818.101,819.658,992.082,786.407,873.561,744.536,1081.03,675.714,544.984,767.881,699.676,645.711,527.865,765.703,677.765,630.467,942.494,1075,676.633,705.266,589.326,368.136,709.824,581.795,684.449,669.789,658.445,710.688,704.817,793.868,740.367,589.296
"yabQ",1045.5,1629.99,1346.76,1048.08,1160.31,1021.07,1360.29,1169.64,948.193,1247.96,921.009,1393.52,1538.09,1165.16,1173.01,748.51,1247.59,1068.12,1162.02,1517.09,675.573,1095.78,1182.67,1138.74,1411.85,765.364,939.482,1110.15,1138.7,1270.93,954.914,1197.73,1043.84,1250.75,1108.39,801.136,1301.82,1068.72,1501.47,1063.66,1180.64,1196.77,1017.08,1036.06,1049.6,750.178,873.683,1153.65,1127.17,1089.23,1094.06,1069.19,1044.09,994.833,884.282,879.25,935.404,1178.74,813.129,1213.48,1234.02,1051.34,1107.99,1179.3,950.904,986.991,1066.69,758.988,968.77,1121.69,1110.01,1218.29,1193.47,930.899,1049.49,895.711,812.894,914.242
"rluA",1047.24,1515.03,417.059,483.351,654.396,977.636,1812.82,455.836,878.003,622.059,1122.7,1874.94,484.695,901.457,522.7,1207.01,1980.13,633.316,1083.67,614.976,1244.15,1777.93,637.224,1242.65,547.29,1214.62,2141.41,621.235,1223.04,647.226,1674.3,1249.78,862.189,800.015,710.532,1221.18,1898.17,564.242,733.42,705.471,1252.97,1326.32,758.274,898.825,694.09,1193.59,2311.65,1050.32,1840.55,735.294,1003.33,1250.62,1337.2,1573.94,1734.62,1900.21,1281.07,2109.39,1010.67,1643.68,1051.57,1204.99,1198.16,1375.87,1249.68,1582.9,1488.22,1214.01,2230.48,906.561,1760.26,1189.47,1109.98,1422.62,1422.47,1430.29,1882.14,1922.07
"rapA",2477.34,2669.19,979.028,1054.08,1073.16,2334.37,4068.46,1162.55,1425.63,1128.61,2151.84,3984.46,945.385,1988.67,1420.33,2807.05,4439.7,1009.94,2364.79,1317.75,2839.63,3484.19,1164.29,3004.11,1325.06,3451.71,4401.6,1258.24,2696.49,1112.48,3245.53,2241.15,2077.49,1612.57,1678.26,3119.2,3142.87,1448.44,2185.63,1461.41,2705.95,3088.94,1705.12,1937.51,1292.3,3161.77,4033.86,2632.2,3394.24,2310.17,2564.34,2809.3,2901.5,3570.62,3533.02,3414.24,2655.94,5219.42,2294.46,3399.29,2353.27,2841.07,2902.16,2701.51,3586.34,3605.56,3671.15,3347.98,4386.46,2583.25,4187.84,2009.43,2657.31,3497.75,3354.48,3440.24,3544.92,4439.89
"polB",423.4,265.504,266.374,210.268,226.6,345.105,210.636,231.531,296.571,237.596,493.405,191.077,279.143,176.023,228.803,1009.05,240.094,357.227,237.063,199.18,1022.49,313.991,463.679,194.674,284.045,938.867,265.59,193.532,170.051,350.906,225.552,195.429,244.059,219.299,189.249,414.322,127.605,235.356,165.42,145.295,337.137,197.173,233.111,210.75,223.271,885.633,218.282,164.343,219.795,214.258,234.964,172.407,334.357,362.513,475.399,891.983,410.744,221.619,220.715,241.265,206.969,171.071,251.658,251.158,309.578,363.296,442.629,670.724,187.685,205.13,209.696,200.263,175.158,204.315,285.885,326.616,559.585,586.188
"araD",39.9704,86.5398,120.249,82.5541,109.879,41.4245,49.3233,87.1836,185.377,180.29,182.144,39.6345,107.494,75.2883,57.2497,71.9629,31.3826,280.778,48.1044,37.8417,58.0282,159.804,465.332,107.785,108.674,39.2666,35.9543,41.0912,50.8904,219.445,21.0462,47.0556,95.9153,55.556,62.4335,79.9882,30.1983,99.197,5.82829,13.5535,51.5908,44.4419,141.447,55.686,128.6,85.9183,57.6573,22.0373,79.235,72.185,55.6794,11.6299,93.7847,39.709,56.2612,50.1965,95.2592,33.5238,12.0308,77.9635,39.845,110.71,7.21854,31.8197,31.2559,24.1995,101.556,87.2442,49.6969,21.3024,72.698,66.0023,43.6564,85.1462,41.0102,28.2643,28.792,51.9416
"araA",71.4008,88.6271,108.623,3.78574,77.819,81.107,36.4013,68.4713,187.591,131.362,190.311,33.8738,141.612,37.0897,67.3435,106.747,66.344,219.567,3.46598,66.4541,77.4741,224.406,333.257,60.6262,129.287,52.2468,62.9242,59.6048,28.4102,273.734,53.3593,42.9993,115.169,47.3985,52.8425,79.5481,52.2186,118.989,57.3301,24.6773,50.728,36.9495,139.658,47.8903,106.966,49.9663,43.2646,48.7728,48.5399,63.4205,56.1652,37.5113,84.6767,71.553,56.4263,110.796,54.0861,30.88,7.728,52.9733,30.9677,52.5626,48.7915,75.6115,60.9362,55.6624,127.956,27.9075,50.1981,31.4938,19.4956,2.93634,42.7256,83.3525,48.1929,62.9662,81.3521,56.9823
"araB",56.9368,102.696,123.306,5.42173,148.734,134.185,109.366,125.142,221.575,210.607,236.772,28.5764,126.167,33.1457,26.3118,73.9552,45.0156,309.235,8.88422,28.3046,24.9521,221.175,448.921,36.1628,170.191,4.09378,81.6385,67.6487,32.0283,328.809,10.317,47.6543,115.558,43.402,83.995,56.5846,5.03538,164.782,53.8238,18.5261,19.4929,9.523,188.508,50.6908,169.782,81.9188,31.6431,6.23804,44.2837,96.0792,65.1514,21.955,84.1598,40.3545,45.0209,79.812,84.1287,5.60056,11.3512,85.1848,50.66,91.8359,8.111,27.2259,14.3281,6.27236,159.416,16.6586,35.9655,3.53819,35.3883,8.9288,40.1627,117.702,5.43381,37.0892,15.1357,49.7554
"araC",303.366,366.996,420.084,245.137,282.443,262.676,284.242,230.698,310.942,292.559,314.007,314.826,444.101,201.475,229.157,323.608,363.747,344.406,251.378,240.404,299.288,374.611,394.917,237.638,303.319,314.174,324.399,261.842,235.606,364.621,320.219,282.1,386.701,352.82,287.553,231.638,375.271,415.001,204.119,205.464,344.009,291.693,357.139,356.913,254.121,293.926,305.56,246.581,245.768,339.19,326.804,262.076,309.475,332.878,401.965,608.169,288.067,243.23,178.155,253.146,251.069,261.378,296.719,293.792,273.74,230.556,433.636,240.311,350.95,214.855,443.928,237.833,305.069,343.888,224.319,342.169,430.069,609.209
"yabI",409.955,429.209,653.772,903.937,654.935,497.544,666.252,808.809,738.928,760.405,583.347,573.341,543.397,460.934,509.822,479.563,439.094,869.559,529.833,465.612,403.228,671.371,990.912,603.962,600.26,545.636,481.563,439.644,498.436,815.865,443.899,517.566,630.684,579.91,672.161,494.509,632.255,719.349,585.61,573.256,348.119,507.685,686.015,495.388,679.105,407.647,514.29,424.693,452.817,538.368,565.021,469.103,537.842,480.295,496.062,469.075,474.82,626.079,1075.88,600.434,572.49,531.522,482.544,484.989,430.092,486.042,592.276,532.972,558.617,557.885,618.856,596.449,536.524,515.635,488.624,457.628,352.649,450.227
"thiQ",763.124,860.021,523.18,864.063,594.026,796.548,883.55,562.954,748.519,621.971,800.728,760.968,526.976,724.21,474.687,788.805,734.901,781.356,792.629,532.595,842.01,847.548,832.694,842.344,542.898,950.936,774.164,847.946,848.139,621.983,863.182,933.52,566.299,629.045,632.493,926.733,924.58,551.303,944.367,649.079,870.741,841.825,576.723,675.829,580.631,799.84,855.539,1038.27,945.556,773.428,889.103,895.484,816.357,927.1,935.057,831.636,839.029,918.994,1067.19,1012.45,868.026,944.057,929.896,912.62,925.767,1001.94,932.482,916.868,854.064,975.211,960.379,765.952,1014.57,937.712,920.218,845.53,975.823,966.02
"thiP",932.813,1092.51,1026.98,878.368,1068.32,998.302,1653.92,1078.3,1507.06,988.481,948.526,1477.97,1035.67,1266.5,920.034,1050.3,1162.59,1500.49,1465.71,964.551,840.976,1271.96,1342.13,1682.76,916.785,1018.59,1374.7,1686.51,1666.77,958.906,1368.09,1785.26,1128.38,1197.44,1093.78,1164.42,1765.84,1186.58,887.19,990.369,790.466,1907.15,1156.41,1268.59,1063.95,955.82,1371.19,2017.83,1579.94,1503.49,1552.26,1550.18,1641.63,1831.7,1746.88,1695.66,1217.84,1662.07,1428.58,1855.83,1308.32,1564.04,1665.75,1455.09,1816.98,1826.4,1600.86,1044.8,1573.66,1929.69,1819.23,1370.47,1644.82,1395.35,1709.5,1759.93,1576.59,1803.12
"thiB",3435.26,3465.36,3025.05,1302.82,2211.57,2945.91,3283.93,1729.3,2851.76,1837.9,2589.39,3542.19,3271.21,2728.06,2557.78,2679.66,3773.05,2967.21,2591.61,2512.4,2779.21,2740.74,1587.43,2859.03,2394.53,2302.5,3619.75,4045.17,3188.96,1981.06,3594.43,4225.96,2964.57,3005.35,2576.87,2945.24,3286.81,2779.85,1362.26,2674.05,3103.63,4134.27,2726.83,3595.81,2012.88,3023.87,3955.59,4128.37,4643.33,3410.16,3601.21,4095.03,4162.97,4124.97,3008.07,4266.48,3450.1,3468.83,1901.19,4293.1,2440.63,3295.62,4206.23,4198.45,3940.14,3902.49,2938.99,1728.4,3382.72,2941.91,3462.04,2077.71,2823.76,3132.65,3951.36,4122.43,4630.4,3981.57
